population,_Rx,_qx,_dx,_px,_lx,_Lx,_Tx,_ExpYL,_Surv,_SurvVar,_HRate,age,sex,level_income,year
4845,7450.9805,.071833648,4385.4009,.92816633,61049.398,58856.699,410207.13,6.7192655,.61049396,.010428092,.074509799,83,1,4,2006
4222,10090.005,.096054114,5442.8101,.90394586,56663.996,53942.59,351350.44,6.2005939,.56663996,.013365316,.10090005,84,1,4,2006
4088,10176.125,.096834265,4959.9658,.90316576,51221.188,48741.203,297407.84,5.806344,.51221186,.012392518,.10176125,85,1,4,2006
3696,11255.411,.10655738,4929.4746,.89344263,46261.223,43796.484,248666.64,5.3752718,.46261221,.012254779,.11255411,86,1,4,2006
2596,12827.427,.12054299,4982.2524,.879457,41331.75,38840.625,204870.16,4.9567261,.4133175,.012081272,.12827426,87,1,4,2006
2116,16871.455,.15558945,5655.5981,.84441054,36349.496,33521.695,166029.53,4.5675883,.36349496,.013085152,.16871455,88,1,4,2006
1757,18497.439,.16931494,5196.9355,.83068508,30693.898,28095.43,132507.84,4.3170743,.30693898,.011055307,.1849744,89,1,4,2006
1391,18547.807,.16973683,4327.7739,.83026314,25496.963,23333.076,104412.41,4.0950923,.25496963,.0082210442,.18547808,90,1,4,2006
1047,20343.84,.1846554,3909.0051,.81534457,21169.189,19214.688,81079.336,3.8300633,.2116919,.0065232869,.2034384,91,1,4,2006
838,23508.354,.21035771,3630.8127,.78964227,17260.184,15444.777,61864.648,3.5842404,.17260183,.0051851794,.23508354,92,1,4,2006
626,24760.383,.22032693,3002.9175,.7796731,13629.371,12127.912,46419.871,3.4058704,.13629371,.0035349664,.24760382,93,1,4,2006
457,25601.75,.2269641,2411.8235,.77303588,10626.453,9420.541,34291.957,3.227037,.10626453,.002290566,.25601751,94,1,4,2006
330,26363.637,.23293173,1913.448,.76706827,8214.6299,7257.9058,24871.418,3.027698,.082146302,.001442707,.26363638,95,1,4,2006
225,26666.666,.23529412,1482.631,.7647059,6301.1816,5559.8662,17613.512,2.7952712,.063011818,.00087536505,.26666668,96,1,4,2006
124,27419.355,.24113476,1161.92,.75886524,4818.5508,4237.5908,12053.646,2.5015085,.048185509,.00053289917,.27419356,97,1,4,2006
64,40625,.33766234,1234.7065,.66233766,3656.6309,3039.2776,7816.0542,2.1375015,.03656631,.00043497744,.40625,98,1,4,2006
