population,_Rx,_qx,_dx,_px,_lx,_Lx,_Tx,_ExpYL,_Surv,_SurvVar,_HRate,age,sex,level_education,year
369,4878.0488,.047619049,3243.301,.95238096,68109.32,66487.672,636533.75,9.3457661,.68109322,.0070446203,.04878049,78,1,4,2014
346,4624.2773,.04519774,2931.7976,.95480227,64866.02,63400.121,570046.06,8.7880535,.64866018,.0066815708,.046242777,79,1,4,2014
363,6887.0522,.066577896,4123.4502,.93342209,61934.223,59872.496,506645.94,8.1803875,.61934221,.0097213406,.068870522,80,1,4,2014
300,10333.333,.09825673,5680.2974,.90174329,57810.773,54970.625,446773.44,7.7282038,.57810771,.013854199,.10333332,81,1,4,2014
279,7885.3047,.075862072,3954.7261,.92413795,52130.477,50153.113,391802.81,7.515811,.52130479,.0098688649,.078853048,82,1,4,2014
257,6614.7861,.064030133,3084.6997,.93596989,48175.75,46633.398,341649.69,7.0917358,.48175749,.0077014836,.066147864,83,1,4,2014
249,8433.7354,.080924861,3648.9871,.91907513,45091.051,43266.559,295016.28,6.5426793,.45091051,.0090345349,.084337354,84,1,4,2014
200,10500,.09976247,4134.3623,.90023756,41442.063,39374.883,251749.73,6.0747395,.41442063,.010033113,.105,85,1,4,2014
176,11931.818,.11260054,4200.8667,.88739944,37307.699,35207.266,212374.86,5.6925211,.37307701,.0098254308,.11931817,86,1,4,2014
141,15602.837,.14473684,4791.7783,.85526317,33106.832,30710.943,177167.59,5.3513908,.33106831,.010611972,.15602838,87,1,4,2014
141,13475.178,.12624586,3574.6582,.87375414,28315.055,26527.727,146456.64,5.1723948,.28315055,.0072557102,.13475178,88,1,4,2014
222,14414.414,.13445377,3326.4397,.86554623,24740.396,23077.176,119928.92,4.8474941,.24740396,.0061936723,.14414413,89,1,4,2014
180,18333.334,.16793893,3596.2371,.83206105,21413.957,19615.838,96851.742,4.5228324,.21413957,.006051885,.18333334,90,1,4,2014
147,22448.98,.20183487,3596.2373,.79816514,17817.721,16019.602,77235.906,4.3347802,.17817721,.0052659735,.22448981,91,1,4,2014
110,20000,.18181819,2585.7244,.81818181,14221.483,12928.621,61216.305,4.3044949,.14221483,.0031543192,.2,92,1,4,2014
86,24418.605,.21761659,2532.134,.78238344,11635.759,10369.691,48287.684,4.1499386,.11635759,.0026035022,.24418604,93,1,4,2014
61,24590.164,.21897811,1993.4946,.78102189,9103.625,8106.8779,37917.992,4.165153,.091036253,.00164959,.24590166,94,1,4,2014
52,9615.3848,.091743119,652.30554,.90825689,7110.1304,6783.9775,29811.113,4.1927662,.0711013,.00043082109,.096153848,95,1,4,2014
27,29629.629,.25806451,1666.5354,.74193549,6457.8247,5624.5571,23027.137,3.565773,.06457825,.0010067191,.2962963,96,1,4,2014
27,25925.926,.22950819,1099.6401,.77049184,4791.2891,4241.4688,17402.578,3.6321287,.047912892,.00050162553,.25925925,97,1,4,2014
16,18750,.17142858,632.85413,.82857144,3691.6489,3375.2219,13161.11,3.5651035,.036916491,.00022500283,.18750001,98,1,4,2014
12,0,0,0,1,3058.7949,3058.7949,9785.8887,3.1992629,.030587949,0,0,99,1,4,2014
8,25000,.22222222,679.73224,.77777779,3058.7949,2718.9287,6727.0933,2.1992626,.030587949,.00020155641,.25,100,1,4,2014
6,0,0,0,1,2379.0627,2379.0627,4008.1646,1.6847662,.023790628,0,0,101,1,4,2014
8,12500,.11764706,279.88974,.88235295,2379.0627,2239.1179,1629.1018,.68476623,.023790628,.000065003369,.125,102,1,4,2014
1,400000,1.3333334,2798.8975,-.33333337,2099.1731,699.72437,-610.01611,-.2905983,.020991731,.00057520362,4,103,1,4,2014
10,100000,.66666669,-466.48291,.33333331,-699.72437,-466.48291,-1309.7405,1.8717948,-.0069972435,.000032869342,1,104,1,4,2014
4,0,0,0,1,-233.24146,-233.24146,-843.25757,3.6153846,-.0023324145,0,0,105,1,4,2014
6,16666.666,.15384614,-35.883297,.84615386,-233.24146,-215.2998,-610.01611,2.6153846,-.0023324145,8.3889933e-07,.16666664,106,1,4,2014
3,0,0,0,1,-197.35815,-197.35815,-394.71631,2,-.0019735815,0,0,107,1,4,2014
2,0,0,0,1,-197.35815,-197.35815,-197.35815,1,-.0019735815,0,0,108,1,4,2014
0,,,,,-197.35815,,0,,-.0019735815,,,109,1,4,2014
1,0,0,,1,,,0,,,,,110,1,4,2014
1,0,1,,0,,,,,,,,112,1,4,2014
5750,730.43475,.0072983024,725.70831,.99270171,100000,99352.93,2021914.1,20.219141,1,0,.0072630602,65,2,1,2014
6908,1346.2653,.013385166,1328.8029,.98661482,99274.289,98516.875,1922561.3,19.366156,.9927429,.000095732787,.013462652,66,2,1,2014
8087,1360.2078,.013519327,1324.1571,.98648065,97945.484,97217.195,1824044.4,18.623058,.97945482,.00026646117,.013602079,67,2,1,2014
9262,1392.7877,.013837297,1336.978,.98616272,96621.328,95912.727,1726827.1,17.87211,.96621329,.00043645877,.013927878,68,2,1,2014
10230,1485.826,.014748691,1405.3195,.98525131,95284.352,94581.695,1630914.5,17.116289,.95284349,.00063144899,.014858261,69,2,1,2014
10716,1577.0811,.015647424,1468.9651,.98435259,93879.031,93144.547,1536332.8,16.365026,.93879032,.00084411219,.015770812,70,2,1,2014
10720,1651.1194,.016376,1513.3071,.98362398,92410.063,91653.406,1443188.3,15.61722,.92410064,.0010614132,.016511193,71,2,1,2014
10712,1661.6879,.016479956,1497.9746,.98352003,90896.758,90147.773,1351534.8,14.868899,.90896755,.0012395071,.016616879,72,2,1,2014
10556,2159.9089,.021368321,1910.3019,.97863168,89398.781,88443.633,1261387,14.109667,.89398783,.0018104616,.02159909,73,2,1,2014
10774,2218.3032,.021939687,1919.4698,.97806031,87488.477,86528.742,1172943.4,13.406833,.87488478,.0021010786,.022183033,74,2,1,2014
11368,2427.8677,.023987485,2052.5852,.97601253,85569.008,84542.719,1086414.6,12.696357,.85569006,.0025346263,.024278676,75,2,1,2014
11527,2871.519,.028308745,2364.2451,.97169125,83516.422,82334.297,1001871.9,11.996107,.83516419,.0032547372,.028715191,76,2,1,2014
11464,2843.6846,.028038187,2275.3601,.9719618,81152.18,80014.5,919537.63,11.331028,.81152177,.0034802582,.028436847,77,2,1,2014
11571,3327.2837,.032728355,2581.5085,.96727163,78876.82,77586.063,839523.13,10.643471,.78876823,.0043011266,.033272836,78,2,1,2014
11302,3468.4126,.034092885,2601.1272,.9659071,76295.313,74994.75,761937.06,9.9866829,.7629531,.0047042859,.034684125,79,2,1,2014
11394,4370.7212,.042772479,3152.083,.95722753,73694.188,72118.148,686942.31,9.3215265,.73694187,.0061105825,.043707211,80,2,1,2014
11340,5017.6367,.048948344,3452.9189,.95105165,70542.102,68815.641,614824.19,8.7157059,.70542103,.0071752421,.050176367,81,2,1,2014
11774,5316.7998,.05179118,3474.6277,.94820881,67089.18,65351.867,546008.56,8.1385489,.67089182,.0076718391,.053167995,82,2,1,2014
11922,6433.4844,.062329855,3965.0857,.93767017,63614.551,61632.008,480656.66,7.5557661,.63614553,.0091777621,.064334847,83,2,1,2014
11872,7083.895,.068415701,4080.96,.9315843,59649.465,57608.984,419024.66,7.024785,.59649467,.0098224133,.070838951,84,2,1,2014
11215,8337.0488,.080034241,4447.3828,.91996574,55568.504,53344.813,361415.69,6.5039663,.55568504,.010980552,.083370484,85,2,1,2014
11025,9433.1064,.090082288,4605.1074,.90991771,51121.121,48818.566,308070.88,6.0262933,.51121122,.011506981,.094331063,86,2,1,2014
10135,11001.48,.10427871,4850.6299,.89572132,46516.016,44090.699,259252.3,5.5733986,.46516016,.012067697,.1100148,87,2,1,2014
9576,11643.692,.11003108,4584.4878,.88996893,41665.387,39373.145,215161.59,5.1640368,.41665387,.011142754,.11643693,88,2,1,2014
8436,13738.738,.12855637,4766.9858,.87144363,37080.898,34697.406,175788.45,4.740674,.37080899,.011121839,.13738738,89,2,1,2014
7651,15161.417,.14093062,4554.0195,.85906935,32313.912,30036.902,141091.05,4.3662634,.32313913,.0099605629,.15161416,90,2,1,2014
6592,17248.18,.1587878,4407.9321,.84121221,27759.893,25555.926,111054.14,4.000525,.27759892,.0088395681,.17248179,91,2,1,2014
5397,21734.297,.19603911,4577.8975,.80396092,23351.961,21063.012,85498.219,3.6612866,.23351961,.0081938971,.21734296,92,2,1,2014
4849,22128.273,.19923869,3740.5195,.80076134,18774.063,16903.803,64435.203,3.4321396,.18774062,.0057040709,.22128272,93,2,1,2014
4009,24195.561,.21584335,3244.8904,.78415668,15033.543,13411.098,47531.402,3.16169,.15033543,.0041448507,.24195561,94,2,1,2014
2412,25829.188,.22874977,2696.6514,.77125025,11788.652,10440.326,34120.305,2.8943346,.11788652,.0028042286,.25829187,95,2,1,2014
1724,31960.557,.2755689,2505.4727,.7244311,9092.001,7839.2646,23679.979,2.6044848,.090920009,.0020708623,.31960556,96,2,1,2014
1341,36017.898,.30521327,2010.2959,.69478673,6586.5283,5581.3804,15840.713,2.4050171,.065865286,.0012368758,.36017898,97,2,1,2014
914,34573.305,.29477611,1348.964,.70522392,4576.2324,3901.7505,10259.333,2.2418733,.045762323,.00058906735,.34573302,98,2,1,2014
587,43781.941,.35918936,1159.2006,.64081061,3227.2686,2647.6682,6357.582,1.9699576,.032272685,.00036203177,.43781942,99,2,1,2014
403,44416.875,.36345178,751.64294,.63654822,2068.0679,1692.2463,3709.9138,1.7939034,.020680679,.00015223016,.44416875,100,2,1,2014
259,49420.848,.39628482,521.6792,.60371518,1316.4249,1055.5853,2017.6675,1.5326871,.013164249,.000067771092,.49420846,101,2,1,2014
131,64122.137,.48554912,385.88809,.51445091,794.74573,601.8017,962.08215,1.2105534,.007947457,.000030424555,.64122134,102,2,1,2014
89,26966.293,.23762377,97.154289,.76237625,408.85764,360.28049,360.28049,.88118809,.0040885764,3.9559868e-06,.26966292,103,2,1,2014
1,0,1,311.70334,0,311.70334,,,,.0031170333,9.6856120e-06,,107,2,1,2014
34913,429.6394,.0042943018,428.00363,.99570572,100000,99619.266,2187816,21.87816,1,0,.0042821146,65,2,2,2014
35920,868.59686,.0086536473,861.66095,.99134636,99572,99080.852,2088196.6,20.971725,.99572003,.000036721001,.0086859679,66,2,2,2014
34999,897.16852,.0089356098,882.03705,.99106437,98710.336,98225.219,1989115.8,20.151039,.98710334,.00011228625,.0089716855,67,2,2,2014
34614,1011.1516,.010063688,984.51349,.98993629,97828.297,97306.508,1890890.5,19.328667,.97828299,.00020916367,.010111515,68,2,2,2014
33187,1045.5901,.010401522,1007.3227,.98959845,96843.781,96340.117,1793584,18.520384,.96843779,.00030789862,.010455901,69,2,2,2014
31764,1086.1353,.010802686,1035.2913,.98919731,95836.461,95318.813,1697243.9,17.709793,.95836461,.00041310073,.010861353,70,2,2,2014
29128,1177.5612,.011706685,1109.8074,.98829329,94801.172,94246.266,1601925.1,16.897736,.9480117,.00054697436,.011775611,71,2,2,2014
25360,1324.9211,.013162018,1233.1675,.98683798,93691.367,93074.781,1507678.9,16.091972,.93691367,.00072888145,.013249211,72,2,2,2014
22033,1429.6737,.014195264,1312.4686,.98580474,92458.203,91801.969,1414604.1,15.299931,.924582,.00091518596,.014296737,73,2,2,2014
20276,1740.9746,.017259505,1573.1302,.98274052,91145.734,90359.172,1322802.1,14.513044,.91145736,.0012695608,.017409747,74,2,2,2014
19769,1765.3903,.017499436,1567.47,.98250055,89572.602,88788.867,1232442.9,13.759151,.89572603,.0014640313,.017653903,75,2,2,2014
18356,2200.9153,.021769587,1915.8354,.97823042,88005.133,87047.219,1143654.1,12.995312,.88005131,.0020223749,.022009153,76,2,2,2014
16657,2359.3684,.023318598,2007.4817,.97668141,86089.297,85085.555,1056606.9,12.273382,.86089295,.0024040854,.023593683,77,2,2,2014
15471,2611.3374,.025776815,2167.3613,.9742232,84081.813,82998.133,971521.31,11.554477,.84081811,.0029008617,.026113374,78,2,2,2014
14100,2971.6311,.029281246,2398.5571,.97071874,81914.453,80715.172,888523.19,10.846965,.81914455,.0035533849,.029716309,79,2,2,2014
13200,3295.4546,.032420348,2577.9331,.96757966,79515.898,78226.93,807808,10.159076,.79515898,.0041989679,.032954548,80,2,2,2014
12173,3721.3506,.036533732,2810.8311,.96346629,76937.969,75532.555,729581.06,9.4827185,.76937968,.0049873865,.037213504,81,2,2,2014
11779,4805.1616,.046924222,3478.3584,.95307577,74127.141,72387.961,654048.5,8.8233337,.74127138,.006671078,.048051614,82,2,2,2014
10957,4955.7358,.048359085,3416.5105,.9516409,70648.781,68940.523,581660.56,8.2331295,.70648783,.0070845708,.049557362,83,2,2,2014
10193,6308.251,.061153647,4111.4985,.93884635,67232.273,65176.523,512720.03,7.6261001,.67232275,.009057832,.063082509,84,2,2,2014
9102,6613.9312,.064022124,4041.126,.93597788,63120.773,61100.211,447543.5,7.0902729,.63120776,.0094071161,.066139311,85,2,2,2014
8599,7326.4331,.070675343,4175.4746,.92932463,59079.648,56991.91,386443.28,6.5410557,.59079647,.01009446,.073264338,86,2,2,2014
7469,9211.4072,.088058367,4834.772,.91194165,54904.172,52486.785,329451.38,6.0004797,.54904175,.011970649,.092114076,87,2,2,2014
6763,10335.649,.098277673,4920.7041,.90172231,50069.398,47609.047,276964.59,5.5316143,.50069398,.012301737,.1033565,88,2,2,2014
6162,12431.029,.11703591,5284.0186,.88296407,45148.695,42506.688,229355.55,5.0800037,.45148695,.013085687,.12431029,89,2,2,2014
5151,13803.146,.12912014,5147.3325,.87087989,39864.676,37291.008,186848.86,4.6870785,.39864677,.012339573,.13803147,90,2,2,2014
4316,15477.294,.14365591,4987.3516,.8563441,34717.344,32223.668,149557.84,4.3078713,.34717345,.011303536,.15477294,91,2,2,2014
3526,19852.523,.18059856,5369.1938,.81940144,29729.992,27045.395,117334.18,3.9466603,.29729992,.011216926,.19852525,92,2,2,2014
2970,21346.801,.19288105,4698.7363,.80711895,24360.799,22011.43,90288.781,3.7063146,.24360798,.0086580385,.21346802,93,2,2,2014
2462,20999.188,.19003859,3736.5508,.80996144,19662.063,17793.787,68277.352,3.4725428,.19662063,.0059022913,.20999187,94,2,2,2014
1608,23631.84,.21134593,3365.792,.78865409,15925.512,14242.615,50483.566,3.1699808,.15925512,.0045065572,.23631839,95,2,2,2014
1110,24414.414,.2175833,2732.7852,.7824167,12559.72,11193.327,36240.953,2.8854907,.12559719,.003001214,.24414413,96,2,2,2014
757,30383.092,.26376146,2591.9666,.73623854,9826.9346,8530.9512,25047.625,2.5488746,.098269343,.0022968058,.30383089,97,2,2,2014
469,39019.191,.32649422,2362.175,.67350578,7234.9678,6053.8804,16516.674,2.2828953,.072349675,.0015853785,.39019191,98,2,2,2014
292,39726.027,.33142856,1614.9828,.66857147,4872.793,4065.3015,10462.794,2.1471863,.04872793,.00074860133,.39726028,99,2,2,2014
215,37674.418,.31702542,1032.8086,.68297458,3257.8101,2741.4058,6397.4927,1.9637402,.0325781,.00032550786,.37674415,100,2,2,2014
110,50000,.40000001,890.00061,.60000002,2225.0015,1780.0012,3656.0872,1.6431842,.022250015,.00019361921,.5,101,2,2,2014
86,38372.094,.32195121,429.80515,.67804879,1335.0009,1120.0983,1876.0859,1.4053069,.013350009,.000056613015,.38372093,102,2,2,2014
38,39473.684,.32967034,298.41617,.67032969,905.19568,755.98761,755.98761,.83516484,.0090519572,.000026767988,.39473686,103,2,2,2014
1,0,1,606.77954,0,606.77954,,,,.0060677952,.000036594734,,104,2,2,2014
18394,233.77188,.0023370993,233.28748,.9976629,100000,99792.789,2338823.3,23.388233,1,0,.002333492,65,2,3,2014
17919,535.7442,.0053451285,533.26587,.99465489,99766.711,99462.75,2239030.5,22.442661,.99766713,.000012411359,.005357442,66,2,3,2014
17537,541.71179,.0054039448,536.25208,.99459606,99233.445,98938.508,2139567.8,21.560953,.99233443,.000040791692,.0054171183,67,2,3,2014
16840,629.45367,.0062759696,619.42059,.99372405,98697.195,98368.906,2040629.3,20.675655,.98697197,.000079646939,.0062945364,68,2,3,2014
15831,675.8891,.0067361267,660.66431,.9932639,98077.773,97747.438,1942260.3,19.803267,.98077774,.00012455348,.006758891,69,2,3,2014
15035,804.78882,.0080156336,780.85986,.99198437,97417.109,97026.68,1844512.9,18.934177,.9741711,.00019647813,.0080478881,70,2,3,2014
13599,963.30615,.0095868856,926.44067,.99041313,96636.25,96173.031,1747486.1,18.083132,.96636248,.00030114918,.0096330615,71,2,3,2014
12107,933.34436,.0092900889,889.15265,.9907099,95709.813,95265.234,1651313.1,17.253332,.95709813,.00036509766,.0093334429,72,2,3,2014
9787,980.89301,.0097610569,925.5498,.99023896,94820.656,94357.883,1556047.9,16.410431,.94820654,.00045454578,.0098089296,73,2,3,2014
8623,1206.0768,.011988473,1125.6589,.98801154,93895.109,93332.281,1461690,15.567265,.93895108,.00064524973,.012060768,74,2,3,2014
8379,1300.8712,.012924646,1199.0123,.98707533,92769.453,92169.945,1368357.8,14.75009,.92769456,.0008042659,.013008713,75,2,3,2014
7674,1303.1014,.012946661,1185.5314,.98705333,91570.438,90977.672,1276187.8,13.936679,.91570437,.00091511023,.013031014,76,2,3,2014
6789,1723.3761,.017086528,1544.3643,.98291349,90384.906,89612.727,1185210.1,13.112921,.90384907,.0013421442,.017233761,77,2,3,2014
6357,2013.5284,.019934591,1770.9998,.98006541,88840.539,87955.039,1095597.4,12.332178,.88840538,.0017557915,.020135285,78,2,3,2014
5480,2043.7957,.020231213,1761.5225,.97976881,87069.539,86188.781,1007642.4,11.572846,.87069541,.0019832086,.020437956,79,2,3,2014
4933,2310.967,.022845693,1948.9208,.97715431,85308.016,84333.555,921453.56,10.801489,.85308015,.0024426682,.023109673,80,2,3,2014
4484,3122.2124,.030742206,2562.6423,.96925777,83359.094,82077.773,837120,10.042336,.83359092,.0035548231,.031222124,81,2,3,2014
4220,3483.4124,.034237802,2766.293,.9657622,80796.453,79413.305,755042.25,9.3449926,.8079645,.0042921212,.034834124,82,2,3,2014
3765,4807.437,.046945922,3663.1978,.95305407,78030.156,76198.555,675628.94,8.6585617,.78030157,.0062798574,.048074372,83,2,3,2014
3525,5106.3828,.049792528,3702.9189,.95020747,74366.961,72515.5,599430.38,8.0604391,.74366963,.0070586936,.051063824,84,2,3,2014
2929,6452.7144,.062510334,4417.2329,.93748969,70664.039,68455.422,526914.88,7.4566197,.70664036,.0091569126,.064527147,85,2,3,2014
2617,6954.5283,.067208275,4452.3335,.93279171,66246.805,64020.637,458459.47,6.9204769,.66246808,.0099556018,.069545284,86,2,3,2014
2234,7520.1431,.072476268,4478.6328,.92752373,61794.473,59555.156,394438.84,6.3830767,.61794472,.010573561,.075201429,87,2,3,2014
1856,8189.6553,.07867495,4509.3208,.92132503,57315.84,55061.18,334883.69,5.8427773,.57315838,.011031956,.081896551,88,2,3,2014
1554,11068.211,.10487805,5538.2446,.89512193,52806.52,50037.398,279822.5,5.2990141,.5280652,.013801989,.11068211,89,2,3,2014
1242,12962.963,.12173913,5754.3984,.87826085,47268.273,44391.074,229785.11,4.8612967,.47268274,.014343055,.12962963,90,2,3,2014
1019,13444.554,.12597701,5229.7939,.87402296,41513.875,38898.977,185394.03,4.4658332,.41513875,.012697864,.13444553,91,2,3,2014
815,16564.418,.15297452,5550.54,.84702551,36284.082,33508.813,146495.05,4.0374465,.36284083,.012832147,.16564418,92,2,3,2014
712,18820.225,.1720154,5286.6426,.82798457,30733.543,28090.223,112986.24,3.676317,.30733544,.011254224,.18820223,93,2,3,2014
583,20068.611,.18238504,4641.1338,.81761497,25446.9,23126.334,84896.016,3.3362026,.25446901,.0088049062,.20068611,94,2,3,2014
366,24863.389,.22114217,4601.0322,.77885783,20805.766,18505.25,61769.684,2.9688733,.20805766,.0075811055,.24863389,95,2,3,2014
286,28321.678,.24808575,4020.1636,.75191426,16204.733,14194.651,43264.434,2.6698639,.16204733,.0054588988,.28321677,96,2,3,2014
157,35668.789,.3027027,3688.3022,.69729733,12184.57,10340.419,29069.783,2.3857865,.1218457,.0039464585,.35668787,97,2,3,2014
109,36697.246,.31007752,2634.5015,.68992245,8496.2676,7179.0166,18729.363,2.2044225,.084962673,.0020481674,.36697245,98,2,3,2014
71,30985.916,.2682927,1572.6691,.73170733,5861.7661,5075.4316,11550.348,1.9704552,.058617663,.00086782448,.30985919,99,2,3,2014
43,62790.699,.47787613,2049.6572,.52212387,4289.0972,3264.2686,6474.916,1.5096221,.042890973,.0008414117,.62790704,100,2,3,2014
23,56521.738,.44067797,986.87183,.559322,2239.4399,1746.004,3210.6472,1.4336832,.0223944,.00021605479,.56521738,101,2,3,2014
16,62500,.47619048,596.461,.52380955,1252.5681,954.33765,1464.6432,1.1693122,.012525681,.000073775002,.625,102,2,3,2014
7,57142.855,.44444445,291.60318,.55555558,656.10712,510.30554,510.30554,.77777779,.0065610711,.000019006762,.5714286,103,2,3,2014
1,0,1,364.50394,0,364.50394,,,,.0036450394,.000013237883,,104,2,3,2014
347,1729.1066,.017257228,1702.6509,.98274279,100000,98469.977,2046876.6,20.468767,1,0,.017059447,65,2,4,2014
432,1620.3704,.016091583,1581.76,.98390841,98297.352,97395.75,1948406.8,19.82156,.98297352,.00026473257,.016203703,66,2,4,2014
465,1505.3763,.014952472,1446.1372,.98504752,96715.594,95920.219,1851011,19.138702,.96715593,.00045937032,.015053763,67,2,4,2014
502,996.01593,.00991375,944.47754,.99008626,95269.453,94768.883,1755090.8,18.422388,.95269454,.00042565391,.0099601587,68,2,4,2014
663,1659.1252,.016454751,1552.094,.98354524,94324.977,93548.93,1660321.9,17.602144,.94324976,.00083083042,.016591253,69,2,4,2014
681,1321.5859,.013129103,1218.0248,.98687088,92772.883,92163.867,1566772.9,16.888264,.92772883,.00081666181,.013215859,70,2,4,2014
714,1820.7283,.018043026,1651.9268,.98195696,91554.859,90728.898,1474609,16.106289,.91554862,.001277259,.018207284,71,2,4,2014
639,1877.9343,.018604651,1672.6127,.98139536,89902.93,89066.625,1383880.1,15.393048,.89902931,.0015183243,.018779343,72,2,4,2014
595,1680.6722,.016666666,1470.5052,.98333335,88230.32,87495.07,1294813.5,14.675381,.88230318,.0015270355,.016806722,73,2,4,2014
765,2483.6602,.024531957,2128.3879,.97546804,86759.813,85695.617,1207318.5,13.915642,.86759812,.0024449138,.024836602,74,2,4,2014
649,2773.4978,.027355624,2315.1455,.97264439,84631.422,83473.852,1121622.9,13.253031,.84631419,.0030112281,.02773498,75,2,4,2014
697,2439.0244,.024096387,1983.5248,.97590363,82316.273,81324.508,1038149,12.611711,.82316273,.0028873347,.024390245,76,2,4,2014
680,2794.1177,.0275562,2213.6653,.97244382,80332.75,79225.914,956824.5,11.910765,.8033275,.0034974236,.027941177,77,2,4,2014
629,2702.7026,.026666665,2083.1755,.97333336,78119.086,77077.5,877598.56,11.234112,.78119087,.0035608073,.027027026,78,2,4,2014
542,3690.0369,.036231883,2754.9243,.96376812,76035.914,74658.453,800521.06,10.528196,.76035917,.0050198333,.036900368,79,2,4,2014
609,3119.8687,.030719483,2251.1543,.96928054,73280.992,72155.414,725862.63,9.9051962,.7328099,.0044077495,.031198688,80,2,4,2014
577,4679.376,.045723964,3247.7656,.95427603,71029.836,69405.953,653707.19,9.2032757,.71029836,.0066830767,.046793763,81,2,4,2014
542,4981.5498,.048604861,3294.5381,.95139515,67782.07,66134.805,584301.25,8.6202917,.67782068,.0071946057,.049815498,82,2,4,2014
475,5894.7368,.057259712,3692.5376,.94274026,64487.531,62641.262,518166.44,8.0351419,.64487529,.0084563224,.058947369,83,2,4,2014
571,4903.6777,.047863249,2909.8459,.95213675,60794.992,59340.07,455525.19,7.4928079,.60794991,.0069355248,.049036782,84,2,4,2014
388,7474.2266,.072049685,4170.6064,.92795032,57885.145,55799.84,396185.13,6.8443317,.57885146,.010167207,.074742265,85,2,4,2014
367,7629.4277,.073490813,3947.5251,.9265092,53714.539,51740.777,340385.28,6.3369303,.53714538,.0098143453,.076294281,86,2,4,2014
363,9090.9092,.086956523,4327.5669,.9130435,49767.016,47603.23,288644.5,5.7999158,.49767014,.010818682,.090909101,87,2,4,2014
290,17241.379,.15873015,7212.6104,.84126985,45439.449,41833.145,241041.27,5.3046694,.45439449,.017881515,.17241378,88,2,4,2014
537,11731.844,.11081795,4236.2197,.88918203,38226.84,36108.73,199208.13,5.2112107,.3822684,.010003379,.11731844,89,2,4,2014
421,13064.133,.12263099,4168.3037,.87736899,33990.621,31906.469,163099.39,4.7983646,.33990622,.0093524223,.13064134,90,2,4,2014
386,12694.301,.11936663,3559.7896,.88063335,29822.316,28042.422,131192.92,4.3991528,.29822317,.0074501447,.12694302,91,2,4,2014
307,16286.645,.1506024,3955.1997,.8493976,26262.527,24284.928,103150.5,3.9276683,.26262528,.0076593724,.16286644,92,2,4,2014
274,17883.211,.1641541,3661.8394,.83584589,22307.328,20476.408,78865.57,3.5354109,.22307327,.0063463915,.17883211,93,2,4,2014
213,31455.398,.27180526,5067.9419,.72819471,18645.488,16111.518,58389.164,3.1315439,.18645488,.0076875328,.31455398,94,2,4,2014
138,26086.957,.23076923,3133.28,.76923078,13577.547,12010.907,42277.648,3.1137915,.13577546,.0036766059,.26086956,95,2,4,2014
105,21904.762,.19742489,2061.9583,.80257511,10444.267,9413.2871,30266.74,2.8979287,.10444266,.0019286401,.21904762,96,2,4,2014
79,41772.152,.34554973,2896.5044,.6544503,8382.3086,6934.0566,20853.453,2.4877934,.083823085,.0022244221,.41772148,97,2,4,2014
57,31578.947,.27272728,1496.1284,.72727275,5485.8042,4737.7402,13919.397,2.5373485,.054858044,.00077572226,.31578946,98,2,4,2014
40,40000,.33333334,1329.892,.66666663,3989.6758,3324.7297,9181.6572,2.3013542,.039896756,.00050941517,.40000001,99,2,4,2014
41,14634.146,.13636364,362.69778,.86363637,2659.7837,2478.4348,5856.9272,2.2020314,.026597837,.00009390388,.14634147,100,2,4,2014
21,52380.953,.41509435,953.50739,.58490562,2297.0859,1820.3323,3378.4924,1.4707732,.022970859,.00021399755,.52380955,101,2,4,2014
24,29166.666,.25454545,342.00183,.74545455,1343.5786,1172.5776,1558.1602,1.159709,.013435787,.000045333254,.29166666,102,2,4,2014
15,220000,1.0476191,1049.271,-.047619104,1001.5768,476.94128,385.58252,.38497549,.010015768,.00010403997,2.2000003,103,2,4,2014
77,51948.051,.41237113,-19.667717,.58762884,-47.694214,-37.860355,-91.358757,1.9155103,-.00047694214,9.3848364e-08,.51948053,104,2,4,2014
34,61764.707,.47191012,-13.225987,.52808988,-28.026497,-21.413504,-53.498405,1.9088509,-.00028026497,3.7078198e-08,.61764705,105,2,4,2014
27,37037.035,.3125,-4.6251593,.6875,-14.800509,-12.48793,-32.0849,2.167824,-.0001480051,6.8464847e-09,.37037039,106,2,4,2014
12,25000,.22222222,-2.261189,.77777779,-10.17535,-9.0447559,-19.596972,1.925926,-.0001017535,2.3010731e-09,.25,107,2,4,2014
11,18181.818,.16666667,-1.3190269,.83333331,-7.9141612,-7.2546477,-10.552215,1.3333333,-.00007914161,1.0439817e-09,.18181819,108,2,4,2014
2,200000,1,-6.5951343,0,-6.5951343,-3.2975671,-3.2975671,.5,-.000065951346,4.3498671e-09,2,109,2,4,2014
2,50000,.40000001,0,.60000002,0,0,0,,0,0,,110,2,4,2014
1,0,0,0,1,0,0,0,,0,0,,112,2,4,2014
1,0,0,0,1,0,0,0,,0,0,,114,2,4,2014
1,0,1,0,0,0,,,,0,0,,115,2,4,2014
6830,790.62958,.0078992136,785.09247,.99210078,100000,99299.656,1787317.8,17.873177,1,0,.0078579206,65,1,1,2015
7891,1888.2271,.018730193,1858.3143,.98126984,99214.906,98155.664,1688018.1,17.013756,.99214906,.00014474982,.018882271,66,1,1,2015
9494,1832.7365,.01817745,1769.6946,.98182255,97356.594,96383.258,1589862.4,16.330299,.97356594,.0004554363,.018327365,67,1,1,2015
