population,_Rx,_qx,_dx,_px,_lx,_Lx,_Tx,_ExpYL,_Surv,_SurvVar,_HRate,age,sex,level_education,year
0,,1,3479.9888,0,3479.9888,,,,.034799889,.0011688884,,108,1,3,2008
532,375.93985,.0037577965,374.68735,.99624223,100000,99666.836,1626085.5,16.260855,1,0,.0037484663,65,1,4,2008
575,2260.8696,.022391018,2230.7122,.97760898,99625.313,98353.805,1526418.6,15.321594,.99625313,.000083268649,.022608697,66,1,4,2008
504,2777.7778,.027434843,2672.0056,.97256517,97394.602,95925,1428064.9,14.66267,.97394603,.00067802559,.027777778,67,1,4,2008
575,3304.3479,.032538146,3082.0977,.96746182,94722.594,93089.078,1332139.9,14.063592,.94722593,.0015407088,.033043478,68,1,4,2008
580,1896.5518,.018787362,1721.6832,.98121262,91640.5,90779.656,1239050.8,13.520777,.91640502,.0013189274,.018965518,69,1,4,2008
536,3358.209,.033027522,2969.7959,.96697247,89918.82,88433.922,1148271.1,12.770086,.89918822,.0026920834,.033582091,70,1,4,2008
430,3720.9302,.036529679,3176.22,.96347034,86949.023,85360.914,1059837.3,12.189179,.86949021,.0036042784,.037209302,71,1,4,2008
452,2212.3894,.021881837,1833.1029,.97811818,83772.805,82856.25,974476.31,11.632371,.83772802,.0024919161,.022123894,72,1,4,2008
434,4608.2949,.045045044,3690.9775,.95495498,81939.703,80094.211,891620.06,10.881417,.81939703,.0054621128,.046082947,73,1,4,2008
465,4086.0215,.040042151,3133.2473,.95995784,78248.727,76682.102,811525.81,10.371106,.78248727,.0053328164,.040860217,74,1,4,2008
433,5080.8315,.04954955,3721.938,.95045042,75115.477,73254.508,734843.75,9.7828541,.75115478,.0069570942,.050808314,75,1,4,2008
425,2588.2354,.025551684,1824.2252,.97444832,71393.539,70481.43,661589.19,9.2667933,.71393538,.0037256451,.025882354,76,1,4,2008
384,7291.6665,.070351757,4894.3232,.92964822,69569.313,67122.148,591107.81,8.4966745,.69569314,.010361488,.072916664,77,1,4,2008
389,6169.666,.059850376,3870.8223,.94014961,64674.988,62739.578,523985.63,8.1018276,.64674985,.0088434536,.06169666,78,1,4,2008
324,6790.1235,.065671645,3993.1094,.93432838,60804.164,58807.609,461246.06,7.5857644,.60804164,.0095166583,.067901239,79,1,4,2008
292,4794.5205,.046822742,2660.0493,.95317727,56811.055,55481.031,402438.44,7.0838051,.56811053,.0065267221,.047945205,80,1,4,2008
271,9594.0957,.091549292,4957.4858,.90845072,54151.004,51672.262,346957.41,6.4072204,.54151005,.012308294,.095940948,81,1,4,2008
253,16600.791,.15328467,7540.6123,.84671533,49193.52,45423.215,295285.16,6.0025215,.49193519,.018846625,.16600791,82,1,4,2008
471,13163.482,.12350598,5144.3828,.87649405,41652.906,39080.715,249861.94,5.9986677,.41652906,.012502528,.13163482,83,1,4,2008
430,10930.232,.10363837,3783.6836,.89636165,36508.523,34616.68,210781.22,5.7734795,.36508524,.008770504,.10930232,84,1,4,2008
385,10649.351,.10110974,3308.8,.89889026,32724.84,31070.439,176164.55,5.3832059,.32724839,.0072845514,.1064935,85,1,4,2008
311,12218.649,.11515152,3387.3015,.88484848,29416.039,27722.389,145094.11,4.9324827,.2941604,.0070330561,.1221865,86,1,4,2008
277,17328.52,.15946844,4150.7622,.84053159,26028.738,23953.357,117371.72,4.5093126,.26028737,.0079917889,.1732852,87,1,4,2008
226,16371.682,.15132925,3310.7778,.84867072,21877.977,20222.588,93418.359,4.2699723,.21877977,.0056586219,.16371682,88,1,4,2008
174,21264.367,.19220778,3568.7603,.80779219,18567.199,16782.818,73195.773,3.9422088,.18567199,.0053958902,.21264367,89,1,4,2008
128,16406.25,.15162455,2274.1316,.84837544,14998.439,13861.374,56412.953,3.7612548,.14998439,.0028992691,.1640625,90,1,4,2008
108,17592.592,.16170213,2057.5476,.83829784,12724.308,11695.534,42551.578,3.3441174,.12724307,.0022849534,.17592593,91,1,4,2008
91,7692.3076,.074074075,790.13037,.92592591,10666.76,10271.694,30856.045,2.892729,.1066676,.00075291225,.07692308,92,1,4,2008
60,33333.332,.28571427,2821.8938,.71428573,9876.6289,8465.6816,20584.352,2.0841475,.09876629,.0025118103,.33333331,93,1,4,2008
44,27272.727,.23999999,1693.1365,.75999999,7054.7354,6208.167,12118.669,1.7178063,.070547357,.0011101968,.27272728,94,1,4,2008
36,22222.223,.2,1072.3197,.80000001,5361.5986,4825.439,5910.5024,1.1023769,.053615987,.00054410915,.22222222,95,1,4,2008
35,34285.715,.29268295,1255.3988,.70731705,4289.2788,3661.5793,1085.0634,.25297105,.042892788,.00051537878,.34285718,96,1,4,2008
17,641176.5,1.5244756,4625.0757,-.52447557,3033.8799,721.34204,-2576.5161,-.84924787,.0303388,.0013606213,6.4117651,97,1,4,2008
354,38418.078,.32227486,-512.80243,.67772514,-1591.1958,-1334.7946,-3297.8582,2.0725658,-.015911957,.000082895262,.38418078,98,1,4,2008
204,46078.43,.37450197,-403.86041,.62549806,-1078.3933,-876.46313,-1963.0635,1.8203595,-.010783933,.000044021701,.46078426,99,1,4,2008
103,62135.922,.47407407,-319.77856,.52592593,-674.5329,-514.64362,-1086.6003,1.610893,-.0067453291,.000021715614,.62135923,100,1,4,2008
55,52727.273,.41726619,-148.02699,.58273381,-354.75433,-280.74084,-571.95679,1.6122617,-.0035475434,5.2699511e-06,.52727276,101,1,4,2008
31,58064.516,.44999999,-93.027298,.55000001,-206.72734,-160.21368,-291.21591,1.4086957,-.0020672735,1.9271044e-06,.58064514,102,1,4,2008
19,42105.262,.34782606,-39.54784,.65217394,-113.70004,-93.926125,-131.00223,1.152174,-.0011370004,4.5017032e-07,.42105263,103,1,4,2008
3,200000,1,-74.152206,0,-74.152206,-37.076103,-37.076103,.5,-.00074152206,5.5026271e-07,2,104,1,4,2008
8,50000,.40000001,0,.60000002,0,0,0,,0,0,,105,1,4,2008
7,14285.714,1,0,0,0,0,0,,0,0,,106,1,4,2008
11644,506.69873,.0050640777,504.42374,.99493593,100000,99551.016,2000667.1,20.006672,1,0,.0050471243,65,2,1,2008
11671,1173.8497,.011679544,1162.063,.98832047,99495.578,98833.203,1901116.1,19.107544,.99495578,.000058321359,.011738497,66,2,1,2008
11564,1176.0636,.011698723,1150.3766,.98830128,98333.516,97700.805,1802282.9,18.328266,.98333514,.00018851386,.011760636,67,2,1,2008
11963,1253.8661,.012465201,1211.4075,.98753482,97183.141,96541.094,1704582.1,17.539896,.97183138,.00033162456,.012538661,68,2,1,2008
12716,1376.219,.013668139,1311.755,.98633188,95971.734,95315.859,1608041,16.75536,.95971733,.00050712412,.013762191,69,2,1,2008
13021,1520.6205,.015091463,1428.5575,.98490852,94659.977,93945.695,1512725.1,15.98062,.94659978,.00072211633,.015206205,70,2,1,2008
13187,1637.9768,.01624671,1514.7039,.98375326,93231.422,92474.07,1418779.5,15.217825,.93231422,.00095584505,.016379768,71,2,1,2008
13541,1765.01,.017495699,1604.6481,.98250431,91716.719,90914.398,1326305.4,14.46089,.91716719,.0012190759,.017650099,72,2,1,2008
13333,1845.0461,.018281808,1647.4116,.98171818,90112.07,89288.367,1235391,13.709496,.90112072,.0014678794,.018450463,73,2,1,2008
13813,2251.5022,.02226438,1969.6107,.97773564,88464.656,87479.852,1146102.6,12.955486,.88464653,.0020099294,.022515021,74,2,1,2008
13980,2489.2705,.024586691,2126.627,.97541332,86495.047,85431.734,1058622.8,12.239114,.86495048,.0024841374,.024892705,75,2,1,2008
14929,2706.1423,.026700152,2252.6497,.97329986,84368.422,83242.094,973191.06,11.535016,.8436842,.0029708208,.027061423,76,2,1,2008
15462,3401.8884,.033449918,2746.7659,.96655011,82115.773,80742.391,889948.94,10.837734,.82115775,.004033837,.034018882,77,2,1,2008
16008,3485.7571,.034260452,2719.218,.96573955,79369.008,78009.398,809206.56,10.195498,.79369009,.0044526146,.034857567,78,2,1,2008
15855,4150.1104,.040657438,3116.384,.95934254,76649.789,75091.594,731197.19,9.5394545,.76649791,.005577669,.041501101,79,2,1,2008
16291,4499.417,.044004202,3235.7788,.9559958,73533.406,71915.516,656105.56,8.9225512,.73533404,.0062974044,.044994168,80,2,1,2008
15848,5142.605,.050136879,3524.5034,.94986314,70297.625,68535.375,584190.06,8.3102388,.70297623,.0073591862,.051426049,81,2,1,2008
15817,5898.7168,.057297267,3825.9175,.94270271,66773.125,64860.168,515654.69,7.7224884,.66773123,.0084884185,.058987167,82,2,1,2008
15009,6769.272,.065476574,4121.5674,.9345234,62947.207,60886.422,450794.53,7.1614699,.62947208,.0096130194,.067692719,83,2,1,2008
14806,7652.3032,.073703043,4335.6289,.92629695,58825.641,56657.828,389908.09,6.6281996,.58825642,.010501361,.076523036,84,2,1,2008
14206,9186.2598,.087828517,4785.7769,.91217148,54490.012,52097.125,333250.28,6.1158047,.54490012,.01186796,.091862597,85,2,1,2008
13093,10486.52,.099640772,4952.5684,.90035921,49704.234,47227.949,281153.16,5.6565232,.49704236,.012380987,.1048652,86,2,1,2008
13185,11664.771,.11021929,4932.4966,.8897807,44751.664,42285.414,233925.2,5.2271843,.44751665,.012195377,.11664771,87,2,1,2008
12317,12478.688,.11745826,4677.0903,.88254172,39819.168,37480.621,191639.78,4.8127522,.39819169,.011207948,.12478689,88,2,1,2008
8774,14451.789,.1347789,4736.4106,.86522108,35142.078,32773.871,154159.17,4.3867402,.35142079,.010795427,.14451788,89,2,1,2008
7316,18370.695,.16825239,5115.8262,.83174759,30405.668,27847.754,121385.3,3.992193,.30405667,.010825407,.18370695,90,2,1,2008
6529,20477.867,.18575893,4697.814,.81424105,25289.842,22940.936,93537.539,3.698621,.25289842,.0088760881,.20477866,91,2,1,2008
5327,22263.938,.20033783,4125.3618,.79966217,20592.027,18529.346,70596.602,3.4283464,.20592028,.0067456733,.22263935,92,2,1,2008
4209,24566.406,.21878968,3602.7366,.7812103,16466.666,14665.298,52067.258,3.1619794,.16466667,.0049556205,.24566406,93,2,1,2008
3397,26493.965,.23394853,3009.4973,.76605147,12863.93,11359.181,37401.961,2.9075067,.1286393,.0033733826,.26493964,94,2,1,2008
2585,30212.766,.26247689,2586.5608,.73752308,9854.4326,8561.1523,26042.779,2.6427476,.098544329,.0022977286,.30212766,95,2,1,2008
1877,30633.99,.26565027,1930.7122,.73434973,7267.8721,6302.5161,17481.627,2.4053295,.072678722,.001301233,.30633992,96,2,1,2008
1252,18370.607,.16825165,897.98602,.83174837,5337.1602,4888.167,11179.111,2.0945804,.053371601,.00045369013,.18370607,97,2,1,2008
5,80000,.5714286,2536.6711,.4285714,4439.1743,3170.8389,6290.9438,1.4171427,.044391744,.0010760842,.80000007,98,2,1,2008
2,50000,.40000001,761.00128,.60000002,1902.5032,1522.0026,3120.1052,1.64,.019025031,.00014202627,.5,100,2,1,2008
2,50000,.40000001,456.6008,.60000002,1141.502,913.20154,1598.1027,1.4,.01141502,.000051526105,.5,101,2,1,2008
1,100000,.66666669,456.60077,.33333331,684.90112,456.60074,684.90112,1,.0068490114,.000031058451,1.0000001,102,2,1,2008
1,0,0,0,1,228.30035,228.30035,228.30035,1,.0022830036,0,0,103,2,1,2008
2,0,1,228.30035,0,228.30035,,,,.0022830036,5.2002065e-06,,104,2,1,2008
30995,312.9537,.0031284268,312.08566,.99687159,100000,99722.633,2138954,21.38954,1,0,.0031219616,65,2,2,2008
27126,906.87903,.0090335635,900.53711,.99096644,99687.914,99174.609,2039231.4,20.456154,.99687916,.00002801661,.0090687908,66,2,2,2008
23660,938.29248,.0093434732,923.01721,.99065655,98787.375,98279.719,1940056.8,19.638712,.98787373,.00011057026,.0093829241,67,2,2,2008
21973,1137.76,.011317083,1107.5391,.98868293,97864.359,97277.367,1841777,18.819691,.9786436,.00023147908,.011377601,68,2,2,2008
21693,1078.689,.010729023,1038.1062,.98927099,96756.82,96237.766,1744499.6,18.029734,.96756822,.00032575731,.01078689,69,2,2,2008
20219,1137.5439,.011311105,1082.6844,.98868889,95718.711,95177.367,1648261.9,17.219851,.95718712,.00044368344,.01137544,70,2,2,2008
18612,1192.7788,.011857074,1122.1063,.98814291,94636.023,94074.969,1553084.5,16.411135,.94636023,.00056960969,.011927788,71,2,2,2008
17513,1547.4219,.015355412,1435.9447,.98464459,93513.914,92795.945,1459009.5,15.602057,.93513912,.0008709571,.015474219,72,2,2,2008
16197,1512.6259,.015012715,1382.3403,.98498726,92077.969,91386.797,1366213.6,14.837573,.92077971,.0010083404,.015126258,73,2,2,2008
15316,1619.2217,.016062176,1456.769,.9839378,90695.625,89967.242,1274826.8,14.0561,.90695626,.001229318,.016192216,74,2,2,2008
14444,2104.6802,.020827625,1858.6335,.97917235,89238.859,88309.539,1184859.5,13.277394,.89238858,.0017848681,.021046802,75,2,2,2008
14404,2256.3176,.022311468,1949.5811,.97768855,87380.227,86405.438,1096550,12.549178,.87380224,.0021498397,.022563176,76,2,2,2008
13724,2593.9958,.025607826,2187.6931,.97439218,85430.648,84336.805,1010144.6,11.824147,.85430646,.0027229546,.025939958,77,2,2,2008
13190,2676.27,.026409307,2198.3887,.97359067,83242.953,82143.758,925807.75,11.121756,.83242953,.0030665458,.026762698,78,2,2,2008
12230,3139.8201,.030912897,2505.3223,.96908712,81044.563,79791.898,843664,10.409878,.81044561,.0038487641,.031398203,79,2,2,2008
12044,3387.5789,.033311561,2616.2646,.96668845,78539.242,77231.109,763872.13,9.7259932,.7853924,.0044097449,.033875786,80,2,2,2008
10960,4489.0513,.043905053,3333.4023,.95609492,75922.977,74256.273,686641,9.0439157,.75922978,.0060934569,.044890516,81,2,2,2008
10610,5061.2632,.049363427,3583.2703,.95063657,72589.578,70797.945,612384.69,8.4362621,.72589576,.0071296724,.050612632,82,2,2,2008
10293,5557.1748,.054069381,3731.1282,.9459306,69006.305,67140.742,541586.75,7.8483663,.69006306,.0079799891,.055571746,83,2,2,2008
9418,6498.1948,.062937059,4108.2275,.93706292,65275.176,63221.063,474446.03,7.2683992,.65275174,.0093119917,.064981945,84,2,2,2008
8598,7536.6362,.072629452,4442.522,.92737055,61166.949,58945.688,411224.97,6.7229929,.61166948,.010552319,.075366363,85,2,2,2008
7645,9457.1611,.090301625,5122.3076,.90969837,56724.426,54163.273,352279.28,6.2103629,.56724423,.012574149,.094571605,86,2,2,2008
7253,10505.997,.099816605,5150.748,.90018338,51602.117,49026.742,298116,5.777205,.51602119,.01286365,.10505997,87,2,2,2008
6644,10279.952,.097773962,4541.7344,.90222603,46451.367,44180.5,249089.27,5.3623667,.46451366,.011297142,.10279953,88,2,2,2008
4840,12438.017,.11709784,4907.5273,.88290215,41909.633,39455.867,204908.77,4.8892999,.41909632,.011947601,.12438016,89,2,2,2008
3953,14975.968,.1393269,5155.3887,.86067307,37002.105,34424.41,165452.89,4.4714451,.37002105,.012017493,.14975968,90,2,2,2008
3158,16941.102,.15618157,4973.8701,.84381843,31846.717,29359.781,131028.48,4.1143484,.31846717,.010795578,.169411,91,2,2,2008
2484,19122.383,.17453609,4690.2817,.82546389,26872.848,24527.707,101668.7,3.7833245,.26872846,.009217036,.19122382,92,2,2,2008
1911,21402.406,.19333491,4288.6646,.80666506,22182.566,20038.234,77141,3.4775507,.22182566,.007403051,.21402408,93,2,2,2008
1411,21615.875,.19507515,3490.6558,.80492485,17893.902,16148.574,57102.762,3.1911855,.17893903,.0051284665,.21615876,94,2,2,2008
1076,27509.293,.24183007,3483.1379,.75816995,14403.246,12661.677,40954.188,2.8433998,.14403246,.0042942604,.27509293,95,2,2,2008
776,32216.494,.27746949,3029.9968,.72253048,10920.108,9405.1104,28292.512,2.5908637,.10920108,.002947466,.32216495,96,2,2,2008
499,18036.072,.16544117,1305.3492,.83455884,7890.1113,7237.4365,18887.4,2.3938067,.078901112,.00094867207,.18036072,97,2,2,2008
6,16666.666,.15384614,1013.0403,.84615386,6584.7622,6078.2422,11649.964,1.7692307,.06584762,.00062313839,.16666666,98,2,2,2008
2,0,0,0,1,5571.7217,5571.7217,5571.7217,1,.055717215,0,0,99,2,2,2008
1,0,1,5571.7217,0,5571.7217,,,,.055717215,.0029314391,,103,2,2,2008
14121,162.87799,.0016284791,162.64282,.99837154,100000,99855.617,2320979.3,23.209793,1,0,.0016267282,65,2,3,2008
12648,585.07275,.0058360454,582.65533,.99416393,99837.359,99505.242,2221123.8,22.247421,.99837357,9.4610796e-06,.0058507277,66,2,3,2008
10306,582.18512,.0058066389,576.33624,.99419338,99254.703,98937.719,2121618.5,21.375496,.99254704,.000042634001,.0058218515,67,2,3,2008
9103,768.97723,.0076620802,756.08154,.99233794,98678.367,98277.641,2022680.6,20.497711,.98678368,.00009860548,.0076897722,68,2,3,2008
8943,648.55194,.0064645563,633.02417,.99353546,97922.289,97605.773,1924403,19.652349,.97922289,.00012879141,.0064855195,69,2,3,2008
8159,808.92267,.0080566406,783.82465,.99194336,97289.266,96897.352,1826797.3,18.776966,.97289264,.00020671454,.0080892267,70,2,3,2008
7344,803.37689,.0080016274,772.20056,.99199837,96505.438,96119.336,1729899.9,17.925413,.96505439,.00026042009,.0080337692,71,2,3,2008
6954,905.95343,.0090186819,863.38757,.99098134,95733.234,95301.539,1633780.6,17.065971,.95733237,.00035266881,.0090595344,72,2,3,2008
6075,1020.5761,.010153946,963.30334,.98984605,94869.844,94388.195,1538479,16.216734,.94869846,.00046883675,.010205762,73,2,3,2008
5480,1514.5985,.015032147,1411.6169,.98496783,93906.539,93200.734,1444090.9,15.377958,.9390654,.00080774946,.015145985,74,2,3,2008
5085,1317.6008,.013089773,1210.7375,.98691022,92494.922,91889.555,1350890.1,14.60502,.92494923,.00084047165,.013176009,75,2,3,2008
4891,1778.7773,.017630966,1609.4285,.98236901,91284.188,90479.477,1259000.5,13.792098,.91284186,.001280487,.017787775,76,2,3,2008
4512,1906.0283,.018880351,1693.0908,.98111963,89674.758,88828.211,1168521.1,13.030659,.89674759,.0015676557,.019060282,77,2,3,2008
4303,1650.0116,.016365103,1439.829,.98363489,87981.664,87261.75,1079692.9,12.271794,.87981665,.0015224654,.016500115,78,2,3,2008
3723,1987.6444,.019680852,1703.217,.98031914,86541.836,85690.227,992431.13,11.467646,.86541837,.0019837269,.019876445,79,2,3,2008
3529,2890.3372,.02849162,2417.1897,.97150838,84838.617,83630.023,906740.88,10.687832,.84838617,.0031091603,.028903373,80,2,3,2008
3026,3502.9741,.03442676,2837.5027,.96557325,82421.43,81002.68,823110.88,9.9866123,.82421428,.0041111186,.035029739,81,2,3,2008
2720,3897.0588,.038225748,3042.1553,.96177423,79583.93,78062.852,742108.19,9.3248501,.79583931,.0049428665,.03897059,82,2,3,2008
2413,4682.9673,.045758251,3502.4177,.95424175,76541.773,74790.563,664045.31,8.6755934,.76541775,.006288711,.046829674,83,2,3,2008
2122,5890.6689,.057221331,4179.4092,.94277865,73039.359,70949.656,589254.75,8.0676327,.73039359,.0082300426,.058906689,84,2,3,2008
1808,5033.186,.049096305,3380.7693,.95090371,68859.953,67169.57,518305.13,7.5269456,.68859953,.0072493907,.050331861,85,2,3,2008
1649,8429.3516,.080884494,5296.2505,.91911548,65479.184,62831.059,451135.56,6.8897552,.65479183,.011971618,.084293507,86,2,3,2008
1567,7721.7612,.074347161,4474.4302,.92565286,60182.934,57945.719,388304.5,6.4520698,.60182935,.010722113,.077217616,87,2,3,2008
1417,10162.314,.096709199,5387.5249,.90329081,55708.504,53014.742,330358.78,5.9301319,.55708504,.013293249,.10162315,88,2,3,2008
1016,10925.197,.1035931,5212.9063,.89640689,50320.98,47714.527,277344.03,5.5114989,.50320983,.013031729,.10925198,89,2,3,2008
876,13698.63,.12820512,5783.0859,.87179488,45108.074,42216.531,229629.5,5.090652,.45108074,.01431932,.13698629,90,2,3,2008
690,14782.608,.13765182,5413.1563,.8623482,39324.988,36618.41,187412.97,4.7657475,.39324987,.012916028,.14782609,91,2,3,2008
534,15168.539,.14099216,4781.3027,.85900784,33911.832,31521.18,150794.56,4.4466653,.33911833,.010715717,.1516854,92,2,3,2008
435,20229.885,.18371607,5351.7466,.81628394,29130.529,26454.656,119273.38,4.0944462,.2913053,.011048495,.20229885,93,2,3,2008
312,19871.795,.18075801,4298.2056,.819242,23778.783,21629.68,92818.727,3.9034262,.23778783,.0077902731,.19871794,94,2,3,2008
246,25609.756,.22702703,4422.6177,.77297294,19480.578,17269.27,71189.047,3.6543601,.19480579,.0069371634,.25609756,95,2,3,2008
184,26630.436,.23501199,3538.8015,.76498801,15057.961,13288.561,53919.777,3.5808153,.15057962,.0045263181,.26630437,96,2,3,2008
115,20000,.18181819,2094.3926,.81818181,11519.159,10471.963,40631.215,3.5272727,.11519159,.0021346572,.2,97,2,3,2008
4,50000,.40000001,3769.9067,.60000002,9424.7666,7539.8135,30159.254,3.2,.094247669,.0032181826,.5,98,2,3,2008
3,0,0,0,1,5654.8599,5654.8599,22619.439,4,.056548599,0,0,99,2,3,2008
2,0,0,0,1,5654.8599,5654.8599,16964.58,3,.056548599,0,0,100,2,3,2008
5,0,0,0,1,5654.8599,5654.8599,11309.72,2,.056548599,0,0,101,2,3,2008
1,0,0,0,1,5654.8599,5654.8599,5654.8599,1,.056548599,0,0,102,2,3,2008
2,0,1,5654.8599,0,5654.8599,,,,.056548599,.0030169161,,103,2,3,2008
623,160.51364,.0016048444,160.28525,.99839514,100000,99857.711,1948531.5,19.485315,1,0,.0016031439,65,2,4,2008
565,2123.8938,.021046724,2101.2988,.9789533,99839.711,98641.969,1848673.9,18.516418,.99839711,.000033627482,.021238938,66,2,4,2008
574,871.08014,.0086767897,848.05566,.99132323,97738.414,97271.984,1750031.9,17.905262,.97738415,.00018745739,.0087108016,67,2,4,2008
747,1874.1633,.018577987,1800.0278,.98142201,96890.359,95936.344,1652759.9,17.058043,.9689036,.00054233783,.018741632,68,2,4,2008
635,1732.2834,.017174082,1633.0891,.98282593,95090.328,94273.781,1556823.5,16.372049,.9509033,.00076242752,.017322835,69,2,4,2008
685,729.927,.0072727273,679.68903,.99272728,93457.242,93117.398,1462549.8,15.6494,.9345724,.00041560829,.00729927,70,2,4,2008
727,1513.0674,.015017064,1393.2465,.98498291,92777.555,92080.93,1369432.4,14.760385,.92777556,.00093358761,.015130673,71,2,4,2008
655,2137.4045,.021148035,1932.5985,.97885197,91384.305,90418.008,1277351.4,13.977798,.91384304,.001521611,.021374045,72,2,4,2008
618,1941.7476,.01923077,1720.2251,.98076922,89451.703,88591.594,1186933.4,13.268986,.894517,.0016231413,.019417476,73,2,4,2008
685,2773.7227,.027357811,2400.1411,.97264218,87731.477,86531.406,1098341.9,12.51936,.87731475,.002583358,.027737226,74,2,4,2008
681,3083.7004,.030368764,2591.4072,.96963125,85331.336,84035.633,1011810.4,11.857431,.85331339,.0032436554,.030837005,75,2,4,2008
696,3017.2415,.029723993,2459.3611,.970276,82739.93,81510.25,927774.81,11.213145,.82739931,.003512206,.030172415,76,2,4,2008
581,3958.6919,.038818564,3116.3765,.96118146,80280.57,78722.383,846264.56,10.541337,.80280572,.0049334951,.039586917,77,2,4,2008
746,3351.2065,.032959789,2543.3157,.96704018,77164.195,75892.539,767542.13,9.9468689,.77164197,.0044815927,.033512067,78,2,4,2008
567,5114.6387,.049871024,3721.4199,.95012897,74620.883,72760.172,691649.63,9.2688484,.74620885,.00704767,.051146388,79,2,4,2008
525,4952.3809,.048327137,3426.3679,.95167285,70899.461,69186.273,618889.44,8.7291136,.70899463,.0070693251,.049523808,80,2,4,2008
533,5065.666,.049405307,3333.5288,.95059466,67473.094,65806.328,549703.19,8.1469984,.67473096,.007316066,.050656658,81,2,4,2008
493,8519.2695,.08171206,5240.9761,.91828793,64139.566,61519.078,483896.84,7.544436,.64139569,.012054626,.085192695,82,2,4,2008
937,6189.9678,.060041405,3536.354,.93995857,58898.59,57130.414,422377.75,7.1712708,.58898592,.0085608596,.061899677,83,2,4,2008
807,8674.1016,.083135389,4602.561,.91686463,55362.234,53060.953,365247.34,6.5974097,.55362236,.011374063,.086741015,84,2,4,2008
789,10266.16,.097649187,4956.6406,.90235078,50759.672,48281.352,312186.41,6.1502843,.50759673,.012388742,.10266159,85,2,4,2008
707,9618.1045,.091767877,4203.2471,.90823209,45803.031,43701.406,263905.03,5.7617373,.45803031,.010434079,.096181042,86,2,4,2008
692,9682.0811,.092350103,3841.7444,.90764987,41599.785,39678.914,220203.64,5.2933841,.41599786,.0093332743,.096820809,87,2,4,2008
599,12854.758,.12078431,4560.5786,.87921572,37758.039,35477.75,180524.72,4.7810936,.3775804,.010717974,.12854758,88,2,4,2008
473,14376.321,.13412228,4452.519,.86587775,33197.461,30971.201,145046.97,4.3692188,.3319746,.0098742386,.1437632,89,2,4,2008
403,16129.032,.14925373,4290.2896,.85074627,28744.941,26599.797,114075.77,3.9685512,.28744942,.0087874681,.16129032,90,2,4,2008
353,16430.596,.15183246,3713.01,.84816754,24454.652,22598.146,87475.977,3.5770688,.24454652,.0068595451,.16430594,91,2,4,2008
300,19333.334,.17629179,3656.5813,.82370818,20741.643,18913.352,64877.828,3.127902,.20741643,.0060112318,.19333333,92,2,4,2008
249,22891.566,.2054054,3509.3638,.79459459,17085.061,15330.379,45964.477,2.6903315,.1708506,.0049713883,.22891566,93,2,4,2008
232,21551.725,.19455253,2641.1863,.80544746,13575.697,12255.104,30634.098,2.2565396,.13575697,.0030988248,.21551724,94,2,4,2008
174,32758.621,.28148147,3077.8623,.7185185,10934.511,9395.5801,18378.994,1.6808245,.10934511,.0029974917,.3275862,95,2,4,2008
162,24691.357,.21978022,1726.736,.78021979,7856.6484,6993.2803,8983.4141,1.1434156,.078566484,.0012500496,.24691358,96,2,4,2008
155,227096.78,1.0634441,6518.8198,-.063444138,6129.9126,2870.5027,1990.1337,.32465938,.061299127,.0037510295,2.270968,97,2,4,2008
1320,39469.695,.3296425,-128.20035,.67035747,-388.90723,-324.80707,-880.36902,2.2636993,-.0038890722,5.0051945e-06,.39469692,98,2,4,2008
883,42921.855,.35337994,-92.128578,.64662004,-260.70688,-214.64259,-555.56195,2.1309831,-.0026070687,2.4081171e-06,.42921853,99,2,4,2008
578,42214.531,.34857142,-58.761581,.65142858,-168.57831,-139.19751,-340.91934,2.0223203,-.001685783,9.9226270e-07,.42214534,100,2,4,2008
309,55339.805,.43346006,-47.601166,.56653994,-109.81673,-86.016144,-201.72185,1.8368955,-.0010981673,5.2331444e-07,.55339807,101,2,4,2008
190,54736.844,.42975208,-26.737267,.57024789,-62.215561,-48.846928,-115.7057,1.859755,-.00062215561,1.6645090e-07,.54736847,102,2,4,2008
98,45918.367,.37344399,-13.249156,.62655604,-35.478294,-28.853716,-66.858772,1.8844979,-.00035478294,4.7022422e-08,.45918369,103,2,4,2008
54,57407.406,.44604316,-9.9151545,.55395687,-22.229137,-17.271561,-38.005058,1.7096956,-.00022229138,2.2045434e-08,.57407403,104,2,4,2008
33,48484.848,.39024389,-4.8054566,.60975611,-12.313983,-9.9112549,-20.7335,1.6837362,-.00012313983,5.9181602e-09,.48484847,105,2,4,2008
16,93750,.63829786,-4.7926764,.36170214,-7.5085263,-5.1121883,-10.822244,1.4413272,-.000075085263,3.5988639e-09,.9375,106,2,4,2008
8,37500,.31578946,-.85763675,.68421054,-2.7158499,-2.2870314,-5.7100558,2.1024933,-.0000271585,2.3292762e-10,.37499997,107,2,4,2008
9,11111.111,.10526316,-.19560139,.89473683,-1.8582132,-1.7604125,-3.4230242,1.8421052,-.000018582132,3.6347585e-11,.11111111,108,2,4,2008
2,0,0,0,1,-1.6626118,-1.6626118,-1.6626118,1,-.000016626118,0,0,109,2,4,2008
0,,,,,-1.6626118,,0,,-.000016626118,,,110,2,4,2008
0,,1,,0,,,,,,,,112,2,4,2008
15168,725.211,.0072461506,720.55194,.99275386,100000,99357.555,1745896.4,17.458963,1,0,.0072114118,65,1,1,2009
