population,_Rx,_qx,_dx,_px,_lx,_Lx,_Tx,_ExpYL,_Surv,_SurvVar,_HRate,age,sex,level_income,year
1001,23776.225,.21250001,4243.0771,.78750002,19967.422,17845.883,69677.68,3.4895682,.19967422,.0067806253,.23776224,91,1,4,2006
818,26650.367,.23516721,3697.8501,.76483279,15724.345,13875.42,51831.797,3.296277,.15724345,.0049003148,.26650366,92,1,4,2006
598,28093.645,.2463343,2962.5381,.75366569,12026.494,10545.225,37956.379,3.1560636,.12026494,.0031344031,.28093645,93,1,4,2006
448,27678.572,.24313726,2203.7854,.75686276,9063.9561,7962.0635,27411.152,3.024193,.090639561,.0018164488,.2767857,94,1,4,2006
316,27848.102,.24444444,1676.9307,.75555557,6860.1709,6021.7056,19449.09,2.8350737,.068601713,.0010714836,.27848101,95,1,4,2006
207,33816.426,.28925622,1499.2844,.71074378,5183.2402,4433.5981,13427.384,2.5905385,.051832404,.00073683547,.33816427,96,1,4,2006
125,30400,.2638889,972.15503,.7361111,3683.9558,3197.8784,8993.7861,2.4413393,.03683956,.00034494401,.30400002,97,1,4,2006
62,37096.773,.31292516,848.5907,.68707484,2711.8008,2287.5054,5795.9077,2.1372912,.027118009,.00022388049,.37096772,98,1,4,2006
42,57142.855,.44444445,828.09338,.55555558,1863.2101,1449.1633,3508.4023,1.8829881,.018632101,.00015141642,.5714286,99,1,4,2006
27,18518.518,.16949151,175.4435,.83050847,1035.1167,947.39496,2059.239,1.9893786,.010351167,.000017972468,.18518518,100,1,4,2006
9,77777.781,.56,481.41699,.44,859.67322,618.96472,1111.844,1.2933333,.0085967323,.000041030347,.77777773,101,1,4,2006
4,75000,.54545456,206.32158,.45454544,378.25623,275.09543,492.8793,1.3030303,.0037825622,7.7747218e-06,.75,102,1,4,2006
4,0,0,0,1,171.93465,171.93465,217.78387,1.2666667,.0017193465,0,0,103,1,4,2006
1,300000,1.2,206.32158,-.20000005,171.93465,68.773857,45.849236,.26666665,.0017193465,3.5412838e-06,3,104,1,4,2006
1,100000,.66666669,-22.924622,.33333331,-34.386932,-22.924622,-22.924622,.66666669,-.00034386932,7.8857852e-08,1,105,1,4,2006
1,0,1,-11.462311,0,-11.462311,,,,-.00011462311,1.3139963e-08,,106,1,4,2006
11465,549.49847,.0054915627,546.82306,.99450845,100000,99513.117,1970179,19.70179,1,0,.0054716235,65,2,1,2006
10597,1453.2415,.014442166,1436.3193,.98555785,99453.18,98634.477,1870665.9,18.809513,.99453181,.000078111196,.014532414,66,2,1,2006
11646,1330.9291,.013230054,1296.7683,.98676997,98016.859,97303.641,1772031.4,18.078842,.98016858,.00025206755,.013309291,67,2,1,2006
10629,1486.4991,.014761857,1427.7682,.98523813,96720.094,95963.375,1674727.8,17.315199,.96720093,.000452935,.014864991,68,2,1,2006
10164,1584.0221,.01571575,1497.5905,.98428422,95292.328,94543.531,1578764.4,16.567591,.9529233,.00067182636,.015840221,69,2,1,2006
9800,1887.7551,.018701036,1754.0587,.98129898,93794.734,92917.703,1484220.8,15.824138,.93794733,.0010208995,.018877551,70,2,1,2006
9181,1982.3549,.01962899,1806.6655,.980371,92040.672,91137.336,1391303.1,15.116178,.9204067,.0013235307,.019823549,71,2,1,2006
9182,2112.8293,.020907424,1886.5607,.9790926,90234.008,89290.727,1300165.8,14.408822,.90234005,.001662484,.021128293,72,2,1,2006
8885,2070.906,.020496825,1810.8422,.97950315,88347.445,87442.023,1210875,13.70583,.88347447,.0018642136,.02070906,73,2,1,2006
9113,2425.1069,.023960534,2073.4631,.97603947,86536.602,85499.867,1123433,12.982171,.86536604,.0024157434,.024251068,74,2,1,2006
