population,_Rx,_qx,_dx,_px,_lx,_Lx,_Tx,_ExpYL,_Surv,_SurvVar,_HRate,age,sex,level_income,level_education,year
222,29279.279,.25540274,1890.6163,.74459726,7402.4902,6457.1821,19718.586,2.6637774,.074024901,.001295927,.2927928,94,1,3,1,2012
175,42857.145,.35294119,1945.3673,.64705884,5511.874,4539.1904,13261.403,2.4059699,.05511874,.0010131602,.42857143,95,1,3,1,2012
128,31250,.27027026,963.92072,.72972977,3566.5068,3084.5464,8722.2129,2.4455898,.035665069,.00033152194,.31249997,96,1,3,1,2012
77,42857.145,.35294119,918.55988,.64705884,2602.5862,2143.3062,5637.6665,2.1661787,.026025862,.0002328413,.42857146,97,1,3,1,2012
45,33333.332,.28571427,481.15036,.71428573,1684.0264,1443.4512,3494.3601,2.0750031,.016840264,.000079662481,.33333331,98,1,3,1,2012
28,39285.715,.3283582,394.97418,.67164183,1202.876,1005.3889,2050.9089,1.7050045,.012028759,.000046939,.39285713,99,1,3,1,2012
5,140000,.82352942,665.33087,.17647058,807.90179,475.23636,1045.52,1.2941177,.0080790175,.000053317934,1.4,100,1,3,1,2012
4,25000,1,142.57092,0,142.57092,570.28369,570.28369,4,.0014257092,2.0297489e-06,,101,1,3,1,2012
9096,494.72296,.0049444558,492.55423,.99505556,100000,99561.625,1964078.4,19.640783,1,0,.004928295,65,1,3,2,2012
8830,1019.2526,.010148049,1009.8065,.98985195,99507.445,98931.859,1864516.8,18.737459,.99507445,.000049493523,.010192526,66,1,3,2,2012
8469,909.19824,.0090549355,891.88977,.99094504,98497.641,98007.102,1765584.9,17.925148,.98497641,.00013198079,.0090919826,67,1,3,2,2012
8088,989.11969,.0098454272,960.97034,.99015456,97605.75,97096.438,1667577.8,17.084831,.97605753,.00022457135,.009891198,68,1,3,2,2012
7335,927.06201,.0092278458,891.82312,.99077213,96644.781,96198.867,1570481.4,16.250038,.96644783,.00028918634,.0092706196,69,1,3,2,2012
6558,1433.3638,.014231642,1362.7218,.98576838,95752.961,95071.602,1474282.5,15.39673,.9575296,.00055417349,.014333637,70,1,3,2,2012
5575,1165.9193,.011591619,1094.1357,.98840839,94390.242,93843.172,1379210.9,14.611795,.94390243,.00057935173,.011659194,71,1,3,2,2012
4986,1704.7733,.016903648,1577.0446,.98309636,93296.109,92507.586,1285367.8,13.777292,.93296111,.00098635757,.017047731,72,1,3,2,2012
4790,2045.9291,.020252118,1857.5052,.97974789,91719.063,90790.313,1192860.1,13.005586,.91719061,.0014108123,.020459291,73,1,3,2,2012
4387,2370.6406,.023428701,2105.3396,.97657132,89861.555,88808.883,1102069.8,12.264085,.89861554,.0019180833,.023706408,74,1,3,2,2012
3995,2603.2542,.025698049,2255.1636,.97430193,87756.219,86628.641,1013260.9,11.546315,.87756217,.0024231013,.026032541,75,1,3,2,2012
3645,3127.572,.030794166,2632.9336,.96920586,85501.055,84184.586,926632.25,10.83767,.85501057,.003263982,.031275719,76,1,3,2,2012
3438,3635.8347,.035709184,2959.1531,.9642908,82868.125,81388.547,842447.69,10.166124,.82868123,.0042010695,.036358345,77,1,3,2,2012
2949,4069.176,.039880358,3186.7983,.96011966,79908.969,78315.57,761059.13,9.5240765,.79908967,.0051162569,.040691759,78,1,3,2,2012
2747,4987.2588,.048659209,3733.2402,.95134079,76722.172,74855.555,682743.56,8.8989086,.76722169,.0066672894,.049872588,79,1,3,2,2012
2645,5557.6558,.054073937,3946.7988,.94592607,72988.93,71015.531,607888,8.328496,.72988927,.0077811498,.055576559,80,1,3,2,2012
2396,6677.7964,.064620353,4461.5269,.93537962,69042.133,66811.367,536872.5,7.7760129,.69042134,.0095360549,.066777959,81,1,3,2,2012
2287,6689.9868,.064734504,4180.5933,.93526548,64580.605,62490.309,470061.13,7.2786732,.64580607,.009562714,.066899866,82,1,3,2,2012
1987,7398.0874,.071341909,4309.0522,.92865807,60400.012,58245.484,407570.81,6.74786,.60400009,.010306562,.073980883,83,1,3,2,2012
1878,8626.1982,.082695253,4638.4561,.91730475,56090.961,53771.734,349325.34,6.2278366,.56090963,.011424055,.08626198,84,1,3,2,2012
1618,11495.674,.10870836,5593.3174,.89129162,51452.504,48655.844,295553.59,5.7442021,.51452506,.013971493,.11495674,85,1,3,2,2012
1494,12115.127,.11423162,5238.5693,.88576841,45859.188,43239.902,246897.75,5.3838229,.45859188,.013006601,.12115128,86,1,3,2,2012
1320,13787.879,.12898654,5239.5127,.87101346,40620.617,38000.859,203657.84,5.0136571,.40620616,.012637847,.13787879,87,1,3,2,2012
1121,15165.031,.14096186,4987.3862,.85903811,35381.105,32887.414,165656.98,4.682075,.35381106,.011402601,.15165031,88,1,3,2,2012
975,16410.256,.15165876,4609.4736,.84834123,30393.719,28088.982,132769.58,4.3683228,.3039372,.0097517744,.16410255,89,1,3,2,2012
713,22300.141,.20063092,5173.1172,.7993691,25784.246,23197.688,104680.59,4.0598664,.25784245,.0098992614,.22300142,90,1,3,2,2012
633,20853.08,.18884119,3892.2302,.81115878,20611.129,18665.014,81482.906,3.9533451,.20611128,.0063688336,.2085308,91,1,3,2,2012
493,17647.059,.16216215,2711.1726,.83783782,16718.898,15363.313,62817.891,3.7572985,.16718899,.0037749507,.17647058,92,1,3,2,2012
308,24675.324,.21965317,3076.8413,.78034681,14007.726,12469.305,47454.578,3.3877432,.14007726,.0037062287,.24675323,93,1,3,2,2012
215,33953.488,.29025844,3172.7815,.70974159,10930.885,9344.4941,34985.273,3.2005894,.10930885,.0030890335,.33953485,94,1,3,2,2012
159,25786.164,.22841226,1772.0459,.77158773,7758.1035,6872.0806,25640.779,3.3050318,.077581033,.0012681154,.25786164,95,1,3,2,2012
86,40697.676,.33816427,2024.2708,.66183573,5986.0576,4973.9224,18768.699,3.1354024,.059860576,.0011392047,.40697676,96,1,3,2,2012
68,39705.883,.33128834,1312.4938,.66871166,3961.7869,3305.54,13794.777,3.4819584,.03961787,.00049938151,.39705881,97,1,3,2,2012
35,40000,.33333334,883.09766,.66666663,2649.293,2207.7441,10489.237,3.959259,.026492929,.00022776019,.40000001,98,1,3,2,2012
22,50000,.40000001,706.47815,.60000002,1766.1953,1412.9563,8281.4932,4.6888885,.017661953,.00012257403,.5,99,1,3,2,2012
11,45454.547,.37037039,392.48785,.62962961,1059.7172,863.47327,6868.5366,6.4814811,.010597171,.000041151845,.45454547,100,1,3,2,2012
9,11111.111,1,667.22931,0,667.22931,6005.0635,6005.0635,9,.0066722929,.000044222445,,101,1,3,2,2012
3431,233.16817,.0023310652,232.68628,.99766892,100000,99793.328,2028017,20.28017,1,0,.0023274769,65,1,3,3,2012
3344,627.99042,.006262992,624.84186,.99373698,99767.313,99411.156,1928223.6,19.327208,.99767315,.000014505279,.0062799039,66,1,3,3,2012
3350,746.26868,.0074377093,737.39288,.99256229,99142.469,98736.906,1828812.5,18.446308,.99142468,.00006269155,.0074626869,67,1,3,3,2012
3417,819.43225,.008162885,803.26935,.99183714,98405.078,97979.344,1730075.6,17.581161,.98405081,.00012607162,.0081943227,68,1,3,3,2012
3074,780.7417,.0077770576,759.05493,.99222296,97601.813,97222.281,1632096.3,16.721987,.97601813,.00017767001,.0078074173,69,1,3,3,2012
2665,1463.4147,.014527845,1406.9166,.98547214,96842.758,96139.297,1534874,15.849135,.9684276,.00043017298,.014634147,70,1,3,3,2012
2139,1309.0229,.01300511,1241.1536,.98699486,95435.844,94815.266,1438734.8,15.075413,.95435846,.00054062653,.013090229,71,1,3,3,2012
1913,1829.587,.018130017,1707.7513,.98187,94194.688,93340.813,1343919.4,14.267465,.94194686,.00093384914,.018295869,72,1,3,3,2012
1830,2076.5027,.02055165,1900.7592,.97944838,92486.938,91536.555,1250578.6,13.521678,.92486936,.001320762,.020765027,73,1,3,3,2012
1664,2103.3655,.02081475,1885.5287,.97918522,90586.18,89643.414,1159042,12.794909,.90586179,.0016079074,.021033656,74,1,3,3,2012
1522,2102.4968,.020806244,1845.5273,.97919375,88700.648,87777.883,1069398.6,12.056266,.88700646,.0018496981,.02102497,75,1,3,3,2012
1318,2807.2837,.027684249,2404.5188,.97231573,86855.125,85652.867,981620.75,11.301817,.86855125,.0027452386,.028072836,76,1,3,3,2012
1161,3617.571,.035532996,3000.7832,.96446699,84450.609,82950.219,895967.88,10.609371,.84450608,.0039404952,.036175713,77,1,3,3,2012
1054,3889.9431,.038157284,3107.9043,.96184272,81449.828,79895.875,813017.69,9.981822,.81449831,.0046957582,.038899433,78,1,3,3,2012
1052,3517.1104,.034563288,2707.7544,.9654367,78341.922,76988.047,733121.81,9.357976,.78341919,.0045943432,.035171103,79,1,3,3,2012
999,5305.3052,.051682103,3908.9326,.94831789,75634.164,73679.695,656133.75,8.6750975,.75634164,.0072037317,.053053048,80,1,3,3,2012
966,5590.062,.054380663,3900.4658,.94561934,71725.234,69775,582454.06,8.1206293,.71725231,.0079102004,.055900618,81,1,3,3,2012
906,4966.8872,.048465263,3287.145,.95153475,67824.766,66181.195,512679.06,7.558877,.67824763,.0071734637,.049668871,82,1,3,3,2012
753,7436.9189,.071702942,4627.5371,.92829704,64537.621,62223.852,446497.88,6.9184122,.64537621,.010590849,.074369185,83,1,3,3,2012
687,8296.9434,.079664573,4772.7114,.92033541,59910.086,57523.73,384274,6.4141788,.59910089,.011463052,.082969435,84,1,3,3,2012
577,8145.5806,.078268111,4315.498,.92173189,55137.375,52979.625,326750.28,5.9261122,.55137378,.010674848,.081455804,85,1,3,3,2012
485,9278.3506,.088669948,4506.373,.91133004,50821.875,48568.688,273770.66,5.3868666,.50821877,.011262889,.092783503,86,1,3,3,2012
511,11545.988,.10915819,5055.7158,.89084184,46315.5,43787.641,225201.97,4.8623457,.463155,.012570656,.11545988,87,1,3,3,2012
377,14854.111,.1382716,5705.0566,.86172843,41259.785,38407.258,181414.33,4.3968801,.41259786,.013826825,.14854111,88,1,3,3,2012
325,19384.615,.17671809,6283.1631,.82328188,35554.727,32413.145,143007.06,4.0221672,.35554728,.014396827,.19384614,89,1,3,3,2012
223,18385.65,.16837783,4928.6821,.83162218,29271.563,26807.221,110593.92,3.7782035,.29271564,.010204009,.1838565,90,1,3,3,2012
193,21761.658,.19626169,4777.5747,.8037383,24342.881,21954.094,83786.703,3.4419386,.24342881,.0087989187,.21761657,91,1,3,3,2012
151,26490.066,.23391813,4576.6802,.76608187,19565.307,17276.967,61832.609,3.1603189,.19565307,.0072024558,.26490068,92,1,3,3,2012
110,26363.637,.23293173,3491.3269,.76706827,14988.627,13242.964,44555.641,2.9726298,.14988627,.0044486616,.26363638,93,1,3,3,2012
62,35483.871,.30136988,3464.9397,.69863009,11497.3,9764.8301,31312.678,2.7234809,.114973,.0035257223,.3548387,94,1,3,3,2012
58,22413.793,.20155038,1618.9253,.79844964,8032.3604,7222.8975,21547.848,2.6826296,.080323607,.0011959281,.22413792,95,1,3,3,2012
25,36000,.30508474,1956.6411,.69491529,6413.4351,5435.1143,14324.95,2.2335846,.064134352,.0011743982,.35999998,96,1,3,3,2012
19,36842.105,.31111112,1386.5581,.68888891,4456.7939,3763.5149,8889.8359,1.9946706,.044567939,.00059041916,.36842105,97,1,3,3,2012
7,42857.145,.35294119,1083.6127,.64705884,3070.2358,2528.4294,5126.3213,1.6696832,.030702358,.00032248013,.42857143,98,1,3,3,2012
5,60000,.46153846,916.90302,.53846157,1986.6232,1528.1716,2597.8918,1.3076923,.019866232,.00017853537,.60000002,99,1,3,3,2012
6,0,0,0,1,1069.7202,1069.7202,1069.7202,1,.010697202,0,0,100,1,3,3,2012
3,0,1,1069.7202,0,1069.7202,,,,.010697202,.00011320604,,101,1,3,3,2012
12,0,0,0,1,100000,100000,1886250.8,18.862507,1,0,0,65,1,3,,2012
19,0,0,0,1,100000,100000,1786250.8,17.862507,1,0,0,66,1,3,,2012
10,0,0,0,1,100000,100000,1686250.8,16.862507,1,0,0,67,1,3,,2012
16,0,0,0,1,100000,100000,1586250.8,15.862508,1,0,0,68,1,3,,2012
23,4347.8262,.042553194,4255.3193,.95744681,100000,97872.344,1486250.8,14.862508,1,0,.043478262,69,1,3,,2012
26,0,0,0,1,95744.68,95744.68,1388378.4,14.500841,.95744681,0,0,70,1,3,,2012
18,0,0,0,1,95744.68,95744.68,1292633.8,13.500841,.95744681,0,0,71,1,3,,2012
24,4166.6665,.040816326,3907.946,.95918369,95744.68,93790.703,1196889,12.500841,.95744681,.0015921915,.041666664,72,1,3,,2012
19,0,0,0,1,91836.734,91836.734,1103098.4,12.011516,.91836733,0,0,73,1,3,,2012
11,0,0,0,1,91836.734,91836.734,1011261.6,11.011516,.91836733,0,0,74,1,3,,2012
12,0,0,0,1,91836.734,91836.734,919424.88,10.011516,.91836733,0,0,75,1,3,,2012
16,6250,.060606062,5565.8628,.93939394,91836.734,89053.805,827588.13,9.0115156,.91836733,.0041726595,.0625,76,1,3,,2012
13,7692.3076,.074074075,6390.4351,.92592591,86270.875,83075.656,738534.31,8.5606451,.86270875,.0075689824,.076923072,77,1,3,,2012
9,0,0,0,1,79880.438,79880.438,655458.69,8.2054968,.7988044,0,0,78,1,3,,2012
8,0,0,0,1,79880.438,79880.438,575578.25,7.2054968,.7988044,0,0,79,1,3,,2012
7,14285.714,.13333333,10650.725,.86666667,79880.438,74555.078,495697.81,6.2054968,.7988044,.017117411,.14285713,80,1,3,,2012
13,23076.924,.20689656,14323.389,.79310346,69229.711,62068.016,421142.72,6.0832658,.6922971,.030511944,.23076923,81,1,3,,2012
11,0,0,0,1,54906.32,54906.32,359074.72,6.5397701,.54906321,0,0,82,1,3,,2012
5,0,0,0,1,54906.32,54906.32,304168.38,5.5397696,.54906321,0,0,83,1,3,,2012
9,11111.111,.10526316,5779.6128,.89473683,54906.32,52016.516,249262.06,4.5397701,.54906321,.014309905,.11111111,84,1,3,,2012
7,14285.714,.13333333,6550.2271,.86666667,49126.707,45851.594,197245.55,4.0150371,.49126709,.016370572,.14285713,85,1,3,,2012
7,14285.714,.13333333,5676.8638,.86666667,42576.48,39738.047,151393.95,3.5558119,.4257648,.013879315,.14285713,86,1,3,,2012
34,35294.117,.29999998,11069.885,.70000005,36899.617,31364.676,111655.91,3.0259366,.36899617,.025774898,.35294116,87,1,3,,2012
19,21052.631,.19047618,4919.9487,.80952382,25829.732,23369.758,80291.234,3.1084812,.25829732,.0094256289,.2105263,88,1,3,,2012
16,25000,.22222222,4646.6187,.77777779,20909.783,18586.475,56921.477,2.7222414,.20909783,.0076843887,.25,89,1,3,,2012
10,50000,.40000001,6505.2656,.60000002,16263.164,13010.531,38335,2.3571675,.16263165,.0088590402,.5,90,1,3,,2012
13,38461.539,.32258064,3147.709,.67741936,9757.8984,8184.0439,25324.469,2.595279,.097578987,.0027717885,.38461536,91,1,3,,2012
11,18181.818,.16666667,1101.6982,.83333331,6610.1895,6059.3403,17140.426,2.5930309,.066101894,.00068010512,.18181819,92,1,3,,2012
5,40000,.33333334,1836.1638,.66666663,5508.4912,4590.4092,11081.085,2.011637,.055084914,.0009557337,.40000004,93,1,3,,2012
5,60000,.46153846,1694.9203,.53846157,3672.3274,2824.8672,6490.6758,1.7674557,.036723275,.00059957261,.59999996,94,1,3,,2012
6,16666.666,.15384614,304.21646,.84615386,1977.4071,1825.2988,3665.8086,1.8538462,.019774072,.000058966456,.16666666,95,1,3,,2012
2,50000,.40000001,669.27631,.60000002,1673.1907,1338.5525,1840.5096,1.0999999,.016731907,.000110109,.50000006,96,1,3,,2012
1,200000,1,1003.9144,0,1003.9144,501.95718,501.95718,.5,.010039143,.000099772609,2,97,1,3,,2012
2,0,0,0,1,0,0,0,,0,0,,98,1,3,,2012
1,300000,1.2,0,-.20000005,0,0,0,,0,0,,101,1,3,,2012
1,500000,1.4285715,0,-.42857146,0,0,0,,0,0,,102,1,3,,2012
4,25000,.22222222,0,.77777779,0,0,0,,0,0,,103,1,3,,2012
1,0,1,0,0,0,,,,0,0,,104,1,3,,2012
1296,617.28394,.0061685215,613.90802,.99383146,100000,99453.102,1932549.4,19.325493,1,0,.0061433571,65,1,4,1,2012
1466,818.55389,.0081568286,810.67535,.99184316,99386.094,98924.008,1833096.3,18.444193,.99386096,.000049462156,.0081855394,66,1,4,1,2012
1763,1020.9869,.010163175,1001.8392,.98983681,98575.422,98024.414,1734172.3,17.592339,.98575419,.00014068693,.010209869,67,1,4,1,2012
1731,808.78107,.0080571836,786.16827,.99194282,97573.586,97156.914,1636147.9,16.768349,.97573584,.00018612854,.0080878111,68,1,4,1,2012
1601,1186.7583,.011797579,1141.8572,.98820239,96787.414,96216.484,1538991,15.900735,.96787417,.00035504636,.011867584,69,1,4,1,2012
1643,1582.4711,.015700484,1501.6815,.98429954,95645.555,94894.711,1442774.5,15.084596,.95645553,.00062542554,.015824713,70,1,4,1,2012
1493,1339.5847,.01330672,1252.7462,.98669326,94143.875,93517.5,1347879.8,14.317232,.94143873,.00069066207,.013395848,71,1,4,1,2012
1648,1516.9902,.015055706,1398.5415,.98494428,92891.125,92191.852,1254362.3,13.503574,.92891127,.00092352857,.015169904,72,1,4,1,2012
1677,2206.3208,.021822471,1996.5944,.97817755,91492.586,90494.289,1162170.4,12.702345,.91492587,.0015540796,.022063209,73,1,4,1,2012
1538,2210.6631,.021864951,1956.8254,.97813505,89495.992,88517.578,1071676.1,11.974571,.89495993,.0018395461,.022106631,74,1,4,1,2012
1538,2925.8777,.02883691,2524.3589,.97116309,87539.164,86276.984,983158.56,11.231071,.87539166,.0027535986,.029258775,75,1,4,1,2012
1413,3255.4849,.032033429,2723.3157,.96796656,85014.805,83653.148,896881.56,10.54971,.85014802,.003469405,.03255485,76,1,4,1,2012
1373,3932.9934,.038571429,3174.1003,.96142858,82291.492,80704.445,813228.44,9.8822908,.8229149,.0046254885,.039329935,77,1,4,1,2012
1301,3766.3335,.036967181,2924.7468,.96303284,79117.391,77655.016,732524,9.2586975,.79117393,.0048322007,.037663333,78,1,4,1,2012
1288,4425.4658,.04329662,3298.8838,.95670336,76192.641,74543.195,654868.94,8.5949106,.76192641,.0059839957,.044254657,79,1,4,1,2012
1236,5258.8999,.051241625,3735.1946,.94875836,72893.758,71026.164,580325.75,7.9612546,.72893757,.0073802811,.052588999,80,1,4,1,2012
1182,6345.1777,.061500616,4253.2944,.93849939,69158.563,67031.914,509299.59,7.3642306,.6915856,.0090720616,.063451782,81,1,4,1,2012
1095,7579.9087,.073031239,4740.1123,.92696875,64905.27,62535.215,442267.69,6.8140492,.64905268,.010797184,.075799093,82,1,4,1,2012
1050,9428.5713,.09004093,5417.3267,.90995908,60165.156,57456.492,379732.47,6.3115015,.60165155,.012983542,.094285719,83,1,4,1,2012
970,9381.4434,.089611031,4906.0093,.91038895,54747.828,52294.824,322276,5.8865533,.54747826,.012154432,.093814433,84,1,4,1,2012
822,9975.6689,.095017381,4735.8394,.90498263,49841.82,47473.902,269981.16,5.4167595,.49841821,.01183948,.099756695,85,1,4,1,2012
687,14119.359,.13188307,5948.7153,.86811692,45105.98,42131.621,222507.27,4.9329882,.45105982,.014729308,.1411936,86,1,4,1,2012
629,13672.496,.12797619,5011.1978,.87202382,39157.266,36651.668,180375.64,4.606441,.39157265,.011938853,.13672496,87,1,4,1,2012
522,14559.387,.13571428,4634.1089,.86428571,34146.066,31829.012,143723.97,4.2090931,.34146068,.010420502,.14559387,88,1,4,1,2012
450,19333.334,.17629179,5202.7158,.82370818,29511.957,26910.6,111894.96,3.7915127,.29511958,.010822899,.19333333,89,1,4,1,2012
340,22941.176,.20580475,5002.9575,.79419523,24309.242,21807.764,84984.359,3.4959691,.24309242,.0092053665,.22941177,90,1,4,1,2012
315,26666.666,.23529412,4542.6553,.7647059,19306.285,17034.957,63176.594,3.2723329,.19306286,.0070769843,.26666665,91,1,4,1,2012
263,24334.602,.21694916,3202.9573,.78305084,14763.63,13162.151,46141.637,3.1253586,.14763629,.0040305955,.24334604,92,1,4,1,2012
136,37500,.31578946,3650.7388,.68421054,11560.673,9735.3037,32979.484,2.8527305,.11560673,.0037325812,.375,93,1,4,1,2012
119,25210.084,.2238806,1770.8809,.77611941,7909.9341,7024.4937,23244.182,2.9386063,.079099342,.0012899563,.25210086,94,1,4,1,2012
77,31168.832,.26966292,1655.475,.73033708,6139.0532,5311.3159,16219.688,2.6420505,.061390534,.00095391349,.3116883,95,1,4,1,2012
60,33333.332,.28571427,1281.0222,.71428573,4483.5781,3843.0669,10908.372,2.4329612,.04483578,.00054860458,.33333331,96,1,4,1,2012
28,53571.43,.42253521,1353.1926,.57746482,3202.5559,2525.9595,7065.3057,2.206146,.032025561,.0004194887,.53571427,97,1,4,1,2012
20,20000,.18181819,336.24789,.81818181,1849.3633,1681.2394,4539.3462,2.4545455,.018493634,.000061034436,.20000002,98,1,4,1,2012
7,57142.855,.44444445,672.49573,.55555558,1513.1154,1176.8674,2858.1067,1.8888888,.015131153,.00010021666,.5714286,99,1,4,1,2012
7,100000,.66666669,560.41309,.33333331,840.61963,560.41309,1681.2393,2,.0084061967,.00004671342,1,100,1,4,1,2012
4,25000,1,280.20654,0,280.20654,1120.8262,1120.8262,4,.0028020653,7.8295698e-06,,101,1,4,1,2012
7697,207.8732,.0020782421,207.49017,.99792176,100000,99815.742,2034167.3,20.341673,1,0,.00207539,65,1,4,2,2012
7436,1022.0549,.010175828,1015.4714,.98982418,99792.508,99213.688,1934351.5,19.383736,.9979251,.000021026271,.010220549,66,1,4,2,2012
7307,533.7348,.0053245593,525.94421,.99467546,98777.039,98487.773,1835137.9,18.578588,.98777038,.00006353436,.0053373482,67,1,4,2,2012
6982,916.64282,.0091271065,896.74817,.99087292,98251.094,97775.82,1736650.1,17.675631,.98251092,.0001540901,.0091664279,68,1,4,2,2012
6158,1136.7327,.011303084,1100.4043,.98869693,97354.344,96804.141,1638874.3,16.834116,.97354347,.00028342661,.011367327,69,1,4,2,2012
5713,892.70087,.0088873403,855.44153,.99111265,96253.938,95826.219,1542070.1,16.020853,.96253937,.00030844932,.0089270091,70,1,4,2,2012
4801,1228.9106,.012214056,1165.2025,.98778594,95398.492,94815.891,1446243.9,15.160028,.95398492,.00051149708,.012289106,71,1,4,2,2012
4512,1462.766,.014521453,1368.4043,.98547852,94233.289,93549.086,1351428,14.341301,.94233286,.00074361323,.014627661,72,1,4,2,2012
4304,1742.5651,.017275136,1604.2534,.98272485,92864.883,92062.758,1257878.9,13.545259,.92864883,.0010629812,.017425651,73,1,4,2,2012
3937,2006.604,.019866716,1813.0491,.9801333,91260.633,90354.109,1165816.1,12.774579,.9126063,.0014460161,.02006604,74,1,4,2,2012
3631,2396.0342,.023676692,2117.823,.97632331,89447.586,88388.672,1075462,12.023376,.89447588,.0019989873,.023960343,75,1,4,2,2012
3422,2483.9275,.024534564,2142.5977,.97546542,87329.766,86258.469,987073.38,11.302829,.87329763,.0023707603,.024839273,76,1,4,2,2012
3039,2862.7837,.028223842,2404.3093,.97177613,85187.172,83985.016,900814.94,10.574537,.85187173,.0030339088,.028627837,77,1,4,2,2012
2879,3126.0854,.030779753,2548.0359,.96922022,82782.859,81508.844,816829.88,9.8671379,.82782859,.0036316754,.031260852,78,1,4,2,2012
2554,3563.0383,.035006732,2808.7588,.96499324,80234.82,78830.438,735321.06,9.1646128,.8023482,.0044542863,.035630383,79,1,4,2,2012
2488,4983.9229,.048627451,3765.032,.95137256,77426.063,75543.547,656490.63,8.4789362,.77426064,.0065805647,.049839228,80,1,4,2,2012
2235,6174.4966,.059895832,4411.9888,.94010419,73661.031,71455.039,580947.06,7.8867626,.73661029,.008559945,.061744966,81,1,4,2,2012
2175,6850.5747,.066236943,4586.8447,.93376303,69249.039,66955.617,509492.03,7.3573875,.6924904,.0097675687,.068505749,82,1,4,2,2012
1903,7356.8052,.070957936,4588.2959,.92904204,64662.195,62368.047,442536.41,6.8438196,.64662194,.010484348,.073568054,83,1,4,2,2012
1782,9203.1426,.087982833,5285.4717,.91201717,60073.898,57431.164,380168.38,6.3283453,.600739,.012677291,.092031427,84,1,4,2,2012
1608,8582.0898,.082289807,4508.5288,.91771019,54788.426,52534.16,322737.22,5.8906093,.54788429,.011167947,.085820898,85,1,4,2,2012
1466,10982.265,.10410605,5234.4414,.89589393,50279.898,47662.68,270203.06,5.3739777,.50279897,.013085693,.10982265,86,1,4,2,2012
1312,14329.269,.13371266,6023.1479,.86628735,45045.457,42033.883,222540.38,4.940351,.45045456,.014910017,.14329268,87,1,4,2,2012
1135,15330.396,.14238952,5556.3677,.85761046,39022.309,36244.125,180506.48,4.6257253,.39022309,.013221323,.15330395,88,1,4,2,2012
973,18396.711,.16847059,5638.0269,.83152938,33465.941,30646.928,144262.36,4.3107219,.33465943,.012553772,.18396711,89,1,4,2,2012
776,19587.629,.17840375,4964.604,.82159626,27827.914,25345.611,113615.44,4.0827866,.27827916,.0099709053,.19587627,90,1,4,2,2012
666,22222.223,.2,4572.6621,.80000001,22863.311,20576.98,88269.82,3.8607628,.22863311,.0080643473,.22222222,91,1,4,2,2012
548,17700.73,.16261525,2974.3384,.83738476,18290.648,16803.479,67692.844,3.7009537,.18290648,.0044451994,.17700729,92,1,4,2,2012
323,25386.996,.22527471,3450.3774,.77472532,15316.311,13591.122,50889.363,3.3225601,.15316311,.0044752834,.25386995,93,1,4,2,2012
232,27155.172,.23908918,2837.0164,.76091081,11865.934,10447.426,37298.242,3.1433046,.11865933,.0029669316,.27155173,94,1,4,2,2012
160,36250,.3068783,2770.7786,.69312167,9028.917,7643.5278,26850.816,2.9738691,.090289168,.0022758355,.36249998,95,1,4,2,2012
111,33333.332,.28571427,1788.0396,.71428573,6258.1387,5364.1191,19207.287,3.0691693,.06258139,.0010489527,.33333331,96,1,4,2,2012
57,40350.879,.33576643,1500.9093,.66423357,4470.0991,3719.6445,13843.169,3.096837,.044700991,.00064093049,.40350881,97,1,4,2,2012
54,25925.926,.22950819,681.45343,.77049184,2969.1899,2628.4631,10123.524,3.409524,.029691899,.00019632871,.25925925,98,1,4,2,2012
26,30769.23,.26666665,610.06305,.73333335,2287.7366,1982.7051,7495.061,3.2761905,.022877365,.00013637343,.30769229,99,1,4,2,2012
17,47058.824,.38095239,639.11377,.61904764,1677.6736,1358.1167,5512.356,3.2857141,.016776735,.00010542358,.47058827,100,1,4,2,2012
8,25000,1,1038.5598,0,1038.5598,4154.2393,4154.2393,4,.010385598,.00010674045,,101,1,4,2,2012
6426,280.11203,.0028002309,279.4166,.99719977,100000,99751.734,2122772.5,21.227724,1,0,.0027950516,65,1,4,3,2012
6278,446.00192,.0044514821,443.90439,.99554855,99720.586,99467.563,2023020.9,20.286894,.99720585,.000012368682,.0044600191,66,1,4,3,2012
6254,719.53949,.007172172,712.02942,.99282783,99276.68,98885.063,1923553.4,19.375683,.9927668,.000051130002,.007195395,67,1,4,3,2012
5987,785.03424,.0078214835,770.92175,.9921785,98564.648,98156.063,1824668.3,18.5124,.98564649,.00010906608,.0078503415,68,1,4,3,2012
5677,827.90204,.0082448907,806.29858,.99175513,97793.727,97390.578,1726512.3,17.654633,.97793728,.00017396662,.0082790209,69,1,4,3,2012
5152,951.08698,.0094658555,918.06897,.99053413,96987.43,96528.398,1629121.6,16.797245,.96987432,.00026824253,.0095108692,70,1,4,3,2012
4143,1134.4436,.011280451,1083.7057,.98871952,96069.359,95527.508,1532593.3,15.952987,.9606936,.00040922253,.011344436,71,1,4,3,2012
3686,1112.3169,.011061649,1050.698,.98893833,94985.656,94460.305,1437065.8,15.129292,.94985658,.00050043757,.011123169,72,1,4,3,2012
3694,1678.3975,.016644295,1563.4812,.9833557,93934.961,93153.219,1342605.4,14.292925,.93934959,.00089074549,.016783973,73,1,4,3,2012
3410,1495.6012,.014845001,1371.2546,.98515499,92371.477,91685.852,1249452.3,13.526386,.92371476,.00096626562,.014956011,74,1,4,3,2012
