population,_Rx,_qx,_dx,_px,_lx,_Lx,_Tx,_ExpYL,_Surv,_SurvVar,_HRate,age,sex,level_income,level_education,year
1690,5739.645,.055795226,3883.9531,.94420475,69610.852,67668.875,547625.25,7.8669524,.69610852,.0082161706,.057396449,82,1,4,3,2007
1458,7681.7559,.073976219,4862.2275,.92602378,65726.898,63295.785,479956.38,7.3022823,.657269,.010952968,.076817557,83,1,4,3,2007
1289,6904.5771,.06674166,4062.2092,.93325835,60864.672,58833.566,416660.59,6.8456888,.60864669,.009676015,.069045775,84,1,4,3,2007
1107,8852.7549,.084775083,4815.4331,.91522491,56802.461,54394.746,357827.03,6.2994986,.56802464,.011815757,.088527545,85,1,4,3,2007
1051,8468.126,.081241444,4223.501,.91875857,51987.027,49875.277,303432.28,5.8366923,.51987028,.010542078,.08468125,86,1,4,3,2007
854,12997.658,.12204508,5829.3032,.8779549,47763.527,44848.875,253557.02,5.3085909,.47763526,.014544101,.12997657,87,1,4,3,2007
699,12303.29,.11590296,4860.3008,.88409704,41934.223,39504.07,208708.14,4.977036,.41934222,.011834555,.12303291,88,1,4,3,2007
560,15178.571,.14107883,5230.3457,.85892117,37073.922,34458.75,169204.06,4.5639644,.37073922,.012201959,.15178572,89,1,4,3,2007
450,15555.556,.14432989,4595.98,.85567009,31843.576,29545.586,134745.31,4.2314754,.31843576,.0099748587,.15555555,90,1,4,3,2007
338,18639.053,.17050067,4645.7334,.82949936,27247.596,24924.729,105199.73,3.8608813,.27247596,.0092093674,.18639053,91,1,4,3,2007
215,20000,.18181819,4109.4297,.81818181,22601.863,20547.148,80275,3.5516982,.22601864,.0071887989,.2,92,1,4,3,2007
175,28571.428,.25,4623.1084,.75,18492.434,16180.879,59727.855,3.2298536,.18492433,.0069682878,.2857143,93,1,4,3,2007
139,25899.281,.22929937,3180.2275,.77070063,13869.325,12279.211,43546.977,3.1398051,.13869326,.0037990185,.25899282,94,1,4,3,2007
99,30303.031,.2631579,2812.9207,.7368421,10689.098,9282.6377,31267.766,2.9252017,.10689098,.0026853629,.30303034,95,1,4,3,2007
77,22077.922,.19883041,1566.0234,.80116957,7876.1768,7093.165,21985.127,2.7913451,.078761764,.0011362807,.22077923,96,1,4,3,2007
8,50000,.40000001,2524.0613,.60000002,6310.1533,5048.1226,14891.962,2.3599999,.06310153,.0014922181,.5,97,1,4,3,2007
2,50000,.40000001,1514.4369,.60000002,3786.092,3028.8735,9843.8398,2.6000001,.037860919,.00055167102,.50000006,98,1,4,3,2007
2,0,0,0,1,2271.6553,2271.6553,6814.9658,3,.022716552,0,0,99,1,4,3,2007
3,0,0,0,1,2271.6553,2271.6553,4543.3105,2,.022716552,0,0,100,1,4,3,2007
1,0,0,0,1,2271.6553,2271.6553,2271.6553,1,.022716552,0,0,101,1,4,3,2007
1,0,1,2271.6553,0,2271.6553,,,,.022716552,.00050431903,,107,1,4,3,2007
28,0,0,0,1,100000,100000,1947884,19.47884,1,0,0,65,1,4,,2007
31,0,0,0,1,100000,100000,1847884,18.47884,1,0,0,66,1,4,,2007
18,0,0,0,1,100000,100000,1747884,17.47884,1,0,0,67,1,4,,2007
26,3846.1538,.037778616,3777.8616,.96222138,100000,97997.734,1647884,16.47884,1,0,.038461536,68,1,4,,2007
20,0,0,0,1,96222.141,96222.141,1549886.3,16.107376,.96222138,0,0,69,1,4,,2007
20,0,0,0,1,96222.141,96222.141,1453664.1,15.107377,.96222138,0,0,70,1,4,,2007
35,2857.1428,.028169014,2710.4827,.97183096,96222.141,94866.898,1357441.9,14.107375,.96222138,.00098529819,.028571427,71,1,4,,2007
32,0,0,0,1,93511.656,93511.656,1262575,13.501793,.93511659,0,0,72,1,4,,2007
20,0,0,0,1,93511.656,93511.656,1169063.4,12.501793,.93511659,0,0,73,1,4,,2007
28,0,0,0,1,93511.656,93511.656,1075551.8,11.501794,.93511659,0,0,74,1,4,,2007
18,0,0,0,1,93511.656,93511.656,982040.06,10.501793,.93511659,0,0,75,1,4,,2007
21,0,0,0,1,93511.656,93511.656,888528.38,9.5017929,.93511659,0,0,76,1,4,,2007
32,6250,.060606062,5667.373,.93939394,93511.656,90677.969,795016.75,8.5017929,.93511659,.0034385968,.0625,77,1,4,,2007
17,5882.353,.057142857,5019.6733,.94285715,87844.281,85334.445,704338.75,8.0180378,.87844282,.005360059,.05882353,78,1,4,,2007
21,14285.714,.13333333,11043.28,.86666667,82824.609,77302.969,619004.31,7.4736762,.82824612,.015709562,.14285713,79,1,4,,2007
20,5000,.048780486,3501.5281,.9512195,71781.328,70030.563,541701.38,7.5465498,.71781325,.0070926035,.049999997,80,1,4,,2007
16,18750,.17142858,11705.108,.82857144,68279.797,62427.242,471670.81,6.9079118,.68279797,.025351498,.1875,81,1,4,,2007
54,12962.963,.12173913,6887.353,.87826085,56574.688,53131.012,409243.56,7.2336864,.5657469,.016920667,.12962963,82,1,4,,2007
41,4878.0488,.047619049,2366.0637,.95238096,49687.336,48504.305,356112.56,7.167069,.49687335,.0059149279,.04878049,83,1,4,,2007
59,11864.407,.112,5299.9829,.88800001,47321.273,44671.281,307608.25,6.500422,.47321275,.013211927,.11864407,84,1,4,,2007
41,9756.0977,.093023255,3908.957,.90697676,42021.289,40066.813,262936.97,6.2572322,.42021289,.0095235491,.097560972,85,1,4,,2007
41,7317.0732,.070588239,2690.2825,.92941177,38112.332,36767.191,222870.16,5.8477178,.38112333,.0063455245,.073170736,86,1,4,,2007
32,3125,.030769231,1089.9093,.96923077,35422.051,34877.098,186102.95,5.2538729,.35422051,.0024931494,.03125,87,1,4,,2007
29,0,0,0,1,34332.141,34332.141,151225.86,4.4047899,.34332141,0,0,88,1,4,,2007
17,11764.706,.11111111,3814.6824,.8888889,34332.141,32424.799,116893.72,3.4047897,.34332141,.0086002713,.11764706,89,1,4,,2007
13,15384.615,.14285713,4359.6367,.85714287,30517.459,28337.641,84468.922,2.7678885,.30517459,.0092443069,.15384614,90,1,4,,2007
11,27272.727,.23999999,6277.8774,.75999999,26157.822,23018.883,56131.281,2.1458697,.26157823,.012126038,.27272728,91,1,4,,2007
6,50000,.40000001,7951.978,.60000002,19879.945,15903.956,33112.398,1.6656182,.19879945,.012665769,.5,92,1,4,,2007
6,50000,.40000001,4771.187,.60000002,11927.967,9542.373,17208.443,1.4426972,.11927967,.0050122286,.50000006,93,1,4,,2007
6,33333.332,.28571427,2044.7941,.71428573,7156.7798,6134.3828,7666.0698,1.0711619,.071567796,.0013586808,.33333331,94,1,4,,2007
1,100000,.66666669,3407.9907,.33333331,5111.9858,3407.9905,1531.6873,.29962665,.051119857,.0016531009,1.0000001,95,1,4,,2007
4,650000,1.5294118,2606.1101,-.52941179,1703.9951,400.94006,-1876.3032,-1.1011201,.017039951,.00043651281,6.499999,96,1,4,,2007
131,30534.352,.26490065,-238.97086,.73509932,-902.11499,-782.62958,-2277.2434,2.5243382,-.0090211499,.000021752396,.30534351,97,1,4,,2007
79,32911.391,.28260869,-187.41031,.71739131,-663.14417,-569.43903,-1494.6138,2.2538292,-.0066314419,.000012510422,.32911393,98,1,4,,2007
36,33333.332,.28571427,-135.92395,.71428573,-475.73386,-407.77188,-925.17474,1.9447317,-.0047573387,6.4971255e-06,.33333331,99,1,4,,2007
21,47619.047,.38461539,-130.69612,.61538458,-339.80991,-274.46185,-517.40283,1.5226244,-.003398099,4.4562748e-06,.47619048,100,1,4,,2007
13,61538.461,.47058824,-98.406487,.52941179,-209.11378,-159.91054,-242.94101,1.1617646,-.0020911379,2.0621187e-06,.61538464,101,1,4,,2007
3,66666.664,.5,-55.353649,.5,-110.7073,-83.030472,-83.030472,.75,-.001107073,6.1348379e-07,.66666669,102,1,4,,2007
0,,,,,-55.353649,,0,,-.00055353652,,,103,1,4,,2007
1,100000,.66666669,,.33333331,,,0,,,,,104,1,4,,2007
1,0,1,,0,,,,,,,,105,1,4,,2007
4194,882.21271,.0088133104,875.31915,.99118668,100000,99218.609,1893642.1,18.93642,1,0,.0087618884,65,2,1,1,2007
4075,1717.7914,.017051959,1690.27,.98294806,99124.68,98161.227,1794423.5,18.102692,.99124682,.00014665733,.017177913,66,2,1,1,2007
4440,1756.7567,.017429778,1698.2601,.98257023,97434.406,96500.359,1696262.3,17.409273,.97434407,.00042452596,.017567568,67,2,1,1,2007
4551,1582.0698,.015703928,1503.4336,.98429608,95736.148,94939.328,1599762,16.710114,.95736146,.00061370898,.015820699,68,2,1,1,2007
4532,1699.0292,.016847173,1587.5549,.98315281,94232.719,93438.938,1504822.6,15.969215,.9423272,.00086278288,.016990293,69,2,1,1,2007
4636,1660.9146,.016472349,1526.0835,.98352766,92645.164,91882.125,1411383.6,15.234294,.92645162,.0010398582,.016609145,70,2,1,1,2007
4696,2214.6509,.02190396,1995.8687,.97809607,91119.078,90121.141,1319501.5,14.481068,.91119081,.0016150993,.022146508,71,2,1,1,2007
4361,2407.7046,.023790643,2120.2983,.97620934,89123.211,88063.063,1229380.4,13.794167,.89123213,.0020553626,.024077045,72,2,1,1,2007
4620,2489.1775,.024585783,2139.0349,.97541422,87002.914,85933.398,1141317.4,13.118151,.87002915,.002418787,.024891777,73,2,1,1,2007
4631,2656.0139,.026212042,2224.4556,.97378796,84863.883,83751.656,1055384,12.436197,.84863883,.0028573347,.026560139,74,2,1,1,2007
4895,3370.7866,.033149172,2739.4287,.96685082,82639.43,81269.719,971632.31,11.75749,.82639432,.0039301692,.033707868,75,2,1,1,2007
5058,4132.0679,.040484261,3234.6924,.95951575,79900,78282.656,890362.56,11.143461,.79900002,.0051948833,.041320678,76,2,1,1,2007
5223,3733.4866,.036650691,2809.8364,.96334928,76665.305,75260.383,812079.94,10.592535,.76665306,.0050266893,.037334867,77,2,1,1,2007
5206,4437.188,.043408815,3205.9783,.95659119,73855.469,72252.477,736819.56,9.9765062,.73855472,.0061904765,.044371881,78,2,1,1,2007
5323,4640.2402,.045350224,3203.9702,.95464981,70649.492,69047.508,664567.06,9.4065371,.70649493,.0066437479,.046402402,79,2,1,1,2007
5223,5112.0044,.049845979,3361.8882,.95015401,67445.523,65764.578,595519.56,8.8296385,.67445523,.0073815421,.051120043,80,2,1,1,2007
5222,4825.7373,.047120418,3019.6477,.95287961,64083.637,62573.813,529755,8.2666187,.64083636,.0069501759,.04825737,81,2,1,1,2007
4898,6390.3633,.061925016,3781.3884,.93807501,61063.988,59173.293,467181.16,7.650682,.61063987,.0089905839,.06390363,82,2,1,1,2007
4915,6693.7944,.064770155,3710.2029,.93522984,57282.602,55427.5,408007.88,7.1227188,.57282603,.0090787318,.066937946,83,2,1,1,2007
4600,8239.1309,.079131439,4239.2612,.92086858,53572.398,51452.77,352580.38,6.5813813,.53572398,.01054405,.082391314,84,2,1,1,2007
4450,9370.7861,.089513786,4415.9961,.91048622,49333.137,47125.141,301127.59,6.1039619,.49333137,.011038026,.093707867,85,2,1,1,2007
4388,10802.188,.10248648,4603.3999,.89751351,44917.141,42615.441,254002.45,5.6549115,.44917139,.011389568,.10802188,86,2,1,1,2007
4111,11335.441,.1072744,4324.6323,.89272559,40313.742,38151.426,211387.02,5.2435474,.40313742,.010405828,.11335441,87,2,1,1,2007
3099,13907.712,.1300347,4679.833,.86996531,35989.109,33649.191,173235.59,4.8135562,.35989109,.010780907,.13907713,88,2,1,1,2007
2645,16483.932,.15228781,4768.0215,.84771216,31309.277,28925.266,139586.39,4.4583077,.31309277,.010254377,.16483933,89,2,1,1,2007
2283,17126.588,.1577567,4187.061,.84224331,26541.256,24447.725,110661.13,4.1694007,.26541257,.0081634605,.17126587,90,2,1,1,2007
2039,17655.713,.16223523,3626.6379,.83776474,22354.195,20540.877,86213.406,3.8566992,.22354196,.0062947902,.17655712,91,2,1,1,2007
1529,23021.582,.20645161,3866.3342,.79354841,18727.557,16794.389,65672.531,3.5067325,.18727557,.0058846935,.23021582,92,2,1,1,2007
1256,24124.203,.2152753,3199.2542,.78472471,14861.223,13261.596,48878.141,3.2889717,.14861223,.0040479088,.24124202,93,2,1,1,2007
947,26293.559,.2323845,2710.0608,.7676155,11661.969,10306.938,35616.547,3.0540767,.11661968,.0027918918,.26293558,94,2,1,1,2007
775,26193.549,.23160297,2073.2886,.76839703,8951.9082,7915.2637,25309.605,2.827286,.089519083,.0016898424,.2619355,95,2,1,1,2007
460,16304.348,.15075377,1036.9778,.84924626,6878.6196,6360.1309,17394.344,2.5287549,.068786196,.00066423259,.16304347,96,2,1,1,2007
2,0,0,0,1,5841.6416,5841.6416,11034.212,1.8888888,.058416415,0,0,97,2,1,1,2007
1,100000,.66666669,3894.4277,.33333331,5841.6416,3894.4277,5192.5703,.8888889,.058416415,.0021420887,1,99,2,1,1,2007
1,100000,.66666669,1298.1426,.33333331,1947.2139,1298.1426,1298.1426,.66666669,.019472139,.00024785404,1,101,2,1,1,2007
1,0,1,649.07129,0,649.07129,,,,.006490713,.000041855907,,103,2,1,1,2007
6702,522.23218,.0052192309,519.81561,.99478078,100000,99537.266,2006230.8,20.062307,1,0,.0052012219,65,2,1,2,2007
5719,1521.245,.015113587,1503.5024,.98488641,99480.188,98623.188,1906693.5,19.166565,.99480188,.000077747623,.01521245,66,2,1,2,2007
5667,1199.9294,.01193485,1169.3372,.98806512,97976.688,97333.555,1808070.3,18.454086,.97976685,.00023180674,.011999295,67,2,1,2,2007
5131,1188.8521,.011822461,1144.5011,.98817754,96807.352,96200.766,1710736.8,17.671558,.96807349,.00035373337,.01188852,68,2,1,2,2007
4737,1773.2742,.017576898,1681.4562,.98242313,95662.852,94822.125,1614536,16.877356,.9566285,.00069764309,.017732741,69,2,1,2,2007
4143,1593.0485,.015804596,1485.338,.98419541,93981.398,93238.727,1519713.9,16.170368,.93981397,.00084016169,.015930483,70,2,1,2,2007
3895,1745.828,.017307203,1600.8481,.98269278,92496.063,91695.641,1426475.1,15.422009,.92496061,.0011111243,.017458281,71,2,1,2,2007
3737,2113.9951,.020918839,1901.4222,.97908115,90895.211,89944.5,1334779.5,14.684816,.90895212,.0015735822,.02113995,72,2,1,2,2007
3392,1827.8302,.018112767,1611.9238,.98188722,88993.789,88187.828,1244835,13.987886,.88993788,.0015788544,.018278303,73,2,1,2,2007
3182,1728.4727,.017136626,1497.4304,.98286337,87381.867,86633.148,1156647.1,13.236695,.8738187,.0016510605,.017284727,74,2,1,2,2007
3135,2009.5693,.019895783,1708.7382,.98010421,85884.438,85030.07,1070014,12.458765,.8588444,.0020715152,.020095693,75,2,1,2,2007
2837,3101.8682,.03054495,2571.1426,.96945506,84175.703,82890.133,984983.94,11.701523,.84175706,.0034248163,.031018682,76,2,1,2,2007
2757,2792.8909,.027544267,2247.7378,.97245574,81604.563,80480.695,902093.75,11.054452,.81604564,.0033741952,.027928907,77,2,1,2,2007
2411,3401.0784,.033442087,2653.8579,.96655792,79356.828,78029.898,821613.06,10.353401,.79356825,.0043474883,.034010783,78,2,1,2,2007
2319,3837.8611,.037656017,2888.3284,.96234399,76702.969,75258.805,743583.19,9.6943207,.7670297,.0051613022,.038378611,79,2,1,2,2007
2219,4326.2729,.042346712,3125.8074,.95765328,73814.641,72251.734,668324.38,9.0540895,.73814642,.0060417568,.043262731,80,2,1,2,2007
2069,4833.2529,.047192074,3335.9529,.9528079,70688.836,69020.859,596072.63,8.4323444,.70688838,.0069120009,.048332531,81,2,1,2,2007
1932,5641.8218,.054870375,3695.678,.94512963,67352.883,65505.043,527051.81,7.8252301,.67352885,.0081263427,.056418221,82,2,1,2,2007
1852,6263.499,.060732987,3866.092,.93926704,63657.203,61724.156,461546.75,7.2505031,.636572,.0089441296,.06263499,83,2,1,2,2007
1618,6613.1025,.06401436,3827.4895,.93598562,59791.109,57877.363,399822.59,6.6869907,.59791112,.0092017986,.066131026,84,2,1,2,2007
1478,8592.6924,.082387283,4610.6909,.91761273,55963.621,53658.277,341945.22,6.1101341,.55963624,.011362749,.085926928,85,2,1,2,2007
1359,10963.944,.1039414,5337.6958,.89605862,51352.93,48684.082,288286.94,5.6138363,.5135293,.013334469,.10963944,86,2,1,2,2007
1334,10419.79,.099038117,4557.2622,.90096188,46015.234,43736.602,239602.88,5.2070336,.46015236,.011320794,.1041979,87,2,1,2,2007
897,11036.789,.10459588,4336.333,.8954041,41457.973,39289.805,195866.27,4.7244534,.41457972,.010524427,.11036789,88,2,1,2,2007
756,15211.641,.14136449,5247.6816,.85863554,37121.641,34497.801,156576.47,4.2179298,.37121642,.012248865,.15211642,89,2,1,2,2007
639,15023.475,.13973799,4454.0029,.86026204,31873.959,29646.957,122078.66,3.8300438,.31873959,.0096716303,.15023474,90,2,1,2,2007
483,20703.934,.18761726,5144.457,.81238276,27419.957,24847.729,92431.703,3.3709645,.27419958,.010238199,.20703933,91,2,1,2,2007
396,21464.646,.19384265,4317.9419,.80615735,22275.5,20116.529,67583.977,3.0340049,.222755,.0074758776,.21464647,92,2,1,2,2007
296,19932.432,.18125959,3254.9797,.81874043,17957.559,16330.068,47467.445,2.6433129,.17957559,.0047955029,.19932431,93,2,1,2,2007
257,21789.883,.19649123,2888.9277,.80350876,14702.579,13258.115,31137.377,2.1178174,.14702579,.0036229815,.21789883,94,2,1,2,2007
186,32258.064,.27777779,3281.5701,.72222221,11813.651,10172.866,17879.262,1.5134407,.11813651,.0034187485,.32258067,95,2,1,2,2007
98,21428.572,.1935484,1651.3706,.80645162,8532.0811,7706.3955,7706.3955,.90322578,.085320808,.0012887488,.21428573,96,2,1,2,2007
1,0,1,6880.7104,0,6880.7104,,,,.068807103,.0044086557,,98,2,1,2,2007
1381,434.46777,.0043425383,432.79504,.99565744,100000,99614.992,2167106.8,21.671068,1,0,.0043300758,65,2,1,3,2007
1065,657.27698,.0065542455,652.58789,.99344575,99567.203,99195.227,2067491.9,20.764788,.99567205,.00002812146,.0065727695,66,2,1,3,2007
907,882.02869,.0087854164,869.0061,.99121457,98914.617,98436.664,1968296.6,19.898947,.98914617,.00009329668,.008820287,67,2,1,3,2007
822,486.61801,.0048550759,476.01886,.9951449,98045.609,97793.32,1869860,19.071329,.98045611,.000091214373,.00486618,68,2,1,3,2007
738,1761.5176,.017461384,1703.7001,.98253864,97569.594,96717.742,1772066.6,18.162079,.97569591,.00040400526,.017615177,69,2,1,3,2007
670,746.26868,.0074349446,712.75757,.99256504,95865.891,95509.516,1675348.9,17.475964,.95865893,.00028247997,.0074626869,70,2,1,3,2007
578,1384.083,.013745704,1307.9468,.98625427,95153.133,94499.156,1579839.4,16.603125,.95153135,.00060321775,.01384083,71,2,1,3,2007
529,1134.2155,.011278195,1058.4043,.98872179,93845.188,93315.984,1485340.3,15.827559,.93845189,.00061133376,.011342154,72,2,1,3,2007
412,1213.5923,.012062727,1119.2616,.98793727,92786.781,92227.148,1392024.3,15.002398,.92786783,.00074911193,.012135923,73,2,1,3,2007
387,1550.3876,.015384615,1410.2697,.98461539,91667.523,90962.391,1299797.1,14.179473,.91667521,.0010771889,.015503877,74,2,1,3,2007
343,2623.9067,.025899282,2337.5979,.97410071,90257.25,89088.453,1208834.8,13.393215,.90257251,.0020555754,.026239067,75,2,1,3,2007
297,1346.8014,.013377927,1176.1826,.9866221,87919.648,87331.555,1119746.3,12.736018,.87919647,.0012492241,.013468014,76,2,1,3,2007
300,666.66669,.0066445186,576.36859,.99335545,86743.469,86455.281,1032414.7,11.90193,.86743468,.00066277635,.0066666668,77,2,1,3,2007
262,3053.4351,.030075187,2591.4917,.96992481,86167.102,84871.359,945959.38,10.978196,.86167103,.0030889043,.030534349,78,2,1,3,2007
247,2429.1499,.024,2005.8147,.97600001,83575.609,82572.703,861088.06,10.303102,.83575612,.0027533383,.024291499,79,2,1,3,2007
172,2906.9768,.028653296,2337.2434,.97134668,81569.797,80401.172,778515.31,9.5441618,.81569797,.0035136901,.029069766,80,2,1,3,2007
194,3608.2473,.035443038,2808.2424,.96455693,79232.555,77828.43,698114.19,8.8109512,.79232556,.004620844,.036082473,81,2,1,3,2007
147,4761.9048,.046511628,3554.6191,.95348835,76424.313,74647,620285.75,8.1163406,.76424313,.0064045554,.047619049,82,2,1,3,2007
160,3750,.036809817,2682.3201,.9631902,72869.695,71528.539,545638.75,7.4878693,.72869694,.0053028855,.037500001,83,2,1,3,2007
112,10714.286,.10169492,7137.6992,.89830506,70187.375,66618.523,474110.19,6.7549214,.70187378,.014935421,.10714286,84,2,1,3,2007
115,7826.0869,.075313807,4748.5112,.92468619,63049.676,60675.422,407491.69,6.463026,.63049674,.011062634,.078260869,85,2,1,3,2007
86,11627.907,.10989011,6406.7212,.8901099,58301.164,55097.805,346816.25,5.9487019,.58301163,.01557532,.11627907,86,2,1,3,2007
92,5434.7827,.052910052,2745.7375,.94708997,51894.441,50521.574,291718.44,5.6213813,.51894444,.0068544904,.054347824,87,2,1,3,2007
64,9375,.089552239,4401.3765,.91044778,49148.703,46948.016,241196.88,4.9074922,.49148703,.011000251,.09375,88,2,1,3,2007
70,11428.571,.1081081,4837.5488,.8918919,44747.328,42328.555,194248.86,4.3410158,.44747329,.011960401,.11428571,89,2,1,3,2007
38,13157.895,.12345679,4927.1333,.87654322,39909.781,37446.215,151920.31,3.8065934,.3990978,.01181619,.13157894,90,2,1,3,2007
30,13333.333,.125,4372.8311,.875,34982.648,32796.234,114474.09,3.2723107,.34982648,.0099459132,.13333334,91,2,1,3,2007
23,21739.131,.19607843,6001.9248,.80392158,30609.816,27608.854,81677.859,2.668355,.30609816,.012748213,.21739131,92,2,1,3,2007
21,14285.714,.13333333,3281.052,.86666667,24607.891,22967.365,54069.004,2.1972222,.24607891,.0060871416,.14285713,93,2,1,3,2007
15,40000,.33333334,7108.9463,.66666663,21326.838,17772.365,31101.639,1.4583334,.21326838,.011927744,.40000004,94,2,1,3,2007
15,13333.333,.125,1777.2365,.875,14217.892,13329.273,13329.273,.9375,.14217892,.0021675902,.13333334,95,2,1,3,2007
11,0,1,12440.655,0,12440.655,,,,.12440655,.013551552,,96,2,1,3,2007
395,506.3291,.0050603854,504.05743,.99493963,100000,99551.344,1915451.4,19.154514,1,0,.0050434573,65,2,1,,2007
421,1425.1781,.014164974,1409.3574,.98583502,99495.945,98692.609,1815900,18.250996,.99495947,.000070680966,.01425178,66,2,1,,2007
585,1025.641,.01020929,1001.3944,.98979074,98086.586,97535.82,1717207.4,17.507055,.98086584,.00018794218,.01025641,67,2,1,,2007
518,1544.4015,.015332719,1488.5801,.9846673,97085.195,96296.25,1619671.6,16.682993,.97085196,.00042124485,.015444015,68,2,1,,2007
536,1119.403,.011131725,1064.1553,.9888683,95596.617,95064.539,1523375.4,15.935452,.95596617,.00044795455,.01119403,69,2,1,,2007
592,1689.1892,.01675042,1583.4584,.9832496,94532.461,93740.734,1428310.8,15.109209,.9453246,.00081842631,.016891893,70,2,1,,2007
536,2052.2388,.020313943,1888.1606,.97968608,92949,92004.922,1334570.1,14.35809,.92948997,.0012374696,.020522388,71,2,1,,2007
509,3929.2732,.038535647,3509.0881,.96146435,91060.836,89306.289,1242565.1,13.645439,.91060835,.0028564252,.03929273,72,2,1,,2007
562,3380.783,.033245843,2910.7317,.96675414,87551.75,86096.383,1153258.9,13.172311,.87551749,.003172308,.033807829,73,2,1,,2007
561,2317.2905,.022907488,1938.9131,.9770925,84641.016,83671.563,1067162.5,12.608101,.84641016,.0025205871,.023172906,74,2,1,,2007
525,3047.6191,.030018762,2482.6147,.96998125,82702.102,81460.797,983490.94,11.891971,.827021,.0035515607,.030476192,75,2,1,,2007
455,3956.0439,.038793102,3111.9626,.96120691,80219.484,78663.5,902030.13,11.244527,.80219483,.0049380087,.039560437,76,2,1,,2007
559,5366.7261,.052264806,4030.0098,.94773519,77107.523,75092.516,823366.63,10.678162,.77107525,.0071137012,.053667262,77,2,1,,2007
423,3073.2861,.030267755,2211.8923,.96973222,73077.516,71971.57,748274.13,10.239458,.73077518,.0043517393,.030732863,78,2,1,,2007
394,5076.1421,.049504951,3508.1992,.95049506,70865.625,69111.523,676302.56,9.5434504,.70865625,.0072431182,.05076142,79,2,1,,2007
378,5555.5557,.054054055,3640.9419,.94594592,67357.422,65536.953,607191,9.0144634,.67357421,.0080054114,.05555556,80,2,1,,2007
330,8181.8184,.078602619,5008.2822,.92139739,63716.48,61212.34,541654.06,8.5010042,.63716483,.011578439,.081818178,81,2,1,,2007
547,5301.6455,.051647376,3032.1245,.94835263,58708.199,57192.137,480441.72,8.1835537,.58708197,.0073503768,.053016458,82,2,1,,2007
430,8837.209,.084632516,4712.0063,.91536748,55676.074,53320.07,423249.59,7.6020012,.55676073,.011628205,.088372096,83,2,1,,2007
401,6234.4141,.060459495,3081.2617,.93954051,50964.066,49423.438,369929.5,7.2586341,.50964069,.007700291,.062344141,84,2,1,,2007
382,7068.063,.068268016,3268.864,.931732,47882.805,46248.371,320506.06,6.6935525,.47882804,.0081575075,.070680626,85,2,1,,2007
364,7967.0332,.076618232,3418.2412,.92338175,44613.941,42904.82,274257.69,6.1473541,.44613943,.008446442,.079670332,86,2,1,,2007
312,10897.436,.10334346,4257.3062,.89665651,41195.699,39067.047,231352.88,5.6159472,.411957,.010313258,.10897435,87,2,1,,2007
262,10687.022,.10144927,3747.3733,.89855075,36938.395,35064.707,192285.83,5.2055817,.36938393,.0087291105,.10687023,88,2,1,,2007
220,7272.7271,.070175439,2329.1943,.92982459,33191.02,32026.422,157221.13,4.7368574,.33191019,.005164891,.07272727,89,2,1,,2007
191,14136.126,.13202934,4074.6663,.86797065,30861.824,28824.49,125194.7,4.0566201,.30861825,.008694239,.14136125,90,2,1,,2007
158,15822.785,.14662758,3927.7361,.85337245,26787.158,24823.291,96370.219,3.5976276,.26787159,.0077029346,.15822786,91,2,1,,2007
114,20175.439,.18326694,4189.3765,.81673306,22859.422,20764.734,71546.922,3.1298656,.22859421,.0073874998,.20175441,92,2,1,,2007
139,22302.158,.20064725,3746.0933,.79935277,18670.045,16796.998,50782.191,2.7199824,.18670045,.0056881947,.2230216,93,2,1,,2007
107,20560.748,.18644068,2782.4316,.81355929,14923.951,13532.735,33985.191,2.2772248,.14923951,.003532772,.20560749,94,2,1,,2007
101,14851.485,.13824885,1678.551,.86175114,12141.52,11302.244,20452.457,1.6845056,.1214152,.00179057,.14851485,95,2,1,,2007
83,154216.88,.87074834,9110.6123,.12925166,10462.969,5907.6626,9150.2129,.87453312,.10462969,.0085350331,1.5421687,96,2,1,,2007
486,38065.844,.31979257,432.47354,.68020743,1352.3564,1136.1196,3242.55,2.3977036,.013523565,.000057694902,.38065845,97,2,1,,2007
319,39498.434,.32984293,303.41687,.67015707,919.88293,768.1745,2106.4304,2.2898896,.0091988295,.000027654056,.3949843,98,2,1,,2007
229,37117.902,.31307548,193.00041,.68692452,616.46606,519.96588,1338.2559,2.1708508,.0061646607,.000011824474,.37117901,99,2,1,,2007
135,44444.445,.36363637,153.9875,.63636363,423.46564,346.47189,818.28992,1.9323643,.0042346562,6.4932278e-06,.44444445,100,2,1,,2007
90,54444.445,.42794761,115.32253,.57205236,269.47815,211.81688,471.81805,1.7508583,.0026947814,3.0993153e-06,.5444445,101,2,1,,2007
60,63333.332,.48101264,74.150795,.51898736,154.15561,117.08022,260.00116,1.686615,.0015415561,1.1413140e-06,.63333327,102,2,1,,2007
23,52173.914,.41379312,33.105442,.58620691,80.004814,63.452095,142.92096,1.7864045,.00080004812,2.6464755e-07,.52173918,103,2,1,,2007
20,45000,.36734694,17.22834,.63265306,46.899372,38.285202,79.468857,1.6944546,.00046899373,8.0761950e-08,.44999999,104,2,1,,2007
9,88888.891,.61538464,18.259098,.38461536,29.671032,20.541483,41.183659,1.388009,.00029671032,5.4160552e-08,.88888901,105,2,1,,2007
7,42857.145,.35294119,4.0277414,.64705884,11.411934,9.3980637,20.642174,1.8088235,.00011411934,4.5959077e-09,.42857143,106,2,1,,2007
