population,_Rx,_qx,_dx,_px,_lx,_Lx,_Tx,_ExpYL,_Surv,_SurvVar,_HRate,age,sex,level_income,level_education,year
2952,3624.6611,.035601396,2874.812,.96439862,80749.977,79312.57,911410.81,11.286824,.80749977,.0044687195,.036246613,73,1,1,2,2006
2854,4414.8564,.043195065,3363.8228,.95680493,77875.164,76193.25,832098.25,10.685027,.77875161,.0057957838,.044148564,74,1,1,2,2006
2725,4477.0645,.043790381,3262.8801,.9562096,74511.344,72879.906,755905,10.144831,.74511343,.0061968425,.044770643,75,1,1,2,2006
2603,4571.6479,.044694833,3184.438,.95530516,71248.461,69656.242,683025.06,9.586524,.7124846,.0065233307,.045716476,76,1,1,2,2006
2375,5305.2632,.051681705,3517.6648,.9483183,68064.023,66305.188,613368.88,9.0116463,.68064022,.0076463167,.05305263,77,1,1,2,2006
2322,5512.4893,.05364627,3462.6714,.94635373,64546.359,62815.023,547063.69,8.4755154,.64546359,.0079239896,.05512489,78,1,1,2,2006
2050,6048.7803,.058712117,3586.3525,.94128788,61083.688,59290.512,484248.63,7.9276261,.61083686,.0085253045,.060487799,79,1,1,2,2006
2078,6929.7402,.066976748,3850.9846,.93302327,57497.336,55571.844,424958.13,7.3909187,.57497334,.0094109969,.069297403,80,1,1,2,2006
1973,7805.3726,.075121954,4030.0188,.92487806,53646.352,51631.344,369386.28,6.8855805,.5364635,.010021464,.078053728,81,1,1,2,2006
1754,9293.0449,.088804148,4406.1362,.91119587,49616.332,47413.266,317754.94,6.4042406,.49616331,.011014692,.092930458,82,1,1,2,2006
1632,9436.2744,.090111174,4073.9438,.9098888,45210.195,43173.223,270341.69,5.9796619,.45210195,.010091394,.094362743,83,1,1,2,2006
1433,12212.143,.11509372,4734.5239,.88490629,41136.25,38768.988,227168.45,5.5223422,.4113625,.011464338,.12212142,84,1,1,2,2006
1320,12121.212,.11428571,4160.1973,.88571429,36401.727,34321.629,188399.47,5.1755643,.36401728,.0096312193,.12121212,85,1,1,2,2006
1209,11827.957,.11167513,3600.5769,.88832486,32241.529,30441.24,154077.83,4.7788625,.32241529,.0078659523,.11827957,86,1,1,2,2006
837,13739.546,.12856345,3682.1797,.87143654,28640.953,26799.863,123636.59,4.3167763,.28640953,.0075256061,.13739547,87,1,1,2,2006
643,19129.082,.1745919,4357.5996,.8254081,24958.773,22779.973,96836.727,3.8798673,.24958773,.0081615094,.19129081,88,1,1,2,2006
536,16604.479,.15331611,3158.4919,.84668386,20601.174,19021.928,74056.758,3.5947833,.20601174,.0051663737,.16604479,89,1,1,2,2006
393,18320.611,.16783217,2927.4431,.83216786,17442.682,15978.96,55034.828,3.1551816,.17442682,.0042155799,.18320611,90,1,1,2,2006
293,29010.238,.25335321,3677.4822,.74664676,14515.238,12676.497,39055.867,2.6906805,.14515239,.004563137,.29010239,91,1,1,2,2006
216,29629.629,.25806451,2796.8401,.74193549,10837.756,9439.3359,26379.371,2.4340253,.10837756,.0027026387,.29629627,92,1,1,2,2006
164,27439.023,.24128686,1940.1674,.75871313,8040.916,7070.8325,16940.035,2.1067295,.080409162,.0014346283,.27439025,93,1,1,2,2006
123,24390.244,.21739131,1326.2498,.78260869,6100.7485,5437.6235,9869.2031,1.6177037,.061007485,.00075974973,.24390246,94,1,1,2,2006
84,15476.19,.1436464,685.8396,.85635358,4774.499,4431.5791,4431.5791,.92817676,.047744989,.00031181975,.1547619,95,1,1,2,2006
1,0,1,4088.6594,0,4088.6594,,,,.040886596,.0016033631,,98,1,1,2,2006
2142,793.65082,.0079293717,788.07135,.99207062,100000,99296.984,1829883,18.29883,1,0,.007887763,65,1,1,3,2006
1988,2012.0724,.019948134,1979.0929,.98005188,99211.93,98083.844,1730586.1,17.443327,.99211931,.00015473702,.020120723,66,1,1,3,2006
1936,1136.3636,.011305823,1099.2972,.98869419,97232.836,96628.219,1632502.3,16.789619,.97232836,.000295776,.011363637,67,1,1,3,2006
1813,1434.0872,.014244858,1369.4086,.98575515,96133.539,95407.75,1535874,15.976463,.96133536,.00050900487,.014340871,68,1,1,3,2006
1708,2400.4685,.023719989,2247.8042,.97628003,94764.133,93640.234,1440466.3,15.200542,.94764131,.0011152987,.024004685,69,1,1,3,2006
1507,1924.353,.019060139,1763.374,.98093987,92516.328,91634.641,1346826,14.557712,.92516327,.0012208931,.019243531,70,1,1,3,2006
1347,2375.6497,.023477623,2130.6636,.97652239,90752.953,89687.625,1255191.4,13.83086,.90752953,.0017880461,.023756495,71,1,1,3,2006
1262,2297.9397,.02271837,2013.354,.97728163,88622.289,87615.609,1165503.8,13.151361,.8862229,.0020301025,.022979397,72,1,1,3,2006
1198,2003.3389,.01983471,1717.8632,.9801653,86608.938,85750.008,1077888.1,12.44546,.8660894,.0019923528,.020033387,73,1,1,3,2006
1194,3433.8359,.033758748,2865.8167,.96624124,84891.078,83458.172,992138.13,11.68719,.84891081,.0036757321,.034338359,74,1,1,3,2006
1130,3451.3274,.033927795,2782.936,.9660722,82025.258,80633.789,908679.94,11.078051,.8202526,.004103113,.034513272,75,1,1,3,2006
1032,3488.3721,.034285713,2716.8794,.96571428,79242.32,77883.883,828046.19,10.449545,.79242319,.0044689588,.034883719,76,1,1,3,2006
949,4425.7114,.043298971,3313.4727,.95670104,76525.438,74868.703,750162.31,9.802784,.76525438,.0059523261,.044257116,77,1,1,3,2006
911,5488.4741,.053418804,3910.8958,.94658118,73211.969,71256.523,675293.56,9.223814,.73211968,.0076700663,.054884743,78,1,1,3,2006
829,5186.9722,.050558493,3503.7576,.94944149,69301.07,67549.195,604037.06,8.7161293,.69301069,.0074541345,.05186972,79,1,1,3,2006
754,5305.0396,.051679585,3400.3779,.94832039,65797.313,64097.125,536487.88,8.1536446,.65797311,.0076523628,.053050399,80,1,1,3,2006
721,4715.6729,.046070464,2874.6558,.95392954,62396.934,60959.605,472390.75,7.5707364,.62396932,.0067448504,.047156733,81,1,1,3,2006
613,8646.0029,.082877241,4933.042,.91712278,59522.277,57055.758,411431.13,6.912221,.59522277,.011885308,.086460024,82,1,1,3,2006
605,6280.9917,.060897436,3324.3445,.93910259,54589.234,52927.063,354375.38,6.4916716,.54589236,.0082408469,.062809922,83,1,1,3,2006
476,11554.622,.10923535,5599.9385,.89076465,51264.891,48464.922,301448.31,5.8802099,.51264888,.013990886,.11554622,84,1,1,3,2006
430,11162.791,.10572688,4828.0127,.8942731,45664.953,43250.945,252983.39,5.5399899,.45664954,.011979301,.11162791,85,1,1,3,2006
383,11749.348,.11097411,4531.8433,.88902587,40836.941,38571.02,209732.45,5.1358514,.40836942,.010949108,.11749348,86,1,1,3,2006
303,13531.354,.1267388,4601.2646,.87326121,36305.098,34004.465,171161.44,4.714529,.36305097,.010640192,.13531354,87,1,1,3,2006
270,17407.408,.1601363,5076.9341,.83986372,31703.832,29165.365,137156.97,4.3261952,.31703833,.010992833,.17407408,88,1,1,3,2006
192,17708.334,.16267943,4331.6489,.83732057,26626.898,24461.074,107991.6,4.0557332,.266269,.0084627345,.17708334,89,1,1,3,2006
153,16339.869,.15105741,3367.8625,.84894258,22295.25,20611.318,83530.531,3.7465618,.2229525,.0058346428,.1633987,90,1,1,3,2006
93,22580.645,.20289855,3840.3394,.79710144,18927.387,17007.217,62919.211,3.3242419,.18927386,.0058929725,.22580646,91,1,1,3,2006
79,16455.695,.15204677,2293.9368,.8479532,15087.047,13940.078,45911.992,3.0431397,.15087047,.0029387297,.16455695,92,1,1,3,2006
62,27419.355,.24113476,3084.8635,.75886524,12793.11,11250.679,31971.914,2.499151,.1279311,.0034416199,.27419356,93,1,1,3,2006
41,39024.391,.32653061,3170.0398,.67346942,9708.2471,8123.2271,20721.234,2.1343951,.097082473,.0027787767,.39024389,94,1,1,3,2006
40,5000,.048780486,318.93692,.9512195,6538.207,6378.7388,12598.008,1.9268291,.065382071,.0001948936,.049999997,95,1,1,3,2006
1,100000,.66666669,4146.1802,.33333331,6219.27,4146.1797,6219.2695,.99999994,.062192701,.0024182501,1,97,1,1,3,2006
1,0,0,0,1,2073.0898,2073.0898,2073.0898,1,.020730898,0,0,98,1,1,3,2006
1,0,1,2073.0898,0,2073.0898,,,,.020730898,.0004208606,,100,1,1,3,2006
122,1639.3442,.016363023,1615.5615,.98363698,100000,98549.258,1826790.6,18.267906,1,0,.016185267,65,1,1,,2006
112,892.85712,.008894423,875.07281,.99110556,98384.438,97885.648,1728241.4,17.566206,.9838444,.0001390893,.0089285709,66,1,1,,2006
119,1680.6722,.016680567,1626.5115,.98331946,97509.367,96614.789,1630355.8,16.719992,.97509366,.00039501477,.016806722,67,1,1,,2006
124,1612.9032,.016007684,1534.8625,.98399234,95882.859,95069.383,1533741,15.995987,.95882857,.00060590758,.016129034,68,1,1,,2006
105,952.38098,.0094786733,894.29388,.99052131,94348,93900.852,1438671.6,15.248565,.94348001,.00047688649,.0095238099,69,1,1,,2006
89,2247.1909,.022222221,2076.7488,.97777778,93453.703,92415.328,1344770.8,14.3897,.93453705,.0012705041,.022471908,70,1,1,,2006
106,943.39624,.0093896715,857.99957,.9906103,91376.953,90947.953,1252355.4,13.705375,.91376954,.00067605876,.0094339624,71,1,1,,2006
117,4273.5044,.041841004,3787.4038,.95815897,90518.953,88625.25,1161407.5,12.830545,.90518951,.0032504052,.04273504,72,1,1,,2006
108,3703.7036,.036363635,3153.8743,.96363634,86731.547,85154.609,1072782.3,12.368997,.86731547,.0036294579,.037037034,73,1,1,,2006
101,990.099,.0098522166,823.42535,.99014777,83577.672,83165.961,987627.56,11.816883,.83577675,.001130184,.0099009899,74,1,1,,2006
84,1190.4762,.01183432,979.34027,.98816568,82754.25,82264.578,904461.63,10.929488,.82754248,.0013976744,.011904762,75,1,1,,2006
115,1739.1305,.017241379,1409.9122,.98275864,81774.906,81069.953,822197.06,10.054393,.81774908,.00210127,.017391305,76,1,1,,2006
93,3225.8064,.03174603,2551.2695,.96825397,80364.992,79089.359,741127.06,9.2220135,.8036499,.0040258197,.032258064,77,1,1,,2006
79,5063.291,.049382716,3842.6528,.95061731,77813.719,75892.391,662037.75,8.5079823,.77813721,.0066339443,.050632913,78,1,1,,2006
78,10256.41,.097560972,7216.689,.902439,73971.063,70362.719,586145.31,7.9239812,.73971063,.013894927,.1025641,79,1,1,,2006
87,8045.9771,.077348068,5163.3218,.92265195,66754.375,64172.715,515782.63,7.7265739,.66754377,.011458914,.080459766,80,1,1,,2006
116,12068.966,.11382114,7010.3643,.88617885,61591.055,58085.871,451609.91,7.3323946,.61591053,.01658405,.12068966,81,1,1,,2006
138,8695.6523,.083333336,4548.3911,.91666669,54580.691,52306.496,393524.03,7.2099495,.54580688,.011275539,.086956523,82,1,1,,2006
114,8771.9297,.084033616,4204.395,.91596639,50032.301,47930.102,341217.53,6.8199449,.500323,.010510983,.087719299,83,1,1,,2006
107,14953.271,.13913044,6376.0571,.86086953,45827.906,42639.879,293287.44,6.3997564,.45827907,.015829159,.14953272,84,1,1,,2006
94,10638.298,.1010101,3985.0352,.89898992,39451.848,37459.328,250647.56,6.3532529,.39451846,.009519198,.10638298,85,1,1,,2006
75,6666.6665,.064516127,2288.1814,.93548387,35466.813,34322.723,213188.23,6.010922,.35466811,.0052371584,.066666663,86,1,1,,2006
71,7042.2534,.068027213,2257.05,.9319728,33178.633,32050.107,178865.5,5.3909845,.33178633,.0050039738,.070422545,87,1,1,,2006
45,11111.111,.10526316,3254.9033,.89473683,30921.582,29294.131,146815.39,4.7479911,.30921581,.0069525191,.11111111,88,1,1,,2006
41,2439.0244,.024096387,666.66699,.97590363,27666.68,27333.346,117521.27,4.2477546,.27666679,.0013341492,.024390245,89,1,1,,2006
35,14285.714,.13333333,3600.0015,.86666667,27000.012,25200.012,90187.922,3.340292,.27000013,.0070956051,.14285713,90,1,1,,2006
27,18518.518,.16949151,3966.103,.83050847,23400.01,21416.959,64987.91,2.7772601,.2340001,.0071090041,.18518516,91,1,1,,2006
26,15384.615,.14285713,2776.2722,.85714287,19433.906,18045.77,43570.949,2.2420068,.19433907,.004346848,.15384614,92,1,1,,2006
14,28571.428,.25,4164.4087,.75,16657.635,14575.431,25525.182,1.5323412,.16657634,.0057813926,.2857143,93,1,1,,2006
17,5882.353,.057142857,713.89868,.94285715,12493.227,12136.277,10949.751,.87645501,.12493227,.00078046398,.05882353,94,1,1,,2006
13,315384.63,1.2238806,14416.492,-.22388065,11779.328,4571.082,-1186.5264,-.10072955,.11779328,.014981334,3.1538467,95,1,1,,2006
160,47500,.38383839,-1012.2448,.61616158,-2637.1641,-2131.0417,-5757.6084,2.1832576,-.026371641,.00027398535,.47500002,96,1,1,,2006
119,41176.469,.34146342,-554.85046,.65853655,-1624.9192,-1347.4939,-3626.5667,2.2318444,-.016249191,.000091623711,.41176471,97,1,1,,2006
83,53012.047,.41904762,-448.40976,.58095241,-1070.0687,-845.86383,-2279.0728,2.1298378,-.010700687,.000048496371,.53012049,98,1,1,,2006
55,43636.363,.35820895,-222.68379,.64179105,-621.65894,-510.31705,-1433.209,2.3054588,-.0062165894,.000013929395,.43636364,99,1,1,,2006
27,48148.148,.38805971,-154.82619,.61194026,-398.97516,-321.56207,-922.89197,2.3131564,-.0039897515,6.2018253e-06,.48148149,100,1,1,,2006
15,40000,.33333334,-81.382996,.66666663,-244.14897,-203.45747,-601.32983,2.4629629,-.0024414896,1.9918084e-06,.40000004,101,1,1,,2006
8,25000,.22222222,-36.170216,.77777779,-162.76598,-144.68086,-397.87238,2.4444444,-.0016276598,5.8968635e-07,.24999999,102,1,1,,2006
7,28571.428,.25,-31.648941,.75,-126.59576,-110.77129,-253.19153,2,-.0012659576,4.0116939e-07,.2857143,103,1,1,,2006
5,40000,.33333334,-31.648941,.66666663,-94.946823,-79.122353,-142.42023,1.4999999,-.00094946823,3.0078195e-07,.40000001,104,1,1,,2006
1,0,0,0,1,-63.297882,-63.297882,-63.297882,1,-.0006329788,0,0,106,1,1,,2006
1,0,1,-63.297882,0,-63.297882,,,,-.0006329788,4.0091578e-07,,108,1,1,,2006
3598,1028.3491,.010271513,1018.9843,.98972851,100000,99089.328,1683978.5,16.839785,1,0,.010201631,65,1,2,1,2006
3696,1515.1515,.01505344,1490.0048,.98494655,98981.016,98131.711,1584889.1,16.012051,.98981017,.00015028186,.015151516,66,1,2,1,2006
3849,1896.5966,.018805467,1833.3639,.98119456,97491.008,96482.656,1486757.4,15.2502,.97491008,.00044844844,.018965965,67,1,2,1,2006
3712,1778.0172,.01763282,1686.714,.98236716,95657.641,94763.68,1390274.8,14.53386,.95657641,.00070062699,.017780172,68,1,2,1,2006
3642,1922.0209,.019037258,1788.9489,.98096275,93970.93,93076.453,1295511.1,13.786297,.93970931,.0010135419,.019220209,69,1,2,1,2006
3564,2861.9529,.028215768,2600.9854,.97178423,92181.984,90881.492,1202434.6,13.044139,.92181987,.0018744783,.028619528,70,1,2,1,2006
3536,2969.457,.029260136,2621.1523,.97073984,89581,88270.422,1111553.1,12.408358,.89581001,.0024464377,.02969457,71,1,2,1,2006
3444,2787.4565,.027491409,2390.6487,.97250861,86959.844,85764.516,1023282.7,11.767302,.86959845,.0027109236,.027874565,72,1,2,1,2006
3369,3829.0293,.037570991,3177.3484,.96242899,84569.195,82980.523,937518.19,11.085812,.84569198,.0041463464,.038290292,73,1,2,1,2006
3477,3853.897,.037810382,3077.4565,.96218961,81391.844,79853.117,854537.69,10.499058,.81391841,.0046609691,.038538966,74,1,2,1,2006
3311,4409.5439,.043144207,3378.8123,.95685577,78314.391,76624.984,774684.56,9.8919821,.78314388,.0057382216,.044095438,75,1,2,1,2006
3444,5313.5889,.051760715,3878.719,.94823927,74935.578,72996.219,698059.56,9.3154621,.74935579,.0072850757,.053135891,76,1,2,1,2006
3220,5590.062,.054380663,3864.1191,.94561934,71056.859,69124.797,625063.31,8.7966642,.71056861,.0079469811,.055900618,77,1,2,1,2006
3179,5347.5938,.052083336,3499.6221,.94791669,67192.742,65442.93,555938.56,8.2737885,.67192739,.0077146008,.053475939,78,1,2,1,2006
3041,6149.293,.059658639,3799.845,.94034135,63693.121,61793.199,490495.63,7.7009201,.63693124,.0087871356,.061492931,79,1,2,1,2006
2982,7746.479,.074576274,4466.6177,.92542374,59893.277,57659.969,428702.41,7.1577716,.5989328,.010729365,.077464797,80,1,2,1,2006
2626,9101.2949,.087051541,4824.9761,.91294849,55426.66,53014.172,371042.44,6.6942954,.55426657,.011920351,.091012947,81,1,2,1,2006
2582,9411.3086,.089883476,4548.2554,.91011655,50601.684,48327.555,318028.28,6.284935,.50601685,.011368992,.094113082,82,1,2,1,2006
2443,10642.652,.10104936,4653.6694,.89895064,46053.43,43726.594,269700.72,5.856257,.4605343,.011561691,.10642652,83,1,2,1,2006
2223,11336.032,.1072797,4441.354,.89272028,41399.762,39179.086,225974.13,5.4583435,.41399762,.010774884,.11336033,84,1,2,1,2006
2103,12791.251,.12022347,4443.2681,.87977654,36958.406,34736.773,186795.03,5.0541959,.36958405,.010352444,.12791252,85,1,2,1,2006
1946,14080.164,.13154104,4277.0752,.86845899,32515.139,30376.602,152058.27,4.6765375,.32515138,.0093850987,.14080164,86,1,2,1,2006
1411,14741.318,.13729373,3876.9089,.8627063,28238.063,26299.607,121681.66,4.3091364,.28238061,.0078562377,.14741318,87,1,2,1,2006
1141,18229.623,.16706827,4069.9761,.83293176,24361.154,22326.166,95382.055,3.915334,.24361154,.0074995398,.18229623,88,1,2,1,2006
945,19682.539,.17919074,3635.9912,.82080925,20291.178,18473.182,73055.891,3.6003771,.20291178,.005880801,.19682539,89,1,2,1,2006
805,21987.578,.19809738,3299.3489,.80190265,16655.188,15005.513,54582.707,3.2772195,.16655187,.0045799036,.21987578,90,1,2,1,2006
603,26368.16,.23296703,3111.4702,.76703298,13355.839,11800.104,39577.195,2.9632878,.13355839,.0036006104,.26368159,91,1,2,1,2006
489,28629.857,.25044724,2565.6741,.74955273,10244.369,8961.5322,27777.092,2.7114496,.1024437,.0023591113,.2862986,92,1,2,1,2006
355,29859.154,.25980392,1994.9552,.74019611,7678.6953,6681.2178,18815.559,2.4503589,.07678695,.0014142379,.29859155,93,1,2,1,2006
264,31818.182,.27450982,1560.2426,.72549021,5683.7402,4903.6191,12134.342,2.134922,.056837402,.00083639781,.31818184,94,1,2,1,2006
162,17901.234,.16430594,677.51514,.83569407,4123.4976,3784.74,7230.7227,1.7535411,.041234974,.00026785323,.17901233,95,1,2,1,2006
1,0,0,0,1,3445.9824,3445.9824,3445.9824,1,.034459826,0,0,96,1,2,1,2006
0,,1,3445.9824,0,3445.9824,,,,.034459826,.0011465593,,97,1,2,1,2006
5666,811.86023,.0081111351,806.02185,.99188888,100000,99280.867,1798163.5,17.981634,1,0,.008067593,65,1,2,2,2006
5050,1643.5643,.016320303,1618.8757,.98367971,99193.977,98271.219,1698882.6,17.126873,.99193978,.00012943316,.016435644,66,1,2,2,2006
4852,1380.8739,.013723462,1339.0682,.98627657,97575.102,96838.617,1600611.4,16.403891,.97575104,.0003168362,.013808739,67,1,2,2,2006
4520,1769.9115,.017553098,1689.2405,.98244691,96236.031,95340.734,1503772.8,15.625881,.96236032,.00061189244,.017699115,68,1,2,2,2006
4091,1637.7413,.016244393,1535.8552,.98375559,94546.789,93778.859,1408432,14.896667,.94546789,.00079186173,.016377414,69,1,2,2,2006
3818,2016.7627,.019966291,1857.0835,.9800337,93010.938,92082.398,1314653.1,14.134393,.93010938,.0012072142,.020167628,70,1,2,2,2006
3463,2310.1357,.022837568,2081.7322,.97716242,91153.852,90112.984,1222570.8,13.412168,.91153854,.0016786263,.023101356,71,1,2,2,2006
3198,2564.1025,.025316456,2254.9905,.97468352,89072.117,87944.625,1132457.8,12.713943,.89072114,.0021949396,.025641028,72,1,2,2,2006
2977,2687.269,.026516408,2302.0784,.97348356,86817.125,85666.086,1044513.1,12.031188,.86817127,.0026347267,.026872693,73,1,2,2,2006
2888,2770.083,.027322404,2309.1543,.97267759,84515.047,83360.469,958847.06,11.345283,.84515047,.0030220167,.02770083,74,1,2,2,2006
2798,3288.063,.032348804,2659.2622,.96765119,82205.891,80876.258,875486.63,10.649925,.82205892,.0038899172,.032880627,75,1,2,2,2006
2630,3612.1672,.035480857,2822.3823,.96451914,79546.625,78135.438,794610.38,9.9892406,.79546624,.0045920075,.03612167,76,1,2,2,2006
2408,4651.1626,.045454543,3487.4653,.95454544,76724.242,74980.508,716474.88,9.3383112,.76724243,.0062279673,.046511624,77,1,2,2,2006
2344,4010.239,.039314095,2879.2375,.96068591,73236.773,71797.156,641494.38,8.7591839,.73236775,.0056434562,.040102392,78,1,2,2,2006
2163,5270.4575,.05135135,3612.9546,.94864863,70357.539,68551.063,569697.25,8.0971746,.70357537,.007535072,.052704576,79,1,2,2,2006
2019,7330.3613,.070711896,4719.6362,.92928809,66744.586,64384.77,501146.19,7.5084171,.66744584,.010475794,.073303618,80,1,2,2,2006
1918,7924.9219,.076228686,4728.0806,.92377132,62024.949,59660.91,436761.41,7.0417051,.62024951,.011136523,.079249218,81,1,2,2,2006
1776,7713.9639,.074274868,4255.7173,.9257251,57296.867,55169.008,377100.5,6.5815206,.57296866,.0104127,.077139638,82,1,2,2,2006
1666,8583.4336,.082302161,4365.4009,.91769785,53041.148,50858.449,321931.5,6.0694671,.53041148,.010873129,.085834332,83,1,2,2,2006
1401,11420.414,.10803511,5258.6895,.89196491,48675.746,46046.402,271073.03,5.5689549,.48675746,.013137502,.11420414,84,1,2,2,2006
1331,12622.089,.11872791,5154.8164,.88127208,43417.055,40839.648,225026.64,5.182909,.43417054,.012663656,.12622088,85,1,2,2,2006
1194,12479.062,.11746156,4494.3423,.88253844,38262.238,36015.066,184187,4.8138061,.38262239,.010616648,.12479061,86,1,2,2,2006
