population,_Rx,_qx,_dx,_px,_lx,_Lx,_Tx,_ExpYL,_Surv,_SurvVar,_HRate,age,sex,level_income,level_education,year
117,15384.615,.14285713,4551.0679,.85714287,31857.477,29581.943,113172.18,3.5524528,.31857476,.0098796794,.15384614,89,2,4,,2007
96,22916.666,.20560747,5614.4014,.79439253,27306.408,24499.207,83590.234,3.0611949,.27306408,.011144591,.22916666,90,2,4,,2007
84,25000,.22222222,4820.4463,.77777779,21692.008,19281.785,59091.027,2.724092,.21692008,.0081882877,.25,91,2,4,,2007
80,23750,.2122905,3581.6724,.78770947,16871.563,15080.727,39809.242,2.3595469,.16871563,.0050233193,.2375,92,2,4,,2007
64,31250,.27027026,3591.8621,.72972977,13289.891,11493.96,24728.516,1.8607012,.13289891,.0041391468,.31249997,93,2,4,,2007
57,19298.246,.176,1706.853,.824,9698.0283,8844.6016,13234.555,1.3646644,.096980281,.0014947783,.19298247,94,2,4,,2007
42,28571.428,.25,1997.7938,.75,7991.1753,6992.2783,4389.9536,.5493502,.079911754,.0014688952,.2857143,95,2,4,,2007
33,366666.66,1.2941177,7756.1406,-.29411769,5993.3813,2115.311,-2602.325,-.43419978,.059933815,.0043699457,3.6666667,96,2,4,,2007
527,33017.078,.28338763,-499.54419,.71661234,-1762.7593,-1512.9872,-4717.6357,2.6762791,-.017627593,.000089609857,.33017081,97,2,4,,2007
365,32876.711,.28235292,-356.67249,.71764708,-1263.2151,-1084.8789,-3204.6487,2.5368986,-.012632151,.000045624554,.32876712,98,2,4,,2007
241,33609.957,.28774422,-260.85239,.71225578,-906.5426,-776.11639,-2119.7698,2.3383014,-.009065426,.000023861754,.33609957,99,2,4,,2007
125,42400,.34983498,-225.88501,.65016502,-645.69019,-532.74768,-1343.6534,2.0809569,-.0064569018,.000014679348,.42399999,100,2,4,,2007
74,44594.594,.36464089,-153.07814,.63535911,-419.80518,-343.26611,-810.90576,1.9316241,-.004198052,6.4532778e-06,.44594598,101,2,4,,2007
33,57575.758,.44705883,-119.24268,.5529412,-266.72705,-207.10571,-467.63962,1.7532516,-.0026672706,3.1890083e-06,.57575756,102,2,4,,2007
23,39130.434,.32727271,-48.267612,.67272729,-147.48438,-123.35057,-260.53391,1.7665187,-.0014748437,7.1292169e-07,.39130434,103,2,4,,2007
12,41666.668,.34482759,-34.212677,.65517241,-99.216766,-82.110428,-137.18333,1.3826628,-.00099216762,3.3978390e-07,.41666666,104,2,4,,2007
5,120000,.75,-48.753067,.25,-65.004089,-40.627556,-55.07291,.84722227,-.00065004092,3.1712091e-07,1.2,105,2,4,,2007
4,25000,.22222222,-3.6113384,.77777779,-16.251022,-14.445354,-14.445354,.8888889,-.00016251023,5.8697482e-09,.25,106,2,4,,2007
1,0,1,-12.639684,0,-12.639684,,,,-.00012639684,1.5978182e-08,,107,2,4,,2007
3752,1279.3177,.012774644,1264.8281,.98722535,100000,98867.398,1555191.5,15.551915,1,0,.012666449,65,1,1,1,2008
3555,2728.5513,.02696909,2662.7979,.97303092,98735.172,97217.375,1456324.1,14.749801,.98735172,.0003325383,.027285513,66,1,1,1,2008
3629,2948.4707,.029098623,2795.5737,.97090137,96072.375,94534.813,1359106.8,14.146697,.96072376,.0010548711,.029484706,67,1,1,1,2008
3493,3464.071,.034085754,3179.4102,.96591425,93276.805,91591.719,1264571.9,13.557196,.93276805,.0019938659,.034640707,68,1,1,1,2008
3707,3452.927,.033943251,3058.1982,.96605676,90097.391,88568.289,1172980.3,13.019026,.90097392,.0027285221,.034529269,69,1,1,1,2008
3557,3092.4937,.030454041,2650.6953,.96954596,87039.195,85713.844,1084411.9,12.458891,.87039196,.002990244,.030924937,70,1,1,1,2008
3380,3757.3965,.036881082,3112.3391,.96311891,84388.5,82832.328,998698.06,11.834528,.843885,.0041002925,.037573967,71,1,1,1,2008
3286,4169.2026,.040840663,3319.3723,.95915931,81276.164,79616.477,915865.75,11.268565,.81276166,.0050514257,.041692026,72,1,1,1,2008
3335,4467.7661,.043701421,3406.8225,.95629859,77956.789,76253.375,836249.25,10.727087,.7795679,.0058543449,.04467766,73,1,1,1,2008
3185,4803.7676,.04691093,3497.2085,.95308906,74549.969,72801.367,759995.88,10.194449,.74549967,.0066352501,.048037678,74,1,1,1,2008
3149,4890.4414,.047737136,3391.8552,.95226288,71052.758,69356.828,687194.5,9.6716089,.7105276,.0069763046,.048904415,75,1,1,1,2008
3161,5061.6895,.04936748,3340.2485,.95063251,67660.906,65990.781,617837.69,9.1313839,.67660904,.0073087723,.050616898,76,1,1,1,2008
3062,6270.4116,.060797974,3910.5657,.93920201,64320.656,62365.375,551846.88,8.5796213,.64320654,.0089744302,.062704116,77,1,1,1,2008
3070,6872.9644,.06644623,4014.0227,.93355376,60410.09,58403.078,489481.53,8.1026449,.60410088,.0096000573,.068729639,78,1,1,1,2008
2857,7105.3555,.068615854,3869.6643,.93138415,56396.066,54461.234,431078.44,7.6437678,.56396067,.0095158536,.071053557,79,1,1,1,2008
2841,7673.3545,.073898308,3881.6123,.92610168,52526.402,50585.598,376617.22,7.1700554,.52526402,.0096792551,.076733552,80,1,1,1,2008
2569,9264.3057,.088541672,4307.0908,.91145831,48644.789,46491.242,326031.63,6.7022929,.4864479,.010759817,.092643052,81,1,1,1,2008
2533,9514.4102,.090823442,4026.9023,.90917659,44337.699,42324.25,279540.38,6.304801,.44337699,.0099381469,.095144093,82,1,1,1,2008
2204,11479.129,.1085604,4376.1563,.89143962,40310.797,38122.719,237216.13,5.8846798,.40310797,.010529554,.1147913,83,1,1,1,2008
2130,11690.141,.11044578,3968.8293,.8895542,35934.641,33950.227,199093.41,5.540431,.35934642,.0091369031,.11690141,84,1,1,1,2008
1934,13185.108,.12369633,3954.0537,.87630367,31965.811,29988.783,165143.19,5.1662445,.3196581,.0085991491,.13185109,85,1,1,1,2008
1755,14586.895,.13595326,3808.2898,.86404675,28011.758,26107.613,135154.39,4.8249164,.28011757,.0076794815,.14586894,86,1,1,1,2008
1580,15569.62,.14445096,3496.2144,.85554904,24203.469,22455.361,109046.78,4.5054197,.24203469,.0064139417,.1556962,87,1,1,1,2008
1364,19354.838,.17647058,3654.2209,.82352942,20707.254,18880.143,86591.422,4.181695,.20707254,.0059999935,.19354837,88,1,1,1,2008
1007,18470.705,.16909091,2883.5129,.83090907,17053.033,15611.276,67711.281,3.9706297,.17053033,.0040787216,.18470706,89,1,1,1,2008
762,20603.674,.18679357,2646.7751,.81320643,14169.521,12846.133,52100.004,3.6769066,.1416952,.0032189463,.20603672,90,1,1,1,2008
618,23300.971,.20869565,2404.7468,.79130435,11522.745,10320.372,39253.871,3.4066422,.11522745,.0024516415,.23300971,91,1,1,1,2008
482,29045.643,.25362319,2312.5356,.74637681,9117.998,7961.7305,28933.5,3.1732295,.091179982,.0019163104,.29045641,92,1,1,1,2008
328,37804.879,.31794873,2163.7881,.6820513,6805.4624,5723.5684,20971.77,3.0816083,.068054624,.0013723435,.37804878,93,1,1,1,2008
274,28832.117,.25199363,1169.6724,.74800634,4641.6743,4056.8381,15248.201,3.2850649,.046416745,.00051772309,.28832117,94,1,1,1,2008
188,36702.129,.31011236,1076.7107,.68988764,3472.002,2933.6465,11191.362,3.2233169,.034720019,.00036085461,.36702126,95,1,1,1,2008
114,38596.492,.32352942,774.9472,.67647058,2395.2913,2007.8176,8257.7158,3.4474788,.023952913,.00018117622,.38596493,96,1,1,1,2008
81,25925.926,1,1620.344,0,1620.344,6249.8984,6249.8984,3.8571429,.016203441,.00025829725,,97,1,1,1,2008
7232,1023.2301,.010220442,1013.9582,.98977953,100000,99093.859,1656725.9,16.567259,1,0,.010151254,65,1,1,2,2008
6105,2227.6821,.022065455,2184.1721,.97793454,98986.039,97741.063,1557632.1,15.735877,.98986042,.0002192204,.022276822,66,1,1,2,2008
5717,1924.0861,.019075695,1846.563,.98092431,96801.867,95786.258,1459891,15.081227,.96801865,.00057166896,.01924086,67,1,1,2,2008
4909,2770.4216,.027348118,2596.8489,.9726519,94955.305,93578.977,1364104.8,14.365756,.94955307,.0012439435,.027704217,68,1,1,2,2008
4651,2881.1008,.028401865,2623.1523,.97159815,92358.453,91046.875,1270525.8,13.756464,.92358452,.0018513199,.028811008,69,1,1,2,2008
4325,2774.5664,.02736602,2455.698,.97263396,89735.297,88507.445,1179478.9,13.143979,.89735299,.0022619581,.027745664,70,1,1,2,2008
3879,3196.7002,.031464096,2746.1738,.9685359,87279.602,85906.516,1090971.5,12.49973,.872796,.0030488884,.031967003,71,1,1,2,2008
3647,3043.5974,.029979743,2534.2905,.97002023,84533.43,83266.281,1005064.9,11.889556,.84533429,.0033134385,.030435976,72,1,1,2,2008
3281,3840.2925,.037679426,3089.6807,.96232057,81999.141,80454.297,921798.63,11.241565,.81999141,.0045605386,.038402926,73,1,1,2,2008
2975,4873.9497,.047579985,3754.511,.95242,78909.461,77032.203,841344.38,10.662148,.78909463,.0062484187,.048739497,74,1,1,2,2008
2800,4250,.041615669,3127.6235,.95838434,75154.953,73591.141,764312.13,10.169817,.75154954,.0058399872,.0425,75,1,1,2,2008
2628,5060.8828,.049359806,3555.2549,.9506402,72027.328,70249.703,690721,9.5897074,.72027326,.0071631162,.050608825,76,1,1,2,2008
2511,5774.5918,.05612541,3843.0229,.9438746,68472.07,66550.563,620471.31,9.0616703,.6847207,.0082962513,.057745915,77,1,1,2,2008
2442,5937.7559,.057665538,3726.8687,.94233447,64629.047,62765.613,553920.75,8.5707712,.64629048,.008519588,.059377555,78,1,1,2,2008
2129,5495.5376,.053485714,3257.3965,.94651431,60902.18,59273.48,491155.13,8.0646563,.60902178,.0077563254,.054955378,79,1,1,2,2008
2111,6252.9604,.060633898,3495.2278,.9393661,57644.781,55897.168,431881.66,7.4921207,.57644778,.0085337991,.062529601,80,1,1,2,2008
1828,7986.8711,.076801687,4158.7773,.92319834,54149.555,52070.164,375984.47,6.9434452,.54149556,.010325334,.079868719,81,1,1,2,2008
1808,8462.3896,.081188649,4058.6836,.91881132,49990.777,47961.438,323914.31,6.4794812,.49990776,.010146708,.084623896,82,1,1,2,2008
1660,10000,.095238097,4374.4854,.90476191,45932.094,43744.852,275952.88,6.0078444,.45932093,.010863825,.10000001,83,1,1,2,2008
1469,10551.396,.10022632,4165.1665,.89977366,41557.609,39475.027,232208.03,5.5876179,.4155761,.010116048,.10551397,84,1,1,2,2008
1367,12435.991,.11707989,4377.9028,.88292009,37392.441,35203.488,192733,5.1543303,.3739244,.010248887,.12435991,85,1,1,2,2008
1116,14068.101,.13143575,4339.2905,.86856425,33014.539,30844.895,157529.52,4.7715197,.33014539,.0095963161,.140681,86,1,1,2,2008
1034,17794.971,.16341031,4685.8311,.83658969,28675.248,26332.332,126684.62,4.4179082,.28675249,.00958372,.17794971,87,1,1,2,2008
874,14530.893,.13546667,3249.7664,.86453331,23989.418,22364.535,100352.29,4.1831899,.23989418,.0059257853,.14530891,88,1,1,2,2008
630,20793.65,.1883537,3906.3904,.81164628,20739.652,18786.457,77987.75,3.7603209,.20739652,.0064214496,.20793651,89,1,1,2,2008
433,22632.795,.2033195,3422.5305,.79668051,16833.262,15121.996,59201.297,3.5169237,.16833262,.0047914316,.22632796,90,1,1,2,2008
345,16521.738,.15261044,2046.6176,.84738958,13410.731,12387.423,44079.301,3.2868679,.13410732,.0023765846,.16521738,91,1,1,2,2008
257,29571.984,.25762713,2927.7041,.74237287,11364.114,9900.2617,31691.877,2.7887678,.11364114,.0029489836,.29571986,92,1,1,2,2008
175,25714.285,.2278481,1922.22,.77215189,8436.4102,7475.3003,21791.615,2.5830436,.084364101,.0014848534,.25714284,93,1,1,2,2008
117,28205.129,.24719101,1610.2493,.75280899,6514.1904,5709.0659,14316.315,2.1977122,.065141901,.00098061655,.28205127,94,1,1,2,2008
96,39583.332,.33043477,1620.4327,.6695652,4903.9414,4093.7251,8607.249,1.7551696,.049039412,.00075568148,.39583331,95,1,1,2,2008
51,49019.609,.39370081,1292.7201,.60629916,3283.5088,2637.1487,4513.5244,1.374604,.032835089,.00041052842,.49019614,96,1,1,2,2008
41,12195.122,.11494253,228.82628,.88505745,1990.7887,1876.3756,1876.3756,.94252878,.019907886,.000044647582,.12195121,97,1,1,2,2008
2,0,1,1761.9624,0,1761.9624,,,,.017619625,.00030498113,,100,1,1,2,2008
3064,718.01569,.0071743154,713.44855,.99282569,100000,99363.922,1831856.3,18.318562,1,0,.0071402625,65,1,1,3,2008
2715,1178.6372,.011726938,1164.3273,.98827308,99286.555,98622.891,1732492.3,17.449415,.99286556,.000082475563,.011786371,66,1,1,3,2008
2139,1589.5278,.01578239,1548.6033,.98421758,98122.227,97270.492,1633869.4,16.651369,.98122227,.00028533209,.015895279,67,1,1,3,2008
1963,1528.2731,.01517374,1465.3831,.98482627,96573.625,95796.969,1536598.9,15.911165,.96573627,.00048489126,.015282731,68,1,1,3,2008
1855,2156.3342,.021333333,2028.9758,.97866666,95108.242,94093.758,1440801.9,15.149075,.95108241,.00094397413,.021563342,69,1,1,3,2008
1723,2205.4556,.021814007,2030.4318,.97818601,93079.266,92064.047,1346708.1,14.468401,.93079263,.0013079576,.022054557,70,1,1,3,2008
1669,2456.5608,.024267534,2209.5308,.97573245,91048.836,89944.07,1254644.1,13.779903,.91048837,.0018007521,.024565607,71,1,1,3,2008
1500,2333.3333,.02306425,2049.012,.97693574,88839.305,87814.797,1164700,13.110188,.88839304,.0020316127,.023333333,72,1,1,3,2008
1298,3158.7058,.031095944,2698.8259,.96890408,86790.289,85440.875,1076885.3,12.4079,.86790287,.0030941358,.031587057,73,1,1,3,2008
1178,3735.1443,.036666665,3083.3535,.96333331,84091.461,82549.781,991444.38,11.790071,.84091461,.0041248249,.037351441,74,1,1,3,2008
1143,3237.0955,.03185536,2580.5425,.96814466,81008.109,79717.836,908894.63,11.219798,.81008106,.0039701574,.032370955,75,1,1,3,2008
1134,3527.3369,.034662046,2718.46,.96533793,78427.57,77068.344,829176.75,10.572516,.78427571,.0045992895,.035273369,76,1,1,3,2008
1049,3908.4844,.038335674,2902.3596,.96166432,75709.109,74257.93,752108.44,9.9341869,.7570911,.0053375605,.039084844,77,1,1,3,2008
967,3722.8542,.036548223,2660.9573,.9634518,72806.75,71476.273,677850.5,9.3102703,.72806752,.0052683023,.03722854,78,1,1,3,2008
878,6036.4463,.058595907,4110.2563,.9414041,70145.789,68090.664,606374.19,8.6444845,.70145792,.0086074816,.060364466,79,1,1,3,2008
843,5693.9502,.055363324,3655.9465,.9446367,66035.531,64207.559,538283.56,8.1514235,.66035533,.0081997821,.056939505,80,1,1,3,2008
740,7432.4326,.071661241,4470.1987,.92833877,62379.586,60144.488,474076,7.5998583,.62379587,.01049042,.074324332,81,1,1,3,2008
656,9146.3418,.087463558,5064.9609,.91253644,57909.387,55376.906,413931.5,7.1479173,.57909387,.012345547,.091463417,82,1,1,3,2008
648,6018.5186,.058426965,3087.5393,.94157302,52844.426,51300.656,358554.59,6.7850976,.52844423,.0076938677,.060185183,83,1,1,3,2008
519,8092.4854,.077777773,3869.9797,.92222226,49756.887,47821.898,307253.94,6.1751037,.49756888,.0096747214,.080924846,84,1,1,3,2008
518,10231.66,.097337008,4466.4941,.90266299,45886.906,43653.66,259432.05,5.6537271,.45886907,.011090674,.1023166,85,1,1,3,2008
384,12500,.11764706,4872.9897,.88235295,41420.414,38983.918,215778.39,5.2094698,.41420415,.011823778,.12499999,86,1,1,3,2008
350,11714.286,.11066128,4044.3848,.88933873,36547.426,34525.234,176794.47,4.8373985,.36547425,.0093790423,.11714286,87,1,1,3,2008
308,13636.363,.12765957,4149.3242,.87234044,32503.041,30428.379,142269.23,4.3771052,.32503042,.0091030225,.13636363,88,1,1,3,2008
225,20444.445,.18548387,5259.1572,.81451613,28353.717,25724.139,111840.85,3.9444864,.28353718,.010683655,.20444445,89,1,1,3,2008
189,18518.518,.16949151,3914.3318,.83050847,23094.559,21137.393,86116.719,3.7288749,.23094559,.0069522336,.18518518,90,1,1,3,2008
141,17021.277,.15686275,3008.6631,.84313726,19180.227,17675.895,64979.324,3.3878288,.19180226,.0046638534,.17021278,91,1,1,3,2008
94,24468.086,.21800949,3525.5542,.78199053,16171.563,14408.786,47303.43,2.9250994,.16171564,.0047793719,.24468085,92,1,1,3,2008
65,29230.77,.25503355,3225.1567,.74496645,12646.01,11033.432,32894.641,2.6011875,.12646009,.003562764,.29230767,93,1,1,3,2008
41,26829.268,.23655914,2228.5889,.76344085,9420.8535,8306.5586,21861.211,2.3205128,.094208539,.0019017283,.26829267,94,1,1,3,2008
35,28571.428,.25,1798.0662,.75,7192.2646,6293.2314,13554.652,1.8846153,.071922645,.0012002052,.2857143,95,1,1,3,2008
21,47619.047,.38461539,2074.6917,.61538458,5394.1982,4356.8525,7261.4209,1.3461539,.053941984,.0010587617,.47619048,96,1,1,3,2008
21,28571.428,.25,829.87665,.75,3319.5066,2904.5684,2904.5684,.875,.033195067,.00026633361,.2857143,97,1,1,3,2008
1,0,1,2489.6299,0,2489.6299,,,,.024896299,.00060439436,,100,1,1,3,2008
119,0,0,0,1,100000,100000,1857259.4,18.572594,1,0,0,65,1,1,,2008
126,3968.2539,.039016776,3901.6775,.96098322,100000,97776.047,1757259.4,17.572594,1,0,.039682537,66,1,1,,2008
131,1526.7175,.015163002,1457.139,.984837,96098.32,95296.891,1659483.4,17.268599,.96098322,.00054634659,.015267176,67,1,1,,2008
132,757.57574,.0075488789,714.43481,.99245113,94641.18,94262.531,1564186.5,16.527546,.94641179,.00036233643,.0075757578,68,1,1,,2008
129,2325.5813,.022988506,2159.2354,.9770115,93926.742,92847.125,1469923.9,15.649685,.9392674,.0012317175,.023255812,69,1,1,,2008
136,1470.5883,.01459854,1339.6716,.98540145,91767.508,91097.672,1377076.8,15.006147,.91767508,.0010120888,.014705882,70,1,1,,2008
99,3030.303,.029850746,2699.3384,.97014928,90427.836,89078.164,1285979.1,14.221054,.90427834,.0023365209,.030303029,71,1,1,,2008
103,970.87378,.0096618356,847.61835,.99033815,87728.5,87304.688,1196901,13.64324,.877285,.00091251225,.009708738,72,1,1,,2008
104,0,0,0,1,86880.883,86880.883,1109596.3,12.771466,.86880881,0,0,73,1,1,,2008
109,1834.8624,.018181819,1579.6525,.9818182,86880.883,86091.055,1022715.4,11.771466,.86880881,.0018004889,.018348625,74,1,1,,2008
102,6862.7451,.066350713,5659.7974,.9336493,85301.227,82471.328,936624.38,10.980198,.85301226,.0070963865,.068627454,75,1,1,,2008
106,1886.7925,.018691588,1488.6248,.9813084,79641.43,78897.117,854153,10.724983,.79641432,.0024136347,.018867923,76,1,1,,2008
85,2352.9412,.023255814,1817.5071,.97674417,78152.805,77244.055,775255.88,9.9197445,.78152806,.0031032471,.023529412,77,1,1,,2008
105,4761.9048,.046511628,3550.479,.95348835,76335.297,74560.055,698011.88,9.1440248,.76335299,.0064137699,.047619049,78,1,1,,2008
76,2631.5789,.025974026,1890.5148,.97402596,72784.82,71839.563,623451.81,8.5656843,.72784823,.0037448299,.02631579,79,1,1,,2008
74,5405.4053,.052631579,3731.2793,.94736844,70894.305,69028.664,551612.25,7.7807698,.70894307,.007699226,.054054055,80,1,1,,2008
67,8955.2236,.085714281,5756.8301,.91428572,67163.023,64284.609,482583.56,7.1852565,.67163026,.012696289,.089552231,81,1,1,,2008
82,6097.561,.059171598,3633.5027,.94082838,61406.195,59589.445,418298.97,6.8119993,.61406195,.0086110337,.060975611,82,1,1,,2008
101,13861.386,.12962963,7489.0522,.87037039,57772.691,54028.164,358709.5,6.2089801,.5777269,.018270181,.13861385,83,1,1,,2008
111,10810.811,.1025641,5157.2964,.8974359,50283.641,47704.992,304681.34,6.0592537,.50283641,.012892826,.1081081,84,1,1,,2008
91,10989.011,.10416666,4700.6606,.89583331,45126.344,42776.012,256976.36,5.6945972,.45126343,.011639999,.1098901,85,1,1,,2008
83,9638.5547,.09195403,3717.3044,.90804595,40425.684,38567.031,214200.34,5.2986202,.40425685,.0089525059,.096385546,86,1,1,,2008
69,14492.754,.13513514,4960.5923,.86486483,36708.379,34228.082,175633.31,4.7845564,.36708379,.011525107,.14492755,87,1,1,,2008
59,11864.407,.112,3555.7522,.88800001,31747.787,29969.91,141405.23,4.4540186,.31747788,.007704806,.11864407,88,1,1,,2008
47,23404.256,.20952381,5906.9028,.7904762,28192.035,25238.584,111435.32,3.9527235,.28192034,.011958008,.23404257,89,1,1,,2008
27,25925.926,.22950819,5114.6206,.77049184,22285.133,19727.822,86196.734,3.867903,.22285132,.0088579403,.25925925,90,1,1,,2008
24,4166.6665,.040816326,700.83722,.95918369,17170.512,16820.094,66468.914,3.8711085,.17170511,.00099674787,.041666668,91,1,1,,2008
25,12000,.11320755,1864.4915,.88679242,16469.674,15537.428,49648.82,3.01456,.16469674,.002565013,.12,92,1,1,,2008
14,28571.428,.25,3651.2957,.75,14605.183,12779.535,34111.395,2.3355677,.14605182,.0045539211,.2857143,93,1,1,,2008
15,20000,.18181819,1991.6158,.81818181,10953.887,9958.0791,21331.859,1.9474238,.10953887,.0019426242,.2,94,1,1,,2008
10,30000,.26086956,2337.9836,.73913044,8962.2705,7793.2788,11373.779,1.2690734,.089622706,.001907572,.30000001,95,1,1,,2008
16,37500,.31578946,2091.8801,.68421054,6624.2871,5578.3472,3580.501,.54051113,.066242874,.0012939273,.375,96,1,1,,2008
6,400000,1.3333334,6043.21,-.33333337,4532.4072,1510.8022,-1997.8463,-.44079143,.045324072,.0026148849,4.0000005,97,1,1,,2008
74,28378.379,.24852072,-375.46579,.75147927,-1510.8027,-1323.0698,-3508.6484,2.3223736,-.015108027,.000057582485,.28378379,98,1,1,,2008
51,49019.609,.39370081,-446.98306,.60629916,-1135.3369,-911.8454,-2185.5786,1.9250485,-.011353369,.00005132379,.49019611,99,1,1,,2008
27,70370.367,.52054793,-358.3212,.47945207,-688.35388,-509.1933,-1273.7333,1.8504047,-.0068835388,.000024834961,.7037037,100,1,1,,2008
18,33333.332,.28571427,-94.295044,.71428573,-330.03268,-282.88516,-764.54004,2.3165586,-.0033003269,3.1223155e-06,.33333328,101,1,1,,2008
9,44444.445,.36363637,-85.722778,.63636363,-235.73764,-192.87625,-481.65485,2.0431817,-.0023573765,2.0255725e-06,.44444445,102,1,1,,2008
7,28571.428,.25,-37.503716,.75,-150.01486,-131.263,-288.77859,1.925,-.0015001487,5.6345550e-07,.2857143,103,1,1,,2008
2,50000,.40000001,-45.004459,.60000002,-112.51115,-90.008919,-157.51559,1.3999999,-.0011251115,5.0692006e-07,.5,104,1,1,,2008
5,0,0,0,1,-67.506683,-67.506683,-67.506683,1,-.00067506684,0,0,105,1,1,,2008
1,0,1,-67.506683,0,-67.506683,,,,-.00067506684,4.5602289e-07,,106,1,1,,2008
3720,591.39783,.0059100147,588.29901,.99408996,100000,99476.016,1710014.5,17.100145,1,0,.0058869175,65,1,2,1,2008
3698,1730.6653,.017178811,1707.7749,.98282117,99411.703,98438.273,1610538.5,16.200693,.99411702,.000099876976,.017306654,66,1,2,1,2008
3530,1444.7592,.014354268,1402.4684,.98564571,97703.93,96932.57,1512100.3,15.476351,.97703928,.00031462312,.014447591,67,1,2,1,2008
3615,2102.3513,.020817811,2004.7855,.97918218,96301.461,95238.922,1415167.8,14.695185,.9630146,.00071405404,.021023512,68,1,2,1,2008
3692,2166.8472,.021436226,2021.3647,.97856379,94296.672,93285.992,1319928.8,13.997618,.9429667,.0010871001,.021668471,69,1,2,1,2008
3508,2137.9705,.021153577,1951.9528,.97884643,92275.305,91299.328,1226642.8,13.293294,.92275304,.0013913494,.021379706,70,1,2,1,2008
3556,2755.9055,.027184466,2455.3921,.97281551,90323.352,89095.656,1135343.5,12.569767,.90323353,.0021460794,.027559055,71,1,2,1,2008
3395,2621.5022,.025875853,2273.6584,.97412413,87867.961,86731.133,1046247.8,11.907045,.87867963,.0024237595,.026215021,72,1,2,1,2008
3325,3368.4211,.033126295,2835.4221,.96687371,85594.305,84176.594,959516.69,11.210052,.85594302,.0034962047,.033684209,73,1,2,1,2008
3241,4072.8171,.039915331,3303.3481,.96008468,82758.883,81107.211,875340.06,10.576992,.82758886,.0047134003,.04072817,74,1,2,1,2008
3088,4598.4458,.044950936,3571.6006,.95504904,79455.531,77669.734,794232.88,9.9959421,.79455531,.0058301794,.045984458,75,1,2,1,2008
3240,4320.9878,.042296074,3209.5923,.95770395,75883.93,74279.133,716563.13,9.4428835,.75883931,.0058736252,.043209877,76,1,2,1,2008
3035,4481.0542,.043828551,3185.2109,.95617145,72674.336,71081.734,642284,8.8378382,.72674334,.0063254288,.044810545,77,1,2,1,2008
3111,5271.6167,.051362354,3569.125,.94863766,69489.125,67704.563,571202.25,8.2200241,.69489127,.0075671659,.052716166,78,1,2,1,2008
2918,6785.4697,.065628111,4326.2051,.93437189,65920,63756.898,503497.69,7.638011,.65920001,.0097190514,.067854702,79,1,2,1,2008
2833,7024.356,.067860186,4179.7666,.93213981,61593.797,59503.914,439740.81,7.1393685,.61593795,.0098875882,.07024356,80,1,2,1,2008
2555,9706.458,.092571855,5314.9233,.90742815,57414.031,54756.57,380236.88,6.6227169,.57414031,.012995158,.097064577,81,1,2,1,2008
2525,9504.9502,.090737239,4727.3291,.90926278,52099.109,49735.445,325480.31,6.2473297,.52099109,.011797493,.0950495,82,1,2,1,2008
2205,10294.784,.097908124,4638.082,.90209186,47371.781,45052.742,275744.88,5.8208675,.47371781,.011563168,.10294783,83,1,2,1,2008
2094,12750.717,.11986532,5122.2886,.8801347,42733.699,40172.555,230692.13,5.3983655,.42733699,.012535269,.12750717,84,1,2,1,2008
1985,12544.081,.11803745,4439.5552,.88196254,37611.41,35391.633,190519.58,5.0654731,.3761141,.010417517,.12544081,85,1,2,1,2008
1679,14175.104,.13236929,4390.9351,.86763072,33171.855,30976.389,155127.94,4.6764927,.33171856,.0097338846,.14175104,86,1,2,1,2008
1639,16046.37,.14854561,4275.2793,.85145438,28780.92,26643.281,124151.55,4.3136759,.28780919,.0087632565,.16046371,87,1,2,1,2008
1379,16896.301,.15580073,3817.9966,.8441993,24505.641,22596.643,97508.273,3.9790134,.24505641,.0070634377,.168963,88,1,2,1,2008
987,19655.521,.17896679,3702.4014,.82103324,20687.645,18836.443,74911.633,3.6210809,.20687644,.0060748477,.19655523,89,1,2,1,2008
756,21560.846,.19462685,3305.7842,.80537313,16985.242,15332.35,56075.188,3.3014064,.16985242,.0046612411,.21560845,90,1,2,1,2008
613,26264.273,.23215573,3175.7644,.76784426,13679.458,12091.576,40742.84,2.9783957,.13679458,.0037500006,.26264271,91,1,2,1,2008
482,27385.893,.24087591,2530.0867,.7591241,10503.693,9238.6504,28651.264,2.7277324,.10503694,.0023783874,.2738589,92,1,2,1,2008
333,32432.432,.27906975,2225.1924,.72093022,7973.6064,6861.0103,19412.613,2.4346089,.079736061,.0016328065,.32432431,93,1,2,1,2008
281,32384.342,.27871364,1602.1614,.72128636,5748.4141,4947.3335,12551.603,2.1834896,.057484142,.00086804654,.32384342,94,1,2,1,2008
182,35164.836,.29906544,1240.001,.70093453,4146.2529,3526.2524,7604.2695,1.83401,.041462529,.00049281842,.35164839,95,1,2,1,2008
128,40625,.33766234,981.33185,.66233766,2906.252,2415.5859,4078.0171,1.4031878,.029062519,.00027691113,.40625,96,1,2,1,2008
57,31578.947,.27272728,524.97827,.72727275,1924.9202,1662.431,1662.431,.86363637,.019249201,.000099108904,.31578949,97,1,2,1,2008
1,0,1,1399.9419,0,1399.9419,,,,.013999419,.00019324008,,99,1,2,1,2008
7302,465.62585,.0046538012,463.70465,.99534619,100000,99587.391,1837707.5,18.377075,1,0,.0046394863,65,1,2,2,2008
6447,1209.8651,.012036035,1198.0223,.98796397,99536.297,98853.422,1738120.1,17.462173,.995363,.000055294735,.012098651,66,1,2,2,2008
