population,_Rx,_qx,_dx,_px,_lx,_Lx,_Tx,_ExpYL,_Surv,_SurvVar,_HRate,age,sex,level_income,neighborhood_deprivation,year
60,46666.668,.37837839,2878.8601,.62162161,7608.416,6168.9858,16155.187,2.1233311,.076084159,.002023705,.46666667,95,1,4,2,2007
33,39393.938,.3291139,1556.5625,.6708861,4729.5557,3951.2744,9986.2002,2.1114457,.047295555,.00070136657,.39393935,96,1,4,2,2007
26,34615.383,.29508194,936.29297,.70491803,3172.9932,2704.8467,6034.9258,1.9019662,.031729933,.00028765865,.3461538,97,1,4,2,2007
19,31578.947,.27272728,610.00916,.72727275,2236.7002,1931.6956,3330.0791,1.4888357,.022367002,.000133389,.31578949,98,1,4,2,2007
3,133333.33,.79999995,1301.3528,.20000005,1626.691,976.01465,1398.3835,.85964912,.01626691,.00020824635,1.3333333,99,1,4,2,2007
8,37500,.31578946,102.7384,.68421054,325.33826,273.96906,422.36896,1.2982455,.0032533826,3.3315987e-06,.375,100,1,4,2,2007
1,100000,.66666669,148.3999,.33333331,222.59985,148.3999,148.3999,.66666669,.0022259986,3.2960265e-06,1,101,1,4,2,2007
0,,1,74.199951,0,74.199951,,,,.00074199954,5.5015482e-07,,102,1,4,2,2007
2505,518.9621,.0051865685,516.57568,.99481344,100000,99540.156,1934491.1,19.344912,1,0,.0051687849,65,1,4,3,2007
2197,819.29907,.0081642279,812.20532,.99183577,99483.422,99020.469,1834951,18.444792,.99483424,.000041739808,.00819299,66,1,4,3,2007
2069,869.98547,.0086659286,855.07776,.99133408,98671.219,98200.93,1735930.5,17.593079,.98671216,.00011211159,.0086998558,67,1,4,3,2007
2083,1104.1766,.01098476,1074.4868,.98901522,97816.141,97246.664,1637729.6,16.742939,.97816139,.00022952844,.011041767,68,1,4,3,2007
1896,1002.1097,.0099711362,964.62421,.99002886,96741.656,96259.344,1540482.9,15.923676,.96741658,.00030406631,.010021097,69,1,4,3,2007
1827,1915.7089,.018975332,1817.401,.98102468,95777.031,94868.328,1444223.6,15.079019,.95777029,.00073507259,.019157089,70,1,4,3,2007
1821,1372.8721,.013635124,1281.1512,.9863649,93959.633,93319.055,1349355.3,14.361011,.93959635,.00072711799,.01372872,71,1,4,3,2007
1717,2271.4036,.022458969,2081.4631,.97754103,92678.484,91637.75,1256036.3,13.55262,.92678487,.00141237,.022714036,72,1,4,3,2007
1595,1567.3981,.015552099,1408.9739,.9844479,90597.023,89892.539,1164398.5,12.852503,.90597022,.0012002792,.01567398,73,1,4,3,2007
1536,2083.3333,.020618556,1838.9287,.97938144,89188.047,88268.586,1074505.9,12.047645,.89188045,.0017732737,.020833332,74,1,4,3,2007
1640,3109.7561,.030621435,2674.7554,.96937859,87349.117,86011.742,986237.31,11.290753,.87349117,.002955721,.031097561,75,1,4,3,2007
1578,3168.5679,.031191517,2641.1216,.96880847,84674.359,83353.797,900225.56,10.631619,.84674358,.0034273542,.031685676,76,1,4,3,2007
1524,3346.4568,.032913845,2700.0291,.96708614,82033.234,80683.219,816871.81,9.9578152,.82033235,.0039794971,.033464566,77,1,4,3,2007
1441,3747.3977,.036784742,2918.2515,.96321523,79333.203,77874.078,736188.56,9.2797031,.79333204,.0047846576,.037473977,78,1,4,3,2007
1413,3467.7991,.034086958,2604.7532,.96591306,76414.953,75112.578,658314.5,8.614996,.76414955,.0046944171,.03467799,79,1,4,3,2007
1262,6893.8193,.066641137,4918.7959,.93335885,73810.203,71350.805,583201.94,7.9013729,.73810202,.0095083974,.068938196,80,1,4,3,2007
1207,6130.9028,.059485529,4098.0415,.94051445,68891.406,66842.383,511851.09,7.4298248,.68891406,.008782574,.061309025,81,1,4,3,2007
1130,8672.5664,.083121292,5385.708,.9168787,64793.363,62100.508,445008.72,6.8681221,.64793366,.012285642,.086725667,82,1,4,3,2007
984,9349.5938,.089320391,5306.3149,.91067958,59407.656,56754.5,382908.22,6.4454355,.59407657,.012796158,.093495935,83,1,4,3,2007
970,9587.6289,.09149041,4949.7539,.90850961,54101.34,51626.461,326153.72,6.0285702,.54101342,.012291125,.095876291,84,1,4,3,2007
820,11341.464,.10732833,5275.3579,.89267164,49151.586,46513.906,274527.25,5.5853181,.49151585,.013184597,.11341464,85,1,4,3,2007
776,11082.475,.10500611,4607.2715,.8949939,43876.227,41572.59,228013.34,5.1967402,.43876228,.011345404,.11082474,86,1,4,3,2007
696,14367.816,.13404825,5263.9346,.86595178,39268.953,36636.984,186440.77,4.7477908,.39268953,.012553666,.14367816,87,1,4,3,2007
441,12925.17,.12140575,4128.4048,.87859428,34005.02,31940.816,149803.78,4.4053431,.34005019,.0092648035,.12925169,88,1,4,3,2007
348,20977.012,.18985696,5672.2832,.81014305,29876.615,27040.473,117862.96,3.9449904,.29876617,.011883714,.20977011,89,1,4,3,2007
318,15408.805,.14306569,3462.8096,.85693431,24204.332,22472.928,90822.484,3.7523236,.24204332,.006352813,.15408805,90,1,4,3,2007
259,20463.32,.18563923,3850.4404,.81436074,20741.523,18816.303,68349.555,3.2953005,.20741524,.0063298992,.20463321,91,1,4,3,2007
191,23036.648,.20657277,3489.2375,.79342723,16891.082,15146.463,49533.254,2.9325092,.16891082,.00489819,.23036648,92,1,4,3,2007
145,26896.551,.23708206,3177.3369,.76291794,13401.845,11813.176,34386.793,2.5658255,.13401845,.0036875382,.26896551,93,1,4,3,2007
77,54545.453,.42857143,4381.9321,.57142854,10224.508,8033.542,22573.615,2.2077949,.10224508,.0040222201,.54545456,94,1,4,3,2007
74,28378.379,.24852072,1452.0011,.75147927,5842.5757,5116.5752,14540.073,2.488641,.058425758,.00079877762,.28378379,95,1,4,3,2007
47,34042.555,.29090911,1277.2582,.70909089,4390.5747,3751.9456,9423.498,2.1463017,.043905746,.00053616782,.34042555,96,1,4,3,2007
25,48000,.38709676,1205.1547,.61290324,3113.3164,2510.739,5671.5527,1.8217077,.031133164,.00036352154,.47999996,97,1,4,3,2007
14,50000,.40000001,763.26471,.60000002,1908.1617,1526.5294,3160.8137,1.6564705,.019081617,.00014286413,.5,98,1,4,3,2007
7,42857.145,.35294119,404.0813,.64705884,1144.897,942.85632,1634.2843,1.427451,.01144897,.000045733483,.42857143,99,1,4,3,2007
3,100000,.66666669,493.87714,.33333331,740.81567,493.87711,691.42792,.93333328,.0074081565,.000036316145,1.0000001,100,1,4,3,2007
6,50000,.40000001,98.775414,.60000002,246.93854,197.55083,197.55083,.80000001,.0024693853,2.4331223e-06,.5,101,1,4,3,2007
1,0,1,148.16312,0,148.16312,,,,.0014816312,2.1919784e-06,,107,1,4,3,2007
1741,344.62952,.0034449489,343.5769,.99655503,100000,99694.57,1879382.9,18.793829,1,0,.0034371081,65,1,4,4,2007
1484,808.62537,.0080582341,803.05475,.99194175,99656.422,99198.68,1779688.3,17.85824,.99656421,.000027496482,.008086253,66,1,4,4,2007
1446,968.18811,.0096398816,952.93475,.99036014,98853.367,98329.25,1680489.6,16.999823,.98853368,.0001080137,.0096818814,67,1,4,4,2007
1548,1614.9871,.016028209,1569.1685,.98397177,97900.43,97068.773,1582160.4,16.160913,.97900432,.00032254038,.016149869,68,1,4,4,2007
1497,1670.0067,.016561776,1595.4167,.98343825,96331.258,95533.547,1485091.5,15.416507,.96331257,.00056384364,.016700068,69,1,4,4,2007
1410,1702.1277,.016877638,1598.9172,.98312235,94735.844,93936.383,1389558,14.667711,.94735843,.00079738704,.017021278,70,1,4,4,2007
1355,1992.6199,.019729631,1837.5573,.98027039,93136.93,92218.148,1295621.6,13.910933,.9313693,.0011745762,.0199262,71,1,4,4,2007
1354,2067.9468,.020467836,1868.7007,.97953218,91299.375,90365.023,1203403.5,13.180851,.91299373,.0014844243,.020679468,72,1,4,4,2007
1287,2719.5027,.026830202,2399.4429,.9731698,89430.672,88230.953,1113038.5,12.445825,.89430672,.0022680066,.027195025,73,1,4,4,2007
1335,2247.1909,.022222221,1934.0271,.97777778,87031.227,86064.211,1024807.5,11.77517,.87031227,.0021829137,.022471908,74,1,4,4,2007
1331,3305.7852,.032520324,2767.3887,.96747971,85097.203,83713.508,938743.31,11.031424,.85097206,.0035095641,.03305785,75,1,4,4,2007
1353,3325.9424,.032715376,2693.4509,.96728462,82329.813,80983.086,855029.75,10.385421,.8232981,.0039183875,.033259425,76,1,4,4,2007
1351,3997.0393,.03918723,3120.7283,.96081275,79636.359,78075.992,774046.69,9.7197647,.79636359,.0050608423,.039970394,77,1,4,4,2007
1240,4032.2581,.039525691,3024.3333,.96047431,76515.633,75003.469,695970.69,9.0957975,.76515633,.0054344889,.040322579,78,1,4,4,2007
1333,5176.2939,.050457038,3708.1531,.94954294,73491.297,71637.219,620967.25,8.4495344,.73491299,.0072240718,.051762938,79,1,4,4,2007
1196,5936.4551,.057653271,4023.2263,.94234675,69783.141,67771.531,549330,7.8719587,.69783139,.0084834853,.05936455,80,1,4,4,2007
1133,6354.8101,.061591104,4050.2256,.93840891,65759.914,63734.801,481558.47,7.322979,.65759915,.0091195898,.063548103,81,1,4,4,2007
1138,6678.3833,.064625852,3988.041,.93537414,61709.688,59715.668,417823.69,6.7707958,.6170969,.0094232755,.066783831,82,1,4,4,2007
1003,8773.6787,.084049664,4851.4854,.91595036,57721.648,55295.906,358108,6.2040501,.57721651,.011839449,.087736793,83,1,4,4,2007
955,10157.068,.096661687,5110.519,.90333831,52870.164,50314.906,302812.09,5.7274666,.52870166,.012734199,.10157068,84,1,4,4,2007
800,11000,.1042654,4979.6782,.89573461,47759.645,45269.805,252497.2,5.2868319,.47759643,.012424202,.10999999,85,1,4,4,2007
788,13959.391,.13048635,5582.2017,.86951363,42779.965,39988.863,207227.39,4.8440289,.42779964,.01366451,.1395939,86,1,4,4,2007
729,13305.898,.12475884,4640.7495,.87524116,37197.762,34877.387,167238.53,4.4959302,.37197763,.010841268,.13305898,87,1,4,4,2007
502,17729.084,.16285454,5302.0571,.83714545,32557.012,29905.982,132361.14,4.0655189,.32557011,.011641949,.17729084,88,1,4,4,2007
412,19174.758,.17497233,4768.8628,.8250277,27254.955,24870.523,102455.16,3.7591386,.27254954,.0094550466,.19174758,89,1,4,4,2007
283,22261.484,.20031796,4504.3682,.79968202,22486.092,20233.908,77584.633,3.4503386,.22486092,.0078510456,.22261484,90,1,4,4,2007
226,25663.717,.22745098,4089.9604,.77254903,17981.723,15936.742,57350.727,3.1893899,.17981723,.0060319961,.25663716,91,1,4,4,2007
166,36746.988,.31043258,4312.4556,.68956745,13891.762,11735.534,41413.984,2.9811902,.13891761,.0051585375,.36746991,92,1,4,4,2007
144,27083.334,.23853211,2284.9722,.76146787,9579.3066,8436.8203,29678.451,3.0981836,.095793068,.001979169,.27083331,93,1,4,4,2007
89,22471.91,.2020202,1473.6029,.79797983,7294.3345,6557.5332,21241.631,2.9120724,.072943345,.00099648873,.22471909,94,1,4,4,2007
64,34375,.29333332,1707.4146,.70666671,5820.7314,4967.0244,14684.098,2.5227237,.058207314,.00093599135,.34375,95,1,4,4,2007
45,51111.109,.40707964,1674.4475,.59292036,4113.3169,3276.0933,9717.0732,2.362345,.041133169,.00066042272,.51111108,96,1,4,4,2007
34,32352.941,.27848101,679.17877,.72151899,2438.8694,2099.28,6440.9805,2.6409698,.024388693,.00016160302,.32352939,97,1,4,4,2007
17,41176.469,.34146342,600.87,.65853655,1759.6907,1459.2556,4341.7002,2.4673088,.017596906,.00010387392,.41176471,98,1,4,4,2007
7,42857.145,.35294119,408.99554,.64705884,1158.8207,954.32288,2882.4448,2.487395,.011588207,.00004684602,.42857143,99,1,4,4,2007
4,0,0,0,1,749.82513,749.82513,1928.1218,2.5714285,.0074982513,0,0,100,1,4,4,2007
3,33333.332,.28571427,214.23573,.71428573,749.82513,642.70728,1178.2966,1.5714285,.0074982513,.000015943482,.33333328,101,1,4,4,2007
1,0,0,0,1,535.58942,535.58942,535.58942,1,.0053558941,0,0,102,1,4,4,2007
0,,,,,535.58942,,0,,.0053558941,,,103,1,4,4,2007
1,0,0,,1,,,0,,,,,104,1,4,4,2007
1,0,1,,0,,,,,,,,105,1,4,4,2007
2081,336.37674,.0033624847,335.37393,.99663752,100000,99701.883,1987108,19.87108,1,0,.0033550153,65,2,1,1,2007
1533,1500.3262,.01490709,1485.7096,.98509294,99664.625,98817.773,1887406.1,18.937572,.99664623,.000049660237,.015003262,66,2,1,1,2007
1454,1031.6368,.010268698,1008.1696,.98973131,98178.914,97624.422,1788588.4,18.217642,.98178911,.00018025316,.010316368,67,2,1,1,2007
1383,650.75922,.0064877491,630.41937,.99351227,97170.742,96836.617,1690964,17.401987,.9717074,.00017331568,.0065075923,68,2,1,1,2007
1283,1091.1925,.010852713,1047.7244,.98914731,96540.32,96016.461,1594127.4,16.512556,.9654032,.00034993849,.010911925,69,2,1,1,2007
1130,1504.4248,.014931928,1425.8885,.98506808,95492.594,94779.648,1498110.9,15.688242,.95492595,.00061373634,.015044248,70,2,1,1,2007
1099,1910.828,.018927444,1780.4423,.98107255,94066.703,93176.484,1403331.3,14.918469,.94066703,.00099371048,.019108279,71,2,1,1,2007
1079,2131.6033,.021091241,1946.4318,.97890878,92286.258,91313.039,1310154.8,14.19664,.92286259,.0013856109,.021316033,72,2,1,1,2007
1004,2689.2429,.026535625,2397.2239,.97346437,90339.828,89141.219,1218841.8,13.491743,.90339828,.0020920532,.026892429,73,2,1,1,2007
990,1919.1919,.019009504,1671.7452,.98099047,87942.602,87106.727,1129700.5,12.845884,.879426,.0017726503,.019191919,74,2,1,1,2007
1008,3075.3967,.030288225,2612.9912,.96971178,86270.859,84964.367,1042593.8,12.085121,.86270857,.0030948918,.030753966,75,2,1,1,2007
1023,3910.0684,.03835091,3208.3552,.96164906,83657.867,82053.688,957629.38,11.446974,.83657867,.0043862965,.039100681,76,2,1,1,2007
1072,3171.6418,.031221304,2511.7388,.96877867,80449.516,79193.648,875575.69,10.883542,.80449516,.0039505307,.031716418,77,2,1,1,2007
955,3350.7854,.032955717,2568.4951,.96704429,77937.773,76653.523,796382.06,10.218178,.77937776,.0044164779,.033507854,78,2,1,1,2007
1005,3283.582,.032305434,2434.8374,.96769458,75369.281,74151.859,719728.56,9.5493622,.75369281,.0045200312,.032835823,79,2,1,1,2007
991,4439.9595,.043435339,3167.9324,.95656466,72934.445,71350.477,645576.69,8.8514652,.72934443,.006253534,.044399597,80,2,1,1,2007
942,6263.2695,.060730826,4236.978,.93926919,69766.516,67648.023,574226.19,8.2306843,.69766515,.0089369938,.062632695,81,2,1,1,2007
1001,6293.7061,.061016947,3998.4124,.93898308,65529.539,63530.332,506578.19,7.7305317,.65529537,.0090317475,.062937059,82,2,1,1,2007
958,8246.3467,.079197995,4873.1416,.920802,61531.125,59094.555,443047.84,7.200386,.61531126,.011534888,.082463466,83,2,1,1,2007
942,8811.04,.084392473,4781.5073,.91560751,56657.984,54267.23,383953.28,6.7766843,.56657982,.01174181,.088110402,84,2,1,1,2007
871,8495.9814,.081497796,4227.8184,.91850221,51876.477,49762.566,329686.06,6.3552132,.51876479,.01055466,.084959812,85,2,1,1,2007
827,11366.385,.10755149,5124.6841,.89244848,47648.656,45086.313,279923.5,5.8747406,.47648656,.012783377,.11366385,86,2,1,1,2007
824,9708.7383,.092592597,3937.405,.9074074,42523.973,40555.27,234837.19,5.5224657,.42523971,.0096234465,.097087383,87,2,1,1,2007
629,11923.688,.11252813,4342.0742,.88747185,38586.566,36415.531,194281.92,5.0349627,.38586566,.010289558,.11923689,88,2,1,1,2007
566,14664.311,.13662551,4678.6714,.86337447,34244.492,31905.156,157866.39,4.6099792,.34244493,.010535263,.14664312,89,2,1,1,2007
487,16016.427,.14828897,4384.2847,.85171103,29565.82,27373.678,125961.23,4.2603664,.2956582,.009130029,.16016425,90,2,1,1,2007
434,17281.105,.1590668,4005.5461,.8409332,25181.535,23178.762,98587.555,3.9150732,.25181535,.0075466242,.17281105,91,2,1,1,2007
353,25212.465,.22389938,4741.2905,.77610064,21175.988,18805.344,75408.789,3.5610516,.21175988,.0079140505,.25212464,92,2,1,1,2007
264,21969.697,.19795223,3253.2849,.80204779,16434.697,14808.055,56603.445,3.4441428,.16434698,.0044679656,.21969698,93,2,1,1,2007
247,19433.199,.17712177,2334.7151,.82287824,13181.412,12014.055,41795.391,3.1707826,.13181412,.0026718283,.19433199,94,2,1,1,2007
184,30978.262,.2682353,2909.467,.73176467,10846.697,9391.9639,29781.336,2.7456594,.10846698,.0028135097,.30978262,95,2,1,1,2007
113,38938.055,.32592595,2586.9495,.67407405,7937.2305,6643.7559,20389.373,2.5688272,.079372302,.0018903443,.38938057,96,2,1,1,2007
97,39175.258,.3275862,1752.6783,.67241383,5350.2813,4473.9419,13745.616,2.569139,.053502813,.00088756089,.39175257,97,2,1,1,2007
63,42857.145,.35294119,1269.7423,.64705884,3597.603,2962.7319,9271.6748,2.5771811,.03597603,.00044036889,.42857146,98,2,1,1,2007
46,26086.957,.23076923,537.19867,.76923078,2327.8608,2059.2615,6308.9429,2.7101891,.023278609,.00012214133,.26086956,99,2,1,1,2007
33,33333.332,.28571427,511.61771,.71428573,1790.6621,1534.8533,4249.6812,2.3732457,.017906621,.000089972957,.33333331,100,2,1,1,2007
16,25000,.22222222,284.23209,.77777779,1279.0444,1136.9283,2714.8281,2.1225441,.012790444,.000035889556,.24999999,101,2,1,1,2007
15,73333.336,.53658539,533.80182,.46341461,994.81238,727.9115,1577.8998,1.586128,.0099481242,.000052574989,.73333341,102,2,1,1,2007
3,66666.664,.5,230.50528,.5,461.01056,345.75793,849.98828,1.8437501,.0046101054,.000010577546,.66666669,103,2,1,1,2007
7,28571.428,.25,57.62632,.75,230.50528,201.69212,504.23032,2.1875,.0023050527,1.3252552e-06,.2857143,104,2,1,1,2007
3,66666.664,.5,86.439484,.5,172.87897,129.65923,302.53821,1.7500001,.0017287896,1.4917734e-06,.66666669,105,2,1,1,2007
2,0,0,0,1,86.439484,86.439484,172.87897,2,.00086439482,0,0,106,2,1,1,2007
1,100000,1,86.439484,0,86.439484,86.439484,86.439484,1,.00086439482,7.4653258e-07,,107,2,1,1,2007
2327,687.58057,.0068704486,683.39227,.99312955,100000,99390.867,1993707.6,19.937077,1,0,.0068392227,65,2,1,2,2007
2079,1587.3016,.015765412,1565.7672,.98423457,99316.609,98424.125,1894316.8,19.073515,.99316609,.00010627189,.015873017,66,2,1,2,2007
2005,1446.384,.014370308,1404.7097,.98562968,97750.844,96978.25,1795892.6,18.372145,.97750843,.00030883533,.01446384,67,2,1,2,2007
1904,1207.9832,.012011635,1157.2745,.98798835,96346.133,95732.773,1698914.4,17.633446,.96346134,.00040740217,.012079831,68,2,1,2,2007
1755,1652.4216,.016388809,1560.0321,.98361117,95188.859,94408.844,1603181.6,16.842113,.95188862,.00071444281,.016524216,69,2,1,2,2007
1735,1268.0115,.012600228,1179.7446,.98739976,93628.828,93038.953,1508772.8,16.114405,.9362883,.00070374744,.012680114,70,2,1,2,2007
1724,1566.1252,.015539568,1436.6189,.98446041,92449.086,91730.773,1415733.8,15.313659,.92449087,.0010028677,.015661253,71,2,1,2,2007
1638,2319.9023,.022933012,2087.1899,.97706699,91012.469,89968.875,1324003,14.54749,.91012466,.0017072747,.023199022,72,2,1,2,2007
1540,2012.9871,.019929284,1772.2172,.98007071,88925.281,88039.172,1234034.1,13.877202,.88925284,.001745319,.020129871,73,2,1,2,2007
1604,1870.3242,.018529957,1614.9425,.98147005,87153.063,86345.594,1145995,13.149222,.87153065,.00180817,.018703243,74,2,1,2,2007
1647,2307.2253,.022809124,1951.0494,.97719085,85538.117,84562.594,1059649.4,12.388037,.85538119,.0024135304,.023072252,75,2,1,2,2007
1530,3660.1306,.035943516,3004.4131,.96405649,83587.07,82084.867,975086.81,11.665522,.83587068,.0041217809,.036601305,76,2,1,2,2007
1613,3967.762,.038905777,3135.1309,.9610942,80582.656,79015.094,893001.94,11.081813,.80582654,.0049055428,.03967762,77,2,1,2,2007
1547,3749.1919,.036802031,2850.2261,.96319795,77447.523,76022.414,813986.81,10.510172,.77447522,.0049783005,.037491918,78,2,1,2,2007
1530,3986.9282,.039090037,2916.0112,.96090996,74597.297,73139.289,737964.44,9.892643,.74597299,.0055257622,.039869286,79,2,1,2,2007
1485,4175.084,.040897097,2931.5566,.95910293,71681.289,70215.508,664825.13,9.2747374,.71681291,.0059508304,.041750841,80,2,1,2,2007
1447,4284.7271,.041948579,2883.9536,.95805144,68749.734,67307.758,594609.63,8.648901,.68749732,.006196023,.042847268,81,2,1,2,2007
1339,6945.4819,.067123786,4421.1606,.93287623,65865.781,63655.199,527301.88,8.005703,.65865779,.0099399937,.069454819,82,2,1,2,2007
1418,5923.8364,.057534248,3535.1702,.94246578,61444.621,59677.035,463646.66,7.5457649,.61444622,.0083748912,.059238367,83,2,1,2,2007
1280,7421.875,.071563087,4144.1792,.92843693,57909.449,55837.359,403969.63,6.9758844,.57909447,.01010119,.07421875,84,2,1,2,2007
1222,8510.6387,.081632659,4389.002,.91836733,53765.27,51570.77,348132.28,6.47504,.53765267,.01091028,.085106388,85,2,1,2,2007
1199,8840.7002,.084664531,4180.4185,.91533548,49376.266,47286.055,296561.5,6.006155,.49376264,.010449419,.088407002,86,2,1,2,2007
1100,11000,.1042654,4712.3633,.89573461,45195.848,42839.664,249275.44,5.51545,.45195848,.011672147,.11,87,2,1,2,2007
808,11014.852,.10439882,4226.4282,.89560115,40483.484,38370.27,206435.78,5.0992594,.40483484,.010183307,.11014851,88,2,1,2,2007
739,16238.16,.15018775,5445.3652,.84981227,36257.055,33534.371,168065.52,4.6353879,.36257055,.012584955,.1623816,89,2,1,2,2007
592,16891.893,.15576324,4799.3286,.84423673,30811.689,28412.025,134531.14,4.3662372,.30811688,.01023125,.16891892,90,2,1,2,2007
523,15678.776,.14539008,3781.9392,.85460991,26012.361,24121.393,106119.12,4.079565,.26012361,.0072786943,.15678777,91,2,1,2,2007
401,20199.502,.18346547,4078.5146,.81653452,22230.422,20191.164,81997.719,3.6885364,.22230422,.0070511429,.20199502,92,2,1,2,2007
369,21409.215,.19339046,3510.4055,.80660951,18151.906,16396.703,61806.559,3.4049623,.18151906,.0052154055,.21409215,93,2,1,2,2007
270,23333.334,.20895523,3059.4182,.79104477,14641.501,13111.792,45409.855,3.1014481,.14641501,.0038235891,.23333333,94,2,1,2,2007
228,26315.789,.23255813,2693.5076,.76744187,11582.083,10235.329,32298.063,2.7886229,.11582083,.0027583232,.26315787,95,2,1,2,2007
137,29927.008,.26031747,2313.8516,.73968256,8888.5752,7731.6494,22062.732,2.4821451,.088885754,.0018738745,.29927012,96,2,1,2,2007
92,47826.086,.3859649,2537.6125,.61403513,6574.7236,5305.9175,14331.084,2.1797242,.065747239,.0015587169,.47826084,97,2,1,2,2007
56,46428.57,.37681159,1521.2302,.62318838,4037.1111,3276.4961,9025.166,2.2355506,.040371113,.00058934418,.4642857,98,2,1,2,2007
48,33333.332,.28571427,718.82306,.71428573,2515.8809,2156.4692,5748.6704,2.2849534,.025158809,.00017629743,.33333331,99,2,1,2,2007
24,54166.668,.42622951,765.95911,.57377052,1797.0579,1414.0784,3592.2012,1.9989346,.017970579,.00013517369,.54166669,100,2,1,2,2007
22,36363.637,.30769232,317.26117,.69230771,1031.0988,872.46814,2178.1228,2.1124289,.010310988,.000032375461,.36363637,101,2,1,2,2007
12,41666.668,.34482759,246.15089,.65517241,713.83759,590.76215,1305.6547,1.829064,.0071383757,.000017445745,.41666669,102,2,1,2,2007
4,50000,.40000001,187.07469,.60000002,467.68671,374.14935,714.89252,1.5285714,.0046768673,8.7083163e-06,.50000006,103,2,1,2,2007
3,33333.332,.28571427,80.17485,.71428573,280.612,240.52457,340.74313,1.2142857,.0028061201,2.2434895e-06,.33333331,104,2,1,2,2007
1,200000,1,200.43715,0,200.43715,100.21857,100.21857,.5,.0020043715,4.0094524e-06,2,105,2,1,2,2007
0,,,,,0,,0,,0,,,106,2,1,2,2007
1,0,1,,0,,,,,,,,112,2,1,2,2007
3339,658.87988,.0065838797,655.03381,.99341613,100000,99416.273,1948357.5,19.483576,1,0,.0065552075,65,2,1,3,2007
3089,1392.0363,.013837534,1374.6893,.98616248,99344.969,98561.398,1848941.3,18.611322,.99344969,.000089456611,.013920361,66,2,1,3,2007
3100,1709.6774,.016966242,1662.1875,.98303378,97970.281,97056.078,1750379.8,17.866436,.97970283,.00033052923,.017096773,67,2,1,3,2007
2950,1661.017,.016481502,1587.302,.98351848,96308.094,95466.82,1653323.8,17.167028,.96308094,.00056438177,.01661017,68,2,1,3,2007
2865,2164.0488,.021408839,2027.8622,.97859114,94720.789,93706.859,1557856.9,16.446831,.94720787,.001014035,.021640489,69,2,1,3,2007
2856,1890.7563,.01873049,1736.184,.98126954,92692.93,91824.836,1464150,15.795703,.9269293,.0011759413,.018907564,70,2,1,3,2007
2791,1755.6432,.017403658,1582.9801,.98259634,90956.742,90165.25,1372325.3,15.087669,.90956742,.0013020729,.017556433,71,2,1,3,2007
2562,2380.9524,.023529412,2102.9121,.97647059,89373.766,88322.313,1282160,14.346045,.89373767,.0019971493,.023809524,72,2,1,3,2007
2696,1854.5994,.018375596,1603.6539,.98162442,87270.852,86469.023,1193837.6,13.679684,.8727085,.0017814731,.018545993,73,2,1,3,2007
2603,2266.6155,.022412157,1919.9866,.97758782,85667.195,84707.203,1107368.6,12.926402,.85667193,.002357458,.022666154,74,2,1,3,2007
2617,2407.3367,.02378705,1992.099,.97621298,83747.211,82751.164,1022661.4,12.211289,.83747208,.0027114977,.024073366,75,2,1,3,2007
2606,3031.4658,.029862029,2441.3735,.97013795,81755.109,80534.422,939910.25,11.496655,.81755108,.0036415847,.030314658,76,2,1,3,2007
2549,3177.7168,.031280171,2480.9473,.96871984,79313.734,78073.258,859375.81,10.835145,.79313737,.0040705022,.03177717,77,2,1,3,2007
2532,4304.8975,.042141892,3237.8792,.95785809,76832.789,75213.852,781302.56,10.168869,.76832789,.0057634292,.043048974,78,2,1,3,2007
2535,4181.4595,.040958267,3014.3198,.95904171,73594.906,72087.75,706088.69,9.5942602,.73594904,.0058576688,.041814595,79,2,1,3,2007
2487,5589.063,.054371208,3837.5518,.94562876,70580.586,68661.813,634000.94,8.9826536,.70580584,.0079684444,.055890631,80,2,1,3,2007
2456,4438.1108,.043417647,2897.8254,.95658237,66743.031,65294.117,565339.13,8.4703846,.66743034,.0064322189,.044381108,81,2,1,3,2007
2373,5899.7051,.057306591,3658.7512,.94269341,63845.207,62015.832,500045.03,7.8321466,.63845205,.008445533,.058997054,82,2,1,3,2007
2361,6226.1753,.060382009,3634.1792,.93961799,60186.457,58369.367,438029.19,7.2778697,.60186458,.0087083513,.062261753,83,2,1,3,2007
2134,6326.1479,.061321825,3467.8889,.93867815,56552.277,54818.332,379659.84,6.7134314,.56552279,.0085208379,.063261479,84,2,1,3,2007
2010,9751.2441,.092979133,4935.7402,.90702087,53084.387,50616.516,324841.5,6.1193419,.53084385,.012292394,.097512446,85,2,1,3,2007
2010,11393.035,.10779007,5189.9463,.89220995,48148.648,45553.676,274225,5.6953831,.48148647,.012957077,.11393035,86,2,1,3,2007
1889,11381.684,.10768846,4626.1563,.89231157,42958.703,40645.625,228671.31,5.3230495,.42958704,.011336027,.11381683,87,2,1,3,2007
1380,12246.377,.11539775,4423.4897,.88460225,38332.547,36120.801,188025.69,4.9051185,.38332546,.010456556,.12246378,88,2,1,3,2007
1149,14882.507,.13851762,4697.002,.86148238,33909.059,31560.559,151904.89,4.479773,.33909059,.010526365,.14882506,89,2,1,3,2007
944,17372.881,.15984406,4669.3735,.84015596,29212.057,26877.369,120344.33,4.1196799,.29212058,.0096556181,.17372881,90,2,1,3,2007
822,20072.992,.18242122,4477.1064,.81757879,24542.684,22304.131,93466.953,3.8083429,.24542683,.008291265,.20072992,91,2,1,3,2007
