population,_Rx,_qx,_dx,_px,_lx,_Lx,_Tx,_ExpYL,_Surv,_SurvVar,_HRate,age,sex,level_income,neighborhood_deprivation,year
754,14721.485,.13712168,3994.6345,.86287832,29132.043,27134.727,114862.59,3.9428265,.29132044,.0082470374,.14721484,93,2,4,1,2012
565,20530.973,.18619582,4680.4805,.81380415,25137.408,22797.168,87727.867,3.4899328,.2513741,.0088079702,.20530973,94,2,4,1,2012
478,24267.783,.21641792,4427.2456,.78358209,20456.928,18243.305,64930.703,3.1740203,.20456928,.0072040451,.24267782,95,2,4,1,2012
332,28012.049,.24570674,3938.6008,.75429326,16029.682,14060.381,46687.398,2.9125593,.16029681,.0053014252,.28012049,96,2,4,1,2012
225,30666.666,.26589596,3214.9697,.73410404,12091.081,10483.596,32627.016,2.6984365,.12091081,.0034172358,.3066667,97,2,4,1,2012
163,30674.846,.26595744,2360.668,.73404253,8876.1113,7695.7773,22143.42,2.4947209,.088761114,.001909369,.30674848,98,2,4,1,2012
104,39423.078,.32931727,2145.6479,.67068273,6515.4434,5442.6191,14447.643,2.2174459,.065154433,.0013068999,.39423075,99,2,4,1,2012
69,21739.131,.19607843,856.82263,.80392158,4369.7954,3941.384,9005.0234,2.0607426,.043697953,.00035805281,.21739131,100,2,4,1,2012
29,58620.691,.45333335,1592.5476,.54666662,3512.9727,2716.6987,5063.6396,1.4414116,.035129726,.00053980405,.58620691,101,2,4,1,2012
20,55000,.43137255,828.41864,.56862748,1920.425,1506.2157,2346.9412,1.2220947,.01920425,.00015603635,.55000001,102,2,4,1,2012
7,128571.43,.78260869,854.61365,.21739131,1092.0063,664.69952,840.7254,.76989061,.010920064,.00009230525,1.2857143,103,2,4,1,2012
4,150000,.85714287,203.47946,.14285713,237.3927,135.65297,176.02588,.74149662,.002373927,4.8189868e-06,1.5,104,2,4,1,2012
1,100000,.66666669,22.608826,.33333331,33.913239,22.608826,40.372902,1.1904762,.00033913238,7.6647851e-08,1,105,2,4,1,2012
3,33333.332,.28571427,3.2298319,.71428573,11.304413,9.689497,17.764078,1.5714287,.00011304413,3.6507228e-09,.33333328,106,2,4,1,2012
1,0,0,0,1,8.0745811,8.0745811,8.0745811,1,.000080745813,0,0,107,2,4,1,2012
0,,,,,8.0745811,,0,,.000080745813,,,109,2,4,1,2012
1,0,1,,0,,,,,,,,110,2,4,1,2012
3805,78.843628,.00078836578,78.788521,.99921161,100000,99930.102,2281951,22.81951,1,0,.00078795559,65,2,4,2,2012
3521,482.81738,.0048181708,481.43747,.99518186,99921.211,99646.789,2182020.8,21.837414,.99921209,3.7903233e-06,.0048281741,66,2,4,2,2012
3463,664.164,.0066218493,658.47522,.99337816,99439.773,99077.609,2082374,20.941057,.99439776,.000036682701,.0066416403,67,2,4,2,2012
3278,640.63452,.0063871136,630.92737,.99361289,98781.297,98446.906,1983296.4,20.07765,.987813,.000075954071,.0064063449,68,2,4,2,2012
3119,993.90833,.0098899351,970.70074,.99011004,98150.367,97665.016,1884849.5,19.203693,.98150367,.00017622315,.0099390838,69,2,4,2,2012
2819,815.89215,.0081257727,789.65985,.99187422,97179.664,96784.836,1787184.5,18.39052,.97179663,.00021642949,.0081589213,70,2,4,2,2012
2405,914.76093,.0091059599,877.72357,.99089402,96390.008,95951.148,1690399.6,17.537083,.96390009,.00030541889,.0091476087,71,2,4,2,2012
2341,1238.7869,.012311611,1175.91,.98768836,95512.281,94924.328,1594448.5,16.693649,.95512283,.00050403283,.012387868,72,2,4,2,2012
2332,1114.9229,.01108742,1045.947,.98891258,94336.375,93813.398,1499524.1,15.895503,.94336373,.00055883493,.011149229,73,2,4,2,2012
2209,1765.5048,.017500561,1632.6349,.98249942,93290.43,92474.109,1405710.8,15.068113,.9329043,.0010219292,.017655049,74,2,4,2,2012
2118,1180.3589,.011734336,1075.5433,.98826569,91657.797,91120.023,1313236.6,14.327604,.91657799,.00082239031,.011803589,75,2,4,2,2012
2081,1201.3455,.011941724,1081.7081,.98805827,90582.25,90041.398,1222116.6,13.491789,.90582252,.00092278456,.012013454,76,2,4,2,2012
1730,2369.9421,.023421878,2096.2708,.97657812,89500.539,88452.406,1132075.3,12.648809,.8950054,.0019698809,.023699421,77,2,4,2,2012
1711,1811.8059,.0179554,1569.3785,.98204458,87404.266,86619.578,1043622.8,11.940182,.87404263,.0017277619,.018118059,78,2,4,2,2012
1721,2556.6531,.025243832,2166.8015,.97475618,85834.891,84751.492,957003.25,11.14935,.85834891,.0026345286,.025566529,79,2,4,2,2012
1618,2595.7974,.025625382,2144.0266,.97437459,83668.086,82596.07,872251.75,10.425143,.83668089,.0029297264,.025957974,80,2,4,2,2012
1582,3160.5562,.031113876,2536.5295,.96888614,81524.063,80255.797,789655.69,9.6861668,.81524062,.0038206058,.03160556,81,2,4,2,2012
1486,4441.4536,.043449637,3431.9795,.95655036,78987.531,77271.539,709399.88,8.981163,.78987533,.0056961351,.044414535,82,2,4,2,2012
1327,4898.2666,.047811694,3612.4392,.95218831,75555.555,73749.336,632128.38,8.3664055,.75555557,.0066718627,.048982669,83,2,4,2,2012
1295,6177.606,.059925091,4311.1978,.94007492,71943.117,69787.516,558379,7.7613959,.71943116,.0087021515,.061776057,84,2,4,2,2012
1229,6672.0913,.064566933,4366.7856,.93543309,67631.922,65448.527,488591.5,7.2242737,.67631924,.0095593976,.06672091,85,2,4,2,2012
1086,6998.1582,.067615658,4277.7139,.93238437,63265.137,61126.281,423142.97,6.6884069,.63265139,.0099415621,.069981582,86,2,4,2,2012
1005,8955.2236,.085714281,5056.0645,.91428572,58987.422,56459.391,362016.69,6.1371846,.58987421,.012231763,.089552231,87,2,4,2,2012
930,9784.9463,.093285494,5031.0137,.9067145,53931.359,51415.852,305557.31,5.6656704,.53931361,.012499777,.097849466,88,2,4,2,2012
832,11899.038,.11230856,5491.9272,.88769144,48900.344,46154.379,254141.45,5.1971302,.48900345,.013723178,.11899038,89,2,4,2,2012
700,14285.714,.13333333,5787.7886,.86666667,43408.418,40514.523,207987.08,4.7913995,.43408418,.014217998,.14285713,90,2,4,2,2012
662,15709.97,.14565827,5479.7559,.85434175,37620.629,34880.75,167472.56,4.4516153,.37620628,.012859623,.15709971,91,2,4,2,2012
576,13541.667,.12682927,4076.4033,.87317073,32140.873,30102.672,132591.81,4.1253333,.32140872,.0088908458,.13541666,92,2,4,2,2012
358,20111.732,.18274112,5128.5322,.81725889,28064.469,25500.203,102489.13,3.6519177,.28064469,.010353648,.20111731,93,2,4,2,2012
274,23357.664,.20915033,4797.0591,.79084969,22935.938,20537.408,76988.93,3.3566942,.22935937,.0084789768,.23357666,94,2,4,2,2012
236,25847.457,.22889306,4151.8633,.77110696,18138.879,16062.947,56451.523,3.1121838,.1813888,.0061649736,.25847456,95,2,4,2,2012
144,32638.889,.280597,3924.7146,.71940303,13987.016,12024.658,40388.574,2.8875763,.13987015,.0047216862,.32638887,96,2,4,2,2012
125,27200,.23943663,2409.2834,.76056337,10062.301,8857.6592,28363.918,2.8188303,.100623,.0021803535,.27200001,97,2,4,2,2012
54,46296.297,.37593985,2877.0742,.62406015,7653.0176,6214.4805,19506.258,2.5488322,.076530173,.0020333235,.46296296,98,2,4,2,2012
44,45454.547,.37037039,1768.868,.62962961,4775.9434,3891.5093,13291.778,2.7830687,.047759432,.00080445409,.4545455,99,2,4,2,2012
31,38709.676,.32432431,975.26758,.67567569,3007.0752,2519.4414,9400.2686,3.1260505,.030070752,.00028445144,.38709676,100,2,4,2,2012
16,12500,.11764706,239.03619,.88235295,2031.8076,1912.2896,6880.8276,3.3865547,.020318076,.000047580754,.125,101,2,4,2,2012
10,50000,.40000001,717.10858,.60000002,1792.7715,1434.2172,4968.5381,2.7714286,.017927716,.00012625639,.5,102,2,4,2,2012
3,0,0,0,1,1075.6628,1075.6628,3534.3208,3.2857144,.010756629,0,0,103,2,4,2,2012
3,33333.332,.28571427,307.33221,.71428573,1075.6628,921.9967,2458.658,2.2857144,.010756629,.000032702988,.33333331,104,2,4,2,2012
1,0,0,0,1,768.33063,768.33063,1536.6613,2,.0076833065,0,0,105,2,4,2,2012
1,0,0,0,1,768.33063,768.33063,768.33063,1,.0076833065,0,0,106,2,4,2,2012
1,0,1,768.33063,0,768.33063,,,,.0076833065,.00005857963,,108,2,4,2,2012
2921,205.4091,.0020536126,205.03511,.99794638,100000,99817.93,2234433.3,22.344332,1,0,.002050828,65,2,4,3,2012
2794,644.23767,.0064245793,641.14069,.99357539,99794.969,99429.516,2134615.3,21.390009,.99794966,.000013118612,.0064423769,66,2,4,3,2012
2874,313.1524,.0031271174,310.06567,.9968729,99153.828,98983.289,2035185.8,20.525539,.99153829,.000026014861,.0031315242,67,2,4,3,2012
2704,591.716,.0059007495,583.25232,.99409926,98843.766,98534.641,1936202.5,19.588514,.98843765,.000066657922,.0059171598,68,2,4,3,2012
2420,826.44629,.0082304524,808.72852,.99176955,98260.516,97856.148,1837667.9,18.701998,.98260516,.00013822998,.0082644625,69,2,4,3,2012
2308,736.56848,.0073386575,715.16528,.99266136,97451.789,97094.203,1739811.6,17.85305,.97451788,.00017759543,.0073656845,70,2,4,3,2012
2058,1409.1351,.013992763,1353.6127,.98600721,96736.625,96059.82,1642717.5,16.98134,.96736628,.00042731877,.014091351,71,2,4,3,2012
2021,940.12866,.0093573015,892.52765,.99064273,95383.016,94936.75,1546657.6,16.215231,.95383018,.00039305282,.009401287,72,2,4,3,2012
2022,1533.1355,.015214724,1437.6466,.98478526,94490.484,93771.664,1451720.9,15.363672,.94490486,.00074843399,.015331355,73,2,4,3,2012
1939,1237.7515,.012301384,1144.6787,.98769861,93052.836,92480.5,1357949.3,14.593314,.93052834,.00073998148,.012377515,74,2,4,3,2012
1884,1220.8068,.012134002,1115.2137,.98786598,91908.156,91350.547,1265468.8,13.768841,.91908157,.00082939159,.012208069,75,2,4,3,2012
1784,2017.9373,.019977802,1813.8435,.98002219,90792.945,89886.023,1174118.1,12.931821,.90792948,.001516256,.020179372,76,2,4,3,2012
1776,1858.1082,.018410042,1638.109,.98158997,88979.102,88160.047,1084232.1,12.185245,.88979101,.0016063782,.018581081,77,2,4,3,2012
1712,2570.0935,.025374856,2216.2651,.97462517,87340.992,86232.859,996072.13,11.404406,.87340993,.002450414,.025700936,78,2,4,3,2012
1668,2937.6499,.028951256,2464.4678,.97104877,85124.727,83892.492,909839.25,10.688308,.85124725,.0031206412,.029376499,79,2,4,3,2012
1635,3792.0488,.037214886,3076.1921,.96278512,82660.258,81122.164,825946.75,9.9920664,.82660258,.0044091293,.03792049,80,2,4,3,2012
1671,3231.5979,.031802122,2530.9421,.96819788,79584.063,78318.594,744824.63,9.3589668,.79584062,.0041122325,.032315981,81,2,4,3,2012
1525,4459.0166,.043617707,3360.8804,.95638227,77053.117,75372.68,666506,8.6499548,.77053118,.0059424695,.044590168,82,2,4,3,2012
1551,5157.9624,.05028284,3705.4548,.94971716,73692.234,71839.508,591133.31,8.0216503,.73692232,.007183684,.051579624,83,2,4,3,2012
1447,5390.4629,.052489903,3673.5994,.94751012,69986.781,68149.984,519293.81,7.4198842,.69986778,.0077165007,.053904627,84,2,4,3,2012
1287,6993.0068,.067567565,4480.6201,.93243241,66313.18,64072.871,451143.84,6.8032303,.66313177,.010009169,.069930069,85,2,4,3,2012
1206,7379.7681,.071171537,4400.7183,.92882848,61832.559,59632.199,387070.97,6.2599864,.61832559,.010385654,.073797688,86,2,4,3,2012
1109,9377.8174,.089577943,5144.626,.91042209,57431.84,54859.527,327438.75,5.7013454,.57431841,.012577416,.093778171,87,2,4,3,2012
965,12020.726,.11339199,5928.9512,.886608,52287.215,49322.738,272579.25,5.2131147,.52287215,.014791362,.12020726,88,2,4,3,2012
871,15958.668,.14779373,6851.4609,.85220629,46358.266,42932.535,223256.5,4.8158941,.46358266,.017037787,.15958668,89,2,4,3,2012
735,16462.586,.1521056,6009.2061,.84789443,39506.805,36502.203,180323.97,4.5643773,.39506805,.014361359,.16462585,90,2,4,3,2012
659,15781.487,.14627285,4899.7891,.85372716,33497.598,31047.703,143821.77,4.2934947,.33497599,.010915117,.15781486,91,2,4,3,2012
602,16611.295,.15337422,4386.1665,.8466258,28597.809,26404.725,112774.05,3.9434509,.28597808,.0089563159,.16611294,92,2,4,3,2012
345,21739.131,.19607843,4747.3809,.80392158,24211.643,21837.953,86369.328,3.5672643,.24211642,.008711257,.2173913,93,2,4,3,2012
304,19736.842,.17964071,3496.5737,.82035929,19464.262,17715.975,64531.379,3.3153777,.19464262,.0054811197,.19736841,94,2,4,3,2012
217,23502.305,.21030928,3358.1528,.78969073,15967.688,14288.611,46815.402,2.9318836,.15967688,.0045059756,.23502304,95,2,4,3,2012
157,33757.961,.28882834,3641.9912,.71117163,12609.535,10788.539,32526.793,2.5795393,.12609535,.0040133037,.33757964,96,2,4,3,2012
104,34615.383,.29508194,2646.1604,.70491803,8967.5439,7644.4639,21738.254,2.4241035,.089675441,.0021601601,.34615383,97,2,4,3,2012
68,35294.117,.29999998,1896.415,.70000005,6321.3838,5373.1763,14093.79,2.229542,.06321384,.0011230162,.35294116,98,2,4,3,2012
41,31707.316,.2736842,1211.0441,.7263158,4424.9688,3819.4468,8720.6133,1.9707739,.044249687,.00051217055,.31707317,99,2,4,3,2012
17,70588.234,.52173913,1676.8303,.47826087,3213.9248,2375.5098,4901.167,1.5249788,.032139249,.00052160019,.70588237,100,2,4,3,2012
14,42857.145,.35294119,542.50397,.64705884,1537.0945,1265.8425,2525.6572,1.6431372,.015370945,.000082106228,.42857146,101,2,4,3,2012
6,50000,.40000001,397.83621,.60000002,994.59052,795.67242,1259.8146,1.2666665,.0099459048,.000039174865,.5,102,2,4,3,2012
2,100000,.66666669,397.83618,.33333331,596.75427,397.83618,464.14221,.77777779,.0059675425,.000023599368,1,103,2,4,3,2012
2,250000,1.1111112,221.02011,-.11111116,198.91809,88.408035,66.306015,.33333325,.0019891809,4.3877444e-06,2.5000002,104,2,4,3,2012
4,0,0,0,1,-22.10202,-22.10202,-22.10202,1,-.00022102021,0,0,105,2,4,3,2012
1,0,1,-22.10202,0,-22.10202,,,,-.00022102021,4.8860731e-08,,106,2,4,3,2012
2040,441.17648,.0044095586,439.45169,.99559045,100000,99609.047,2183338,21.83338,1,0,.0043967078,65,2,4,4,2012
2012,745.52686,.0074314452,739.87872,.99256855,99560.547,99138.813,2083728.9,20.929262,.99560547,.000032371318,.0074552684,66,2,4,4,2012
2103,570.6134,.0056915195,562.43976,.99430847,98820.672,98511.328,1984590.1,20.082743,.98820674,.00006554772,.0057061338,67,2,4,4,2012
2039,735.65472,.007331199,720.35065,.99266881,98258.234,97876.445,1886078.8,19.195122,.98258233,.00012328292,.0073565468,68,2,4,4,2012
1900,1052.6316,.010471204,1021.3391,.98952878,97537.883,97027.211,1788202.4,18.333414,.97537881,.00024527442,.010526316,69,2,4,4,2012
1764,907.02948,.0090293456,871.48126,.99097067,96516.547,96080.805,1691175.1,17.522127,.9651655,.00029300127,.0090702949,70,2,4,4,2012
1653,846.94495,.008433735,806.64508,.99156624,95645.063,95241.742,1595094.3,16.677225,.95645064,.00033599039,.0084694494,71,2,4,4,2012
1703,1056.9583,.010514018,997.13281,.98948598,94838.414,94339.844,1499852.5,15.81482,.94838417,.00048811288,.010569583,72,2,4,4,2012
1757,1252.1343,.012443438,1167.7081,.98755658,93841.281,93257.43,1405512.8,14.977552,.93841279,.00067486794,.012521341,73,2,4,4,2012
1690,1893.4911,.018757327,1738.3085,.98124266,92673.57,91804.414,1312255.3,14.159973,.9267357,.0011802531,.018934911,74,2,4,4,2012
1655,1691.8429,.016776513,1525.5767,.9832235,90935.266,90172.477,1220450.9,13.421096,.90935266,.001257539,.016918428,75,2,4,4,2012
1723,2089.3789,.020677771,1848.7931,.97932225,89409.688,88485.289,1130278.4,12.641565,.89409685,.0017505791,.02089379,76,2,4,4,2012
1679,2144.1333,.021213906,1857.5085,.97878611,87560.891,86632.133,1041793.1,11.897927,.87560892,.00202316,.021441333,77,2,4,4,2012
1766,2265.0056,.022396415,1919.4486,.97760355,85703.383,84743.656,955161,11.144962,.85703385,.0023518396,.022650056,78,2,4,4,2012
1621,3269.5867,.032169953,2695.3254,.96783006,83783.938,82436.273,870417.31,10.388833,.83783937,.003661992,.032695867,79,2,4,4,2012
1710,4269.0059,.04179788,3389.332,.95820212,81088.609,79393.945,787981.06,9.7175312,.81088609,.0051975353,.042690057,80,2,4,4,2012
1684,3503.563,.034432448,2675.3765,.96556753,77699.281,76361.594,708587.13,9.1196098,.7769928,.0046357582,.035035629,81,2,4,4,2012
1745,5329.5127,.051911805,3894.6265,.94808817,75023.906,73076.594,632225.5,8.4269876,.75023907,.0072977669,.053295128,82,2,4,4,2012
1682,5826.397,.056614671,4026.9609,.9433853,71129.281,69115.797,559148.94,7.8610234,.7112928,.0082695791,.058263969,83,2,4,4,2012
1588,6801.0073,.065773442,4413.5508,.93422657,67102.32,64895.547,490033.13,7.3027749,.67102319,.0097429603,.068010077,84,2,4,4,2012
1487,8473.4365,.08129032,5095.9902,.9187097,62688.77,60140.773,425137.56,6.7817183,.62688768,.011919496,.084734365,85,2,4,4,2012
1374,7714.7017,.074281707,4278.0903,.92571831,57592.781,55453.734,364996.78,6.337544,.57592779,.010448592,.077147014,86,2,4,4,2012
1292,11145.511,.10557184,5628.5303,.89442813,53314.691,50500.426,309543.06,5.8059616,.53314692,.014009484,.11145511,87,2,4,4,2012
1100,13363.637,.1252663,5973.4688,.87473369,47686.16,44699.426,259042.64,5.4322395,.4768616,.014901691,.13363637,88,2,4,4,2012
1056,12689.394,.11932324,4977.2935,.88067675,41712.691,39224.043,214343.2,5.1385608,.41712692,.012101396,.12689394,89,2,4,4,2012
845,14556.213,.13568671,4984.5054,.8643133,36735.398,34243.145,175119.17,4.7670417,.36735398,.011584241,.14556213,90,2,4,4,2012
792,14015.151,.13097344,4158.5239,.86902654,31750.893,29671.631,140876.02,4.4369149,.31750894,.0090113971,.14015152,91,2,4,4,2012
678,17404.129,.16010854,4417.7739,.83989143,27592.369,25383.482,111204.39,4.0302587,.2759237,.0088262623,.17404129,92,2,4,4,2012
419,18615.752,.17030568,3946.7654,.82969433,23174.596,21201.213,85820.906,3.703232,.23174596,.0070268121,.18615752,93,2,4,4,2012
331,23867.07,.21322538,4099.8613,.78677464,19227.83,17177.898,64619.695,3.3607378,.1922783,.0063673859,.23867071,94,2,4,4,2012
241,30290.457,.26306307,3979.6099,.73693693,15127.969,13138.164,47441.797,3.1360321,.15127969,.0051095863,.30290458,95,2,4,4,2012
198,30808.08,.26695842,2976.1484,.73304158,11148.359,9660.2852,34303.633,3.0770118,.1114836,.0029480238,.30808079,96,2,4,4,2012
116,29310.346,.25563911,2089.1367,.74436092,8172.2109,7127.6426,24643.346,3.0155053,.081722111,.0015677635,.29310346,97,2,4,4,2012
89,26966.293,.23762377,1445.483,.76237625,6083.0742,5360.3325,17515.703,2.8794162,.060830742,.00082580966,.26966295,98,2,4,4,2012
56,37500,.31578946,1464.5024,.68421054,4637.5913,3905.3401,12155.371,2.6210527,.046375912,.00064767891,.37499997,99,2,4,4,2012
26,38461.539,.32258064,1023.577,.67741936,3173.0889,2661.3003,8250.0313,2.6000001,.03173089,.00031448423,.38461536,100,2,4,4,2012
18,50000,.40000001,859.80469,.60000002,2149.5117,1719.6094,5588.7305,2.5999999,.021495117,.00018084337,.5,101,2,4,4,2012
9,33333.332,.28571427,368.4877,.71428573,1289.707,1105.4631,3869.1213,3.0000002,.01289707,.000046911198,.33333331,102,2,4,4,2012
9,33333.332,.28571427,263.20551,.71428573,921.21936,789.61658,2763.6582,3.0000002,.009212194,.000024023635,.33333328,103,2,4,4,2012
3,0,0,0,1,658.01385,658.01385,1974.0415,3,.0065801386,0,0,104,2,4,4,2012
2,50000,1,658.01385,0,658.01385,1316.0277,1316.0277,2,.0065801386,.000043013315,,105,2,4,4,2012
2325,903.22583,.0090230163,896.00018,.99097699,100000,99200.016,1699675,16.99675,1,0,.0089691151,65,1,1,1,2013
2277,1844.5322,.018300174,1813.6205,.98169982,99104,98070.234,1600475,16.149448,.99103999,.00016104453,.018445322,66,1,1,1,2013
2125,2164.7058,.021438224,2085.7332,.97856176,97290.383,96143.227,1502404.8,15.442479,.97290385,.00054983993,.021647058,67,1,1,1,2013
2068,2030.9478,.020117447,1915.2744,.97988254,95204.648,94189.555,1406261.5,14.770933,.95204651,.00087439845,.020309476,68,1,1,1,2013
1964,2902.2402,.028607277,2668.7551,.97139275,93289.375,91955,1312072,14.064538,.93289375,.0016707206,.029022405,69,1,1,1,2013
1746,3150.0574,.031012123,2810.3376,.96898788,90620.617,89215.445,1220117,13.464011,.90620619,.0023886897,.03150057,70,1,1,1,2013
1546,3104.7866,.030573249,2684.6455,.96942675,87810.281,86467.961,1130901.5,12.878919,.87810284,.0028735977,.031047866,71,1,1,1,2013
1369,3287.0708,.0323392,2752.8948,.96766078,85125.633,83749.188,1044433.6,12.26932,.85125631,.003485688,.032870706,72,1,1,1,2013
1204,3405.3157,.033483054,2758.0908,.96651697,82372.734,80993.688,960684.38,11.66265,.82372737,.0040047644,.034053158,73,1,1,1,2013
1194,3350.0837,.03294893,2623.2173,.96705109,79614.641,78303.031,879690.69,11.049358,.79614639,.0042574108,.033500839,74,1,1,1,2013
1108,3790.6138,.037201062,2864.1626,.96279895,76991.422,75559.344,801387.63,10.408792,.76991421,.0050737588,.037906136,75,1,1,1,2013
947,6019.0073,.058431573,4331.3721,.94156843,74127.258,71961.57,725828.31,9.7916517,.74127257,.0083070323,.06019007,76,1,1,1,2013
920,5326.0869,.051879302,3620.9617,.94812071,69795.883,67985.398,653866.75,9.3682709,.69795883,.0076334327,.05326087,77,1,1,1,2013
775,5419.355,.05276382,3491.6416,.94723618,66174.922,64429.102,585881.31,8.8535252,.66174924,.0078155929,.054193549,78,1,1,1,2013
721,5825.2427,.056603774,3548.1104,.94339621,62683.281,60909.227,521452.22,8.31884,.62683278,.0082995063,.058252428,79,1,1,1,2013
632,6487.3418,.062835246,3715.7732,.93716478,59135.172,57277.285,460543,7.787971,.59135175,.0089793466,.06487342,80,1,1,1,2013
596,7885.9063,.075867638,4204.5391,.92413235,55419.398,53317.129,403265.72,7.2766166,.55419397,.01038786,.078859068,81,1,1,1,2013
573,7329.8428,.070707068,3621.2524,.92929292,51214.859,49404.234,349948.59,6.8329506,.51214862,.0090477876,.073298424,82,1,1,1,2013
540,9259.2588,.088495567,4211.8232,.91150445,47593.605,45487.695,300544.34,6.314805,.47593606,.010505169,.09259259,83,1,1,1,2013
438,12328.768,.11612903,5037.8843,.88387096,43381.781,40862.84,255056.66,5.8793497,.4338178,.012374047,.12328767,84,1,1,1,2013
419,9069.2129,.086757995,3326.6396,.91324198,38343.898,36680.578,214193.83,5.5861254,.38343897,.0078646261,.090692125,85,1,1,1,2013
342,11403.509,.10788382,3777.7954,.89211619,35017.258,33128.359,177513.25,5.0693078,.35017258,.0085964398,.11403508,86,1,1,1,2013
335,11940.299,.11267606,3519.9397,.88732392,31239.463,29479.492,144384.89,4.6218748,.31239462,.0075609786,.11940299,87,1,1,1,2013
300,16333.333,.15100154,4185.6909,.84899843,27719.523,25626.678,114905.39,4.1452875,.27719525,.0083863689,.16333334,88,1,1,1,2013
256,15234.375,.14156079,3331.468,.85843921,23533.832,21868.098,89278.711,3.7936325,.23533832,.0059951162,.15234375,89,1,1,1,2013
193,24352.332,.21709007,4385.7324,.78290993,20202.363,18009.496,67410.617,3.3367689,.20202363,.0070702424,.24352331,90,1,1,1,2013
145,27586.207,.24242425,3834.335,.75757575,15816.631,13899.463,49401.121,3.1233656,.1581663,.005105406,.2758621,91,1,1,1,2013
123,28455.285,.24911033,2984.9136,.75088966,11982.296,10489.839,35501.656,2.9628425,.11982296,.0031480514,.28455284,92,1,1,1,2013
115,20000,.18181819,1635.8878,.81818181,8997.3828,8179.439,25011.818,2.7798994,.08997383,.001339441,.2,93,1,1,1,2013
69,21739.131,.19607843,1443.4304,.80392158,7361.4951,6639.7798,16832.381,2.2865438,.073614947,.00098435872,.21739131,94,1,1,1,2013
50,42000,.34710744,2054.2041,.65289259,5918.0645,4890.9624,10192.601,1.7222862,.059180643,.0011437458,.41999999,95,1,1,1,2013
21,66666.664,.5,1931.9302,.5,3863.8604,2897.8953,5301.6382,1.3721092,.038638603,.00071762822,.66666669,96,1,1,1,2013
21,19047.619,.17391305,335.98785,.82608694,1931.9302,1763.9363,2403.7429,1.2442183,.019319301,.00006365648,.19047619,97,1,1,1,2013
4,225000,1.0588236,1689.8214,-.058823586,1595.9424,751.03168,639.80664,.40089583,.015959423,.00026538171,2.2500002,98,1,1,1,2013
7,114285.71,.72727269,-68.27565,.27272731,-93.879028,-59.741203,-111.22505,1.18477,-.00093879027,6.4156688e-07,1.142857,99,1,1,1,2013
5,40000,.33333334,-8.5344601,.66666663,-25.603378,-21.336147,-51.483849,2.0108225,-.00025603379,2.1856696e-08,.40000004,100,1,1,1,2013
4,75000,.54545456,-9.3103189,.45454544,-17.068918,-12.413759,-30.147701,1.7662338,-.00017068918,1.5894420e-08,.75,101,1,1,1,2013
3,33333.332,.28571427,-2.2167425,.71428573,-7.7585993,-6.650228,-17.733942,2.2857144,-.000077585995,1.7200152e-09,.33333331,102,1,1,1,2013
1,0,0,0,1,-5.5418568,-5.5418568,-11.083714,2,-.000055418568,0,0,103,1,1,1,2013
3,0,0,0,1,-5.5418568,-5.5418568,-5.5418568,1,-.000055418568,0,0,105,1,1,1,2013
0,,,,,-5.5418568,,0,,-.000055418568,,,106,1,1,1,2013
1,0,1,,0,,,,,,,,107,1,1,1,2013
2862,1013.2774,.010121144,1004.1848,.98987883,100000,99102.656,1777334.8,17.773348,1,0,.010053297,65,1,1,2,2013
2889,1626.8605,.016155588,1599.3356,.9838444,98995.813,98084.188,1678232,16.952555,.98995811,.00015899079,.016268605,66,1,1,2,2013
2872,1636.4902,.016245268,1582.2319,.98375475,97396.477,96526.25,1580147.9,16.223871,.97396475,.0004012131,.016364902,67,1,1,2,2013
2838,1832.2762,.01816632,1740.5922,.9818337,95814.242,94891.727,1483621.6,15.484354,.9581424,.00069807394,.018322762,68,1,1,2,2013
2891,1971.6361,.019523891,1836.6836,.98047608,94073.648,93155.305,1388729.9,14.762156,.94073647,.0010239761,.01971636,69,1,1,2,2013
2574,2369.8523,.023421001,2160.2822,.97657901,92236.969,91156.828,1295574.6,14.046153,.92236966,.0015468455,.023698524,70,1,1,2,2013
2340,2649.5728,.026149305,2355.4426,.97385067,90076.688,88898.969,1204417.8,13.371026,.90076685,.0021054344,.026495725,71,1,1,2,2013
1996,2655.3105,.026205191,2298.752,.97379482,87721.242,86571.867,1115518.8,12.716632,.87721241,.0024760042,.026553106,72,1,1,2,2013
1854,2373.2471,.023454158,2003.5126,.97654587,85422.492,84420.734,1028946.9,12.045386,.85422492,.0024948681,.02373247,73,1,1,2,2013
1844,3741.8655,.036731433,3064.0986,.96326858,83418.977,81886.93,944526.19,11.322678,.83418977,.0042381752,.037418656,74,1,1,2,2013
1687,3556.6094,.034944672,2807.9749,.96505535,80354.875,78950.891,862639.25,10.735369,.80354875,.0044326172,.035566095,75,1,1,2,2013
1488,3897.8494,.038233355,2964.8782,.96176666,77546.898,76064.461,783688.38,10.105992,.77546901,.0051623518,.038978495,76,1,1,2,2013
1370,5547.4453,.053977273,4025.7344,.94602275,74582.023,72569.156,707623.88,9.4878607,.74582022,.0076316819,.055474456,77,1,1,2,2013
1313,5559.7866,.054094106,3816.6794,.94590592,70556.289,68647.953,635054.75,9.0006828,.70556289,.0079289181,.055597864,78,1,1,2,2013
