population,_Rx,_qx,_dx,_px,_lx,_Lx,_Tx,_ExpYL,_Surv,_SurvVar,_HRate,age,sex,level_income,year
1314,3424.6575,.033670034,2678.3796,.96632999,79547.875,78208.688,763796.94,9.6017265,.79547876,.0043575177,.034246575,78,1,19,2006
1227,4971.4751,.048508946,3728.8582,.95149106,76869.492,75005.063,685588.25,8.9188604,.76869494,.0066300225,.049714752,79,1,19,2006
1195,4937.2383,.048182931,3524.1301,.9518171,73140.633,71378.57,610583.19,8.3480711,.73140633,.0069231926,.049372386,80,1,19,2006
1130,5575.2212,.054240204,3776.0132,.94575977,69616.5,67728.492,539204.63,7.7453566,.69616503,.0079869963,.05575221,81,1,19,2006
1025,6829.2681,.066037737,4347.9565,.93396229,65840.484,63666.508,471476.13,7.1608849,.65840483,.0097788982,.068292685,82,1,19,2006
968,7644.6279,.073631838,4527.8076,.92636818,61492.527,59228.625,407809.59,6.631856,.61492527,.010721494,.076446272,83,1,19,2006
852,9272.3008,.088614695,5047.9111,.9113853,56964.719,54440.762,348580.97,6.1192431,.56964719,.012374917,.092723005,84,1,19,2006
821,10596.833,.10063621,5224.7104,.89936382,51916.809,49304.453,294140.22,5.6656065,.51916808,.01304258,.10596833,85,1,19,2006
720,13333.333,.125,5836.5122,.875,46692.098,43773.84,244835.77,5.2436233,.46692097,.014527416,.13333334,86,1,19,2006
497,12474.849,.11742423,4797.436,.88257575,40855.586,38456.867,201061.92,4.9212837,.40855587,.011592427,.12474848,87,1,19,2006
445,15280.898,.14196242,5118.9023,.85803759,36058.148,33498.695,162605.06,4.5095234,.36058149,.011802268,.15280899,88,1,19,2006
352,17329.545,.15947711,4934.1016,.84052289,30939.246,28472.195,129106.37,4.1728997,.30939245,.010542634,.17329544,89,1,19,2006
292,15068.493,.14012739,3644.033,.85987258,26005.145,24183.129,100634.17,3.8697793,.26005146,.0070120199,.15068492,90,1,19,2006
196,29081.633,.25389755,5677.4312,.74610245,22361.111,19522.396,76451.039,3.4189284,.22361112,.0098565426,.29081631,91,1,19,2006
163,25153.375,.22343324,3727.6887,.77656674,16683.68,14819.835,56928.645,3.4122355,.1668368,.0051815724,.25153375,92,1,19,2006
118,27118.645,.23880598,3093.9683,.76119399,12955.991,11409.007,42108.813,3.2501421,.12955992,.0034891963,.27118647,93,1,19,2006
103,21359.223,.19298245,1903.1974,.80701756,9862.0234,8910.4248,30699.805,3.1129317,.098620236,.0016918338,.21359222,94,1,19,2006
53,33962.266,.2903226,2310.6272,.7096774,7958.8262,6803.5127,21789.379,2.7377629,.079588264,.0016926262,.33962268,95,1,19,2006
44,34090.91,.29126215,1645.1067,.70873785,5648.1992,4825.646,14985.867,2.6532116,.056481991,.0008767065,.34090912,96,1,19,2006
25,16000,.14814815,593.05072,.85185182,4003.0925,3706.5671,10160.221,2.5380929,.040030926,.00022790022,.16,97,1,19,2006
11,18181.818,.16666667,568.34033,.83333331,3410.0417,3125.8716,6453.6533,1.8925438,.034100417,.00018719754,.1818182,98,1,19,2006
12,66666.664,.5,1420.8507,.5,2841.7014,2131.2761,3327.782,1.1710527,.028417014,.00039228957,.66666669,99,1,19,2006
8,37500,.31578946,448.68967,.68421054,1420.8507,1196.5059,1196.5059,.84210527,.014208507,.00006284628,.37499997,100,1,19,2006
0,,,,,972.16101,,0,,.0097216098,,,102,1,19,2006
0,,,,,,,0,,,,,104,1,19,2006
0,,,,,,,0,,,,,105,1,19,2006
1,0,1,,0,,,,,,,,106,1,19,2006
2338,513.25922,.0051296065,510.92496,.99487036,100000,99545.211,1908922.1,19.089222,1,0,.0051122117,65,1,20,2006
2245,712.69489,.0071051745,706.88727,.99289483,99489.078,99086.156,1809377,18.186689,.99489081,.000035931695,.0071269488,66,1,20,2006
2140,887.85046,.0088431733,873.54797,.99115682,98782.188,98301.734,1710290.8,17.313757,.98782188,.00010508622,.0088785039,67,1,20,2006
2070,1207.7295,.012009127,1175.7974,.98799086,97908.641,97285.469,1611989.1,16.464218,.9790864,.00024075886,.012077295,68,1,20,2006
1913,1254.574,.012467532,1206.0199,.9875325,96732.844,96129.836,1514703.6,15.658628,.96732843,.0003811522,.01254574,69,1,20,2006
1769,1865.4607,.018482218,1765.5475,.98151779,95526.82,94644.047,1418573.8,14.850005,.9552682,.00075443368,.018654607,70,1,20,2006
1719,1570.6807,.015584416,1461.2147,.98441559,93761.273,93030.664,1323929.8,14.120219,.93761271,.00085473916,.015706807,71,1,20,2006
1541,2011.6808,.01991648,1838.2924,.98008353,92300.063,91380.914,1230899,13.335841,.92300063,.0013064829,.020116808,72,1,20,2006
1581,1897.5332,.018796992,1700.4092,.98120302,90461.773,89611.57,1139518.1,12.596682,.90461773,.0014671895,.018975331,73,1,20,2006
1551,2385.5576,.023574386,2092.4946,.97642559,88761.367,87715.117,1049906.6,11.828419,.88761365,.0020873817,.023855574,74,1,20,2006
1494,3212.8513,.031620551,2740.5176,.96837944,86668.875,85298.617,962191.44,11.101926,.86668873,.0031663768,.032128513,75,1,20,2006
1405,2989.3237,.029453015,2471.9431,.97054696,83928.359,82692.391,876892.81,10.448111,.83928359,.0033343213,.029893236,76,1,20,2006
1359,3237.6748,.03186097,2595.2803,.96813905,81456.414,80158.773,794200.44,9.7500048,.81456417,.0039201551,.032376748,77,1,20,2006
1344,3125,.030769231,2426.4963,.96923077,78861.133,77647.883,714041.69,9.0544186,.78861135,.0040450543,.03125,78,1,20,2006
1224,4493.4639,.043947261,3359.0928,.95605272,76434.633,74755.086,636393.81,8.3259878,.7643463,.0060504326,.044934638,79,1,20,2006
1163,5932.9321,.057620041,4210.6157,.94237995,73075.539,70970.234,561638.69,7.6857276,.73075539,.0082844682,.059329323,80,1,20,2006
1126,8081.7051,.077678189,5349.3022,.9223218,68864.922,66190.273,490668.47,7.1250858,.68864924,.011469518,.080817044,81,1,20,2006
984,7825.2031,.075305626,4783.0835,.92469436,63515.621,61124.078,424478.19,6.6830521,.63515621,.011083974,.078252032,82,1,20,2006
975,9435.8975,.090107739,5292.2563,.90989226,58732.539,56086.41,363354.13,6.1865897,.58732539,.012827068,.094358973,83,1,20,2006
803,11706.103,.11058824,5909.8667,.88941175,53440.281,50485.348,307267.72,5.7497401,.53440279,.014704719,.11706103,84,1,20,2006
853,10668.229,.10127991,4813.876,.89872009,47530.414,45123.477,256782.36,5.4024854,.47530413,.01200533,.10668229,85,1,20,2006
697,12912.482,.12129381,5181.2515,.87870622,42716.539,40125.914,211658.88,4.9549632,.42716539,.012678269,.12912482,86,1,20,2006
548,14598.54,.13605443,5106.8423,.8639456,37535.289,34981.867,171532.97,4.569912,.37535289,.01197366,.14598541,87,1,20,2006
400,17250,.15880322,5149.7422,.84119678,32428.447,29853.576,136551.09,4.2108426,.32428446,.011284323,.17250001,88,1,20,2006
332,20481.928,.18579236,5068.1748,.81420767,27278.705,24744.617,106697.52,3.9113853,.27278706,.010053956,.20481928,89,1,20,2006
279,21505.377,.19417477,4312.7246,.80582523,22210.531,20054.168,81952.906,3.689822,.22210531,.0074512903,.21505377,90,1,20,2006
204,23529.412,.21052632,3767.9592,.78947365,17897.807,16013.827,61898.738,3.4584539,.17897807,.0055368249,.23529412,91,1,20,2006
161,24223.602,.21606648,3052.9863,.78393352,14129.848,12603.354,45884.91,3.2473748,.14129847,.0037042864,.24223602,92,1,20,2006
118,33898.305,.28985506,3210.6843,.71014494,11076.861,9471.5195,33281.555,3.0046015,.11076862,.0031624897,.33898303,93,1,20,2006
79,37974.684,.31914893,2510.4819,.6808511,7866.1768,6610.9355,23810.037,3.0268881,.07866177,.0018194491,.37974682,94,1,20,2006
66,25757.576,.22818792,1222.1049,.77181208,5355.6948,4744.6426,17199.102,3.2113669,.053556949,.00061946787,.25757575,95,1,20,2006
46,36956.523,.3119266,1289.3766,.6880734,4133.5898,3488.9016,12454.459,3.0129886,.041335899,.0005109444,.36956519,96,1,20,2006
24,29166.666,.25454545,723.98157,.74545455,2844.2134,2482.2227,8965.5566,3.1522095,.028442133,.00020005912,.29166666,97,1,20,2006
13,38461.539,.32258064,683.94574,.67741936,2120.2319,1778.259,6483.3345,3.057842,.02120232,.00014193778,.38461536,98,1,20,2006
13,23076.924,.20689656,297.16266,.79310346,1436.2861,1287.7048,4705.0752,3.275862,.014362861,.000042068037,.23076925,99,1,20,2006
5,0,0,0,1,1139.1235,1139.1235,3417.3706,3,.011391236,0,0,100,1,20,2006
2,0,0,0,1,1139.1235,1139.1235,2278.2471,2,.011391236,0,0,101,1,20,2006
1,0,0,0,1,1139.1235,1139.1235,1139.1235,1,.011391236,0,0,102,1,20,2006
1,0,1,1139.1235,0,1139.1235,,,,.011391236,.00012828212,,103,1,20,2006
2433,739.82739,.0073920721,734.9787,.99260795,100000,99344.617,2026945.9,20.269459,1,0,.0073559177,65,2,1,2006
2073,1447.178,.01438228,1427.6573,.9856177,99265.023,98451.258,1927601.3,19.418736,.99265021,.00010415859,.014471779,66,2,1,2006
2260,1327.4336,.013195513,1291.0143,.98680449,97837.367,97127.313,1829150,18.695822,.97837365,.00027316122,.013274336,67,2,1,2006
2127,1363.4226,.013547413,1307.9532,.98645258,96546.352,95853.133,1732022.8,17.939806,.96546352,.0004361202,.013634225,68,2,1,2006
2038,1324.8282,.013161101,1253.4423,.98683888,95238.398,94611.68,1636169.6,17.179726,.952384,.00056842004,.013248282,69,2,1,2006
1981,1564.8662,.015527172,1459.3206,.98447281,93984.953,93255.289,1541557.9,16.402178,.93984956,.00082498847,.015648661,70,2,1,2006
1839,2175.0952,.021516945,1990.869,.97848308,92525.633,91530.195,1448302.6,15.652988,.92525631,.0013768267,.021750953,71,2,1,2006
1852,1403.8877,.013941019,1262.1469,.98605901,90534.766,89903.695,1356772.4,14.986203,.90534765,.0010815752,.014038877,72,2,1,2006
1747,2003.4344,.019835647,1770.7802,.98016435,89272.617,88387.227,1266868.8,14.191011,.89272618,.0016958079,.020034345,73,2,1,2006
1853,2266.5947,.022411954,1961.087,.97758806,87501.836,86521.289,1178481.5,13.468078,.87501836,.0021446689,.022665948,74,2,1,2006
1797,2782.415,.02744237,2347.4409,.9725576,85540.75,84367.031,1091960.3,12.765381,.85540748,.0029034445,.02782415,75,2,1,2006
1811,2153.5063,.021305654,1772.4879,.97869432,83193.313,82307.07,1007593.2,12.111468,.83193314,.0024782997,.021535063,76,2,1,2006
1732,3406.4666,.033494182,2727.124,.96650583,81420.828,80057.266,925286.13,11.364244,.81420827,.004125407,.034064665,77,2,1,2006
1703,4169.1133,.040839802,3213.8352,.95916021,78693.703,77086.789,845228.81,10.740743,.78693706,.0053885453,.041691132,78,2,1,2006
1643,3347.5349,.032924272,2485.1196,.96707571,75479.867,74237.305,768142.06,10.176781,.75479865,.0045994008,.033475347,79,2,1,2006
1640,4573.1709,.044709392,3263.5508,.95529062,72994.75,71362.977,693904.75,9.5062284,.72994751,.0064332467,.045731708,80,2,1,2006
1618,4079.1101,.039975774,2787.5588,.96002424,69731.203,68337.422,622541.75,8.9277353,.69731206,.0058836434,.040791102,81,2,1,2006
1557,5523.4424,.053749997,3598.2205,.94625002,66943.641,65144.531,554204.31,8.2786703,.6694364,.0079625491,.055234421,82,2,1,2006
1455,6666.6665,.064516127,4086.8013,.93548387,63345.422,61302.02,489059.81,7.7205234,.6334542,.0094891423,.066666663,83,2,1,2006
1382,8683.0684,.083217755,4931.3696,.91678226,59258.621,56792.938,427757.78,7.2184901,.59258622,.011905696,.086830683,84,2,1,2006
1362,8443.4658,.081014447,4401.292,.91898555,54327.25,52126.605,370964.84,6.8283381,.5432725,.010920815,.084434658,85,2,1,2006
1294,8887.1719,.085090645,4248.2319,.91490936,49925.957,47801.84,318838.25,6.3862219,.49925956,.010620556,.088871725,86,2,1,2006
997,9127.3818,.087290168,3987.2163,.91270983,45677.727,43684.117,271036.41,5.9336667,.45677727,.0098935515,.091273822,87,2,1,2006
854,11709.602,.11061946,4611.7822,.88938051,41690.512,39384.621,227352.28,5.4533339,.41690511,.011211022,.11709601,88,2,1,2006
739,13937.754,.13029729,4831.2578,.8697027,37078.73,34663.102,187967.67,5.0694203,.37078729,.011271521,.13937753,89,2,1,2006
635,16377.953,.15138283,4881.7139,.8486172,32247.473,29806.615,153304.56,4.7540026,.32247472,.010665801,.16377954,90,2,1,2006
520,16346.154,.15111111,4135.27,.84888887,27365.758,25298.123,123497.95,4.5128641,.27365759,.0082196398,.16346154,91,2,1,2006
436,16055.046,.14861996,3452.5144,.85138005,23230.488,21504.23,98199.828,4.2271962,.23230489,.006157191,.16055048,92,2,1,2006
363,17355.371,.1596958,3158.4595,.8403042,19777.975,18198.744,76695.594,3.8778286,.19777974,.0050113043,.17355371,93,2,1,2006
293,24914.676,.2215478,3682.0171,.77845222,16619.516,14778.507,58496.852,3.5197687,.16619515,.0051023304,.24914676,94,2,1,2006
177,27118.645,.23880598,3089.552,.76119399,12937.498,11392.722,43718.344,3.3791962,.12937498,.0034799816,.27118647,95,2,1,2006
123,31707.316,.2736842,2695.2273,.7263158,9847.9463,8500.333,32325.623,3.2824736,.098479465,.0023928569,.31707317,96,2,1,2006
94,22340.426,.20095694,1437.3884,.79904306,7152.7188,6434.0244,23825.289,3.3309417,.071527191,.00095458486,.22340424,97,2,1,2006
79,35443.039,.30107528,1720.7446,.69892472,5715.3301,4854.958,17391.266,3.0429153,.057153299,.00092725415,.35443041,98,2,1,2006
52,26923.076,.23728813,947.86774,.76271188,3994.5854,3520.6516,12536.308,3.138325,.039945856,.00036350903,.26923078,99,2,1,2006
38,10526.315,.099999994,304.67175,.89999998,3046.7178,2894.3818,9015.6553,2.959137,.030467177,.000089996771,.10526315,100,2,1,2006
19,57894.738,.44897959,1231.1227,.55102038,2742.0459,2126.4846,6121.2739,2.2323747,.027420459,.0003283229,.57894737,101,2,1,2006
9,66666.664,.5,755.46161,.5,1510.9232,1133.1924,3994.7893,2.6439393,.015109233,.00011241982,.66666669,102,2,1,2006
16,6250,.060606062,45.785553,.93939394,755.46161,732.56885,2861.5969,3.7878788,.0075546163,3.4327923e-06,.0625,103,2,1,2006
7,0,0,0,1,709.67603,709.67603,2129.0281,3,.0070967604,0,0,104,2,1,2006
2,50000,.40000001,283.87042,.60000002,709.67603,567.74084,1419.3521,2,.0070967604,.000020002635,.5,105,2,1,2006
5,0,0,0,1,425.8056,425.8056,851.61121,2,.0042580562,0,0,106,2,1,2006
1,100000,.66666669,283.87042,.33333331,425.8056,283.87039,425.80557,.99999994,.0042580562,.000012035894,1.0000001,107,2,1,2006
1,0,0,0,1,141.93518,141.93518,141.93518,1,.0014193518,0,0,108,2,1,2006
